,geo_value,time_value,value,sample_size,trend
2799,tx,2021-02-18,66.8744,12037.2606,29
2800,us,2021-02-18,70.882,194571.4793,68
2801,ut,2021-02-18,72.8553,2009.3748,33
2802,va,2021-02-18,73.6062,6206.2156,10
2803,vt,2021-02-18,80.7458,656.0009,100
2804,wa,2021-02-18,78.1739,5118.9731,80
2805,wi,2021-02-18,71.7481,3866.006,50
2806,wv,2021-02-18,63.1069,1491.1526,0
2807,wy,2021-02-18,54.7851,438.0329,0
2808,ak,2021-02-19,60.8871,371.0,0
2809,al,2021-02-19,60.8717,2970.0724,40
2810,ar,2021-02-19,62.3822,1931.1183,0
2811,az,2021-02-19,70.9834,3642.7707,21
2812,ca,2021-02-19,78.4817,16480.356,36
2813,co,2021-02-19,74.3309,3436.7511,23
2814,ct,2021-02-19,81.3193,2796.0,48
2815,dc,2021-02-19,87.1302,337.0,41
2816,de,2021-02-19,72.403,798.0,0
2817,fl,2021-02-19,67.3229,12874.9993,22
2818,ga,2021-02-19,62.6483,4971.9462,34
2819,hi,2021-02-19,76.9175,690.0,0
2820,ia,2021-02-19,70.8621,2656.3698,0
2821,id,2021-02-19,62.2891,1267.9175,0
2822,il,2021-02-19,72.5571,7346.9998,51
2823,in,2021-02-19,64.7796,3946.9998,44
2824,ks,2021-02-19,66.4501,2032.9446,65
2825,ky,2021-02-19,66.8784,2978.5031,18
2826,la,2021-02-19,58.5611,2510.3693,0
2827,ma,2021-02-19,82.5795,3647.0095,60
2828,md,2021-02-19,79.475,3255.9985,49
2829,me,2021-02-19,75.7769,1454.2234,0
2830,mi,2021-02-19,70.1749,7661.9953,28
2831,mn,2021-02-19,76.5309,3184.1879,18
2832,mo,2021-02-19,66.1069,3554.7743,16
2833,ms,2021-02-19,57.3009,1806.0215,30
2834,mt,2021-02-19,63.5201,907.5916,0
2835,nc,2021-02-19,67.9908,6280.0085,36
2836,nd,2021-02-19,57.9805,469.8188,0
2837,ne,2021-02-19,73.3508,1318.0109,0
2838,nh,2021-02-19,77.4681,1252.7766,0
2839,nj,2021-02-19,76.6922,4312.9985,25
2840,nm,2021-02-19,72.9398,1930.096,67
2841,nv,2021-02-19,68.4339,1492.6442,0
2842,ny,2021-02-19,74.4933,9669.0014,57
2843,oh,2021-02-19,67.0595,7848.0049,13
2844,ok,2021-02-19,61.9867,2564.8711,23
2845,or,2021-02-19,74.4918,2902.0233,0
2846,pa,2021-02-19,72.4349,8410.0043,35
2847,ri,2021-02-19,83.8535,831.9905,90
2848,sc,2021-02-19,62.8964,4035.0039,20
2849,sd,2021-02-19,66.1815,611.577,0
2850,tn,2021-02-19,64.26,4277.4779,0
2851,tx,2021-02-19,67.019,11638.2631,28
2852,us,2021-02-19,70.7486,188495.6385,65
2853,ut,2021-02-19,73.5408,1940.5284,67
2854,va,2021-02-19,73.3453,6008.4976,31
2855,vt,2021-02-19,80.8167,648.0008,0
2856,wa,2021-02-19,77.975,4931.9743,46
2857,wi,2021-02-19,71.2704,3746.0054,17
2858,wv,2021-02-19,63.6609,1445.1028,49
2859,wy,2021-02-19,54.8833,419.0384,0
2860,ak,2021-02-20,59.863,364.0,100
2861,al,2021-02-20,60.8702,2814.0696,69
2862,ar,2021-02-20,61.7442,1904.1252,0
2863,az,2021-02-20,71.191,3546.3166,23
2864,ca,2021-02-20,78.6349,15920.1932,47
2865,co,2021-02-20,73.9279,3260.7551,12
2866,ct,2021-02-20,81.6345,2697.0,18
2867,dc,2021-02-20,87.8012,331.0,24
2868,de,2021-02-20,72.9713,800.0,0
2869,fl,2021-02-20,67.2592,12571.9991,39
2870,ga,2021-02-20,62.4467,4915.9487,0
2871,hi,2021-02-20,76.5649,654.0,0
2872,ia,2021-02-20,70.1592,2523.3835,26
2873,id,2021-02-20,62.5959,1248.9179,0
2874,il,2021-02-20,72.2595,7141.9996,16
2875,in,2021-02-20,64.5148,3832.9989,78
2876,ks,2021-02-20,67.3327,2001.8303,0
2877,ky,2021-02-20,66.3089,2925.2032,20
2878,la,2021-02-20,59.2601,2423.3698,0
2879,ma,2021-02-20,82.2207,3534.0095,19
2880,md,2021-02-20,78.9448,3116.9983,41
2881,me,2021-02-20,75.1985,1412.2234,0
2882,mi,2021-02-20,70.0216,7436.0224,20
2883,mn,2021-02-20,76.5986,3082.0571,39
2884,mo,2021-02-20,65.6628,3476.7677,36
2885,ms,2021-02-20,57.8334,1747.8821,0
2886,mt,2021-02-20,61.9781,875.3402,0
2887,nc,2021-02-20,67.5207,6029.0084,30
2888,nd,2021-02-20,54.8955,458.0237,0
2889,ne,2021-02-20,73.3895,1241.0111,0
2890,nh,2021-02-20,78.3362,1233.7766,0
2891,nj,2021-02-20,76.6841,4199.9983,19
2892,nm,2021-02-20,72.5455,1845.4782,38
2893,nv,2021-02-20,67.8826,1438.807,35
2894,ny,2021-02-20,74.3011,9371.0012,54
2895,oh,2021-02-20,66.9006,7623.005,15
2896,ok,2021-02-20,62.0173,2482.9852,26
2897,or,2021-02-20,74.4588,2910.0211,54
2898,pa,2021-02-20,71.2285,8245.0041,23
2899,ri,2021-02-20,83.1896,810.9905,0
2900,sc,2021-02-20,62.6034,3867.0034,45
2901,sd,2021-02-20,66.3254,590.7508,0
2902,tn,2021-02-20,64.0144,4153.7785,30
2903,tx,2021-02-20,67.1386,11230.2651,35
2904,us,2021-02-20,70.6195,182847.4251,61
2905,ut,2021-02-20,72.8933,1912.5924,36
2906,va,2021-02-20,73.7674,5762.4727,59
2907,vt,2021-02-20,81.1093,621.0007,0
2908,wa,2021-02-20,78.2127,4815.9772,51
2909,wi,2021-02-20,72.1669,3625.979,37
2910,wv,2021-02-20,63.9466,1426.0537,55
2911,wy,2021-02-20,54.0526,394.0298,0
2912,ak,2021-02-21,56.4917,361.0,0
2913,al,2021-02-21,60.7425,2787.0766,46
2914,ar,2021-02-21,62.1285,1889.1321,0
2915,az,2021-02-21,70.6378,3503.3166,12
2916,ca,2021-02-21,78.4905,15855.2057,45
2917,co,2021-02-21,73.8856,3228.7887,12
2918,ct,2021-02-21,81.1261,2672.0,36
2919,dc,2021-02-21,87.8462,324.0,36
2920,de,2021-02-21,73.3374,811.0,0
2921,fl,2021-02-21,67.0864,12426.9994,26
2922,ga,2021-02-21,62.3568,4797.9469,25
2923,hi,2021-02-21,75.4873,666.0,0
2924,ia,2021-02-21,69.3455,2495.2674,26
2925,id,2021-02-21,62.354,1232.9178,54
2926,il,2021-02-21,71.8745,7062.0,24
2927,in,2021-02-21,64.7082,3819.9992,16
2928,ks,2021-02-21,67.9089,1978.86,0
2929,ky,2021-02-21,66.7543,2881.1419,60
2930,la,2021-02-21,59.1497,2414.3697,0
2931,ma,2021-02-21,82.4249,3558.0085,18
2932,md,2021-02-21,79.2382,3083.998,0
2933,me,2021-02-21,75.6339,1388.2234,26
2934,mi,2021-02-21,69.8454,7366.0216,0
2935,mn,2021-02-21,76.2633,3030.0877,0
2936,mo,2021-02-21,65.1082,3415.7546,0
2937,ms,2021-02-21,57.4381,1719.8053,0
2938,mt,2021-02-21,60.9649,865.3554,0
2939,nc,2021-02-21,67.1234,5947.0078,10
2940,nd,2021-02-21,57.5142,439.0252,0
2941,ne,2021-02-21,72.7919,1243.0223,55
2942,nh,2021-02-21,77.4298,1210.7766,0
2943,nj,2021-02-21,76.4571,4133.9983,28
2944,nm,2021-02-21,71.8279,1844.4803,37
2945,nv,2021-02-21,67.6867,1454.7944,0
2946,ny,2021-02-21,74.0107,9324.0005,39
2947,oh,2021-02-21,67.0773,7588.0049,44
2948,ok,2021-02-21,61.9759,2466.9847,26
2949,or,2021-02-21,74.2195,2914.021,18
2950,pa,2021-02-21,70.8696,8164.0036,30
2951,ri,2021-02-21,83.0836,799.9915,52
2952,sc,2021-02-21,62.1938,3796.003,0
2953,sd,2021-02-21,66.5207,588.7977,0
2954,tn,2021-02-21,63.7452,4135.8386,62
2955,tx,2021-02-21,67.523,11055.2632,26
2956,us,2021-02-21,70.4826,181159.9993,54
2957,ut,2021-02-21,72.3966,1845.5585,0
2958,va,2021-02-21,73.8442,5693.1232,24
2959,vt,2021-02-21,81.0744,604.0008,0
2960,wa,2021-02-21,77.9006,4842.9772,50
2961,wi,2021-02-21,71.9098,3574.9779,18
2962,wv,2021-02-21,64.5009,1468.054,0
2963,wy,2021-02-21,52.4253,391.0176,0
2964,ak,2021-02-22,55.6338,354.0,0
2965,al,2021-02-22,60.323,2692.073,0
2966,ar,2021-02-22,62.4619,1879.34,0
2967,az,2021-02-22,69.5781,3430.8851,51
2968,ca,2021-02-22,78.5656,15444.3051,66
2969,co,2021-02-22,73.5898,3188.8185,75
2970,ct,2021-02-22,81.1547,2623.0,62
2971,dc,2021-02-22,87.1302,337.0,50
2972,de,2021-02-22,72.8221,814.0,65
2973,fl,2021-02-22,67.1666,12235.0002,43
2974,ga,2021-02-22,62.3733,4730.9499,21
2975,hi,2021-02-22,75.937,666.0,0
2976,ia,2021-02-22,69.1389,2449.4713,24
2977,id,2021-02-22,62.2469,1210.8735,0
2978,il,2021-02-22,71.8189,6821.0222,35
2979,in,2021-02-22,64.604,3723.9996,14
2980,ks,2021-02-22,68.0271,1904.8594,0
2981,ky,2021-02-22,65.6057,2798.5173,17
2982,la,2021-02-22,59.3808,2423.1848,66
2983,ma,2021-02-22,82.5778,3440.011,48
2984,md,2021-02-22,78.9219,2994.9982,58
2985,me,2021-02-22,75.6829,1317.0,0
2986,mi,2021-02-22,69.8422,7153.021,17
2987,mn,2021-02-22,76.8814,2895.1488,66
2988,mo,2021-02-22,64.7888,3293.5589,32
2989,ms,2021-02-22,57.313,1653.8309,29
2990,mt,2021-02-22,61.0768,857.2009,33
2991,nc,2021-02-22,66.1828,5820.0069,35
2992,nd,2021-02-22,57.2181,436.0158,0
2993,ne,2021-02-22,71.4487,1223.0192,25
2994,nh,2021-02-22,78.0394,1167.0,0
2995,nj,2021-02-22,76.8114,4097.9985,24
2996,nm,2021-02-22,71.8153,1793.9824,32
2997,nv,2021-02-22,68.0416,1417.695,63
2998,ny,2021-02-22,74.185,9232.0009,74
2999,oh,2021-02-22,67.3285,7377.0059,38
3000,ok,2021-02-22,62.3531,2398.7421,0
3001,or,2021-02-22,74.1067,2882.0223,79
3002,pa,2021-02-22,70.5651,8015.0039,47
3003,ri,2021-02-22,82.7518,772.989,43
3004,sc,2021-02-22,63.1931,3660.0025,38
3005,sd,2021-02-22,65.3266,568.8594,0
3006,tn,2021-02-22,63.0774,4056.4733,27
3007,tx,2021-02-22,67.6431,11377.4825,45
3008,us,2021-02-22,70.4141,177643.711,64
3009,ut,2021-02-22,72.1556,1782.5067,32
3010,va,2021-02-22,73.9922,5597.8497,30
3011,vt,2021-02-22,80.4941,586.0006,33
3012,wa,2021-02-22,77.9453,4743.976,33
3013,wi,2021-02-22,71.6362,3469.9771,32
3014,wv,2021-02-22,63.8756,1462.0046,0
3015,wy,2021-02-22,53.0765,373.0271,0
3016,ak,2021-02-23,53.1519,348.0,0
3017,al,2021-02-23,60.0716,2650.0697,40
3018,ar,2021-02-23,62.5799,1871.1179,25
3019,az,2021-02-23,68.92,3370.7928,21
3020,ca,2021-02-23,78.42,15210.3022,79
3021,co,2021-02-23,72.4658,3065.8791,34
3022,ct,2021-02-23,80.9,2588.0,16
3023,dc,2021-02-23,87.2493,348.0,21
3024,de,2021-02-23,72.1542,816.0,34
3025,fl,2021-02-23,66.9157,12112.0001,22
3026,ga,2021-02-23,62.4734,4684.9524,68
3027,hi,2021-02-23,76.003,672.0,69
3028,ia,2021-02-23,68.5619,2388.5938,49
3029,id,2021-02-23,61.8085,1183.8452,0
3030,il,2021-02-23,71.893,6686.0225,36
3031,in,2021-02-23,64.3621,3737.9997,29
3032,ks,2021-02-23,67.321,1866.8297,33
3033,ky,2021-02-23,65.4556,2800.8197,0
3034,la,2021-02-23,59.3199,2412.1847,34
3035,ma,2021-02-23,82.8474,3360.01,41
3036,md,2021-02-23,79.4955,2912.9984,25
3037,me,2021-02-23,75.3365,1262.0,0
3038,mi,2021-02-23,69.6346,7058.0214,27
3039,mn,2021-02-23,76.263,2908.0583,0
3040,mo,2021-02-23,64.469,3233.7809,34
3041,ms,2021-02-23,56.6942,1588.6214,0
3042,mt,2021-02-23,61.4069,833.5133,0
3043,nc,2021-02-23,66.2533,5764.0073,37
3044,nd,2021-02-23,56.3832,420.7328,0
3045,ne,2021-02-23,70.6894,1190.9794,0
3046,nh,2021-02-23,77.7442,1156.0,52
3047,nj,2021-02-23,77.1139,4090.9985,51
3048,nm,2021-02-23,70.6154,1764.925,33
3049,nv,2021-02-23,66.9752,1350.6979,33
3050,ny,2021-02-23,73.9621,9176.0004,48
3051,oh,2021-02-23,66.9293,7297.0056,46
3052,ok,2021-02-23,61.7809,2344.4992,24
3053,or,2021-02-23,73.7482,2915.0243,16
3054,pa,2021-02-23,70.1196,7939.0035,64
3055,ri,2021-02-23,82.2496,767.99,45
3056,sc,2021-02-23,63.2484,3573.0017,0
3057,sd,2021-02-23,65.6561,565.9067,0
3058,tn,2021-02-23,62.9734,3999.172,28
3059,tx,2021-02-23,67.8377,11685.7229,37
3060,us,2021-02-23,70.2281,175763.6234,71
3061,ut,2021-02-23,72.8808,1723.5966,65
3062,va,2021-02-23,73.8762,5575.9729,21
3063,vt,2021-02-23,80.3973,578.0005,0
3064,wa,2021-02-23,77.6909,4662.975,68
3065,wi,2021-02-23,71.94,3446.9772,68
3066,wv,2021-02-23,64.4251,1434.0045,48
3067,wy,2021-02-23,51.3511,370.0163,49
3068,ak,2021-02-24,50.7396,337.0,0
3069,al,2021-02-24,59.761,2632.0693,59
3070,ar,2021-02-24,62.4705,1827.9732,50
3071,az,2021-02-24,68.6609,3301.4389,62
3072,ca,2021-02-24,77.8706,15108.35,54
3073,co,2021-02-24,73.034,3022.8493,22
3074,ct,2021-02-24,80.9177,2538.0,32
3075,dc,2021-02-24,87.8917,350.0,53
3076,de,2021-02-24,72.6533,798.0,35
3077,fl,2021-02-24,66.9391,11929.9999,48
3078,ga,2021-02-24,61.6968,4589.9536,45
3079,hi,2021-02-24,76.2158,657.0,0
3080,ia,2021-02-24,68.7009,2341.5719,47
3081,id,2021-02-24,61.3282,1220.8442,0
3082,il,2021-02-24,72.0572,6643.023,35
3083,in,2021-02-24,65.3114,3676.0005,14
3084,ks,2021-02-24,67.5405,1811.8587,65
3085,ky,2021-02-24,65.2173,2747.132,36
3086,la,2021-02-24,59.282,2368.1843,34
3087,ma,2021-02-24,83.6098,3315.009,32
3088,md,2021-02-24,79.1609,2894.9983,77
3089,me,2021-02-24,75.7051,1240.0,0
3090,mi,2021-02-24,69.4076,6986.0302,9
3091,mn,2021-02-24,76.0466,2890.0086,34
3092,mo,2021-02-24,65.167,3189.9372,66
3093,ms,2021-02-24,56.0084,1545.2729,30
3094,mt,2021-02-24,60.673,853.4959,0
3095,nc,2021-02-24,66.0736,5704.007,28
3096,nd,2021-02-24,54.1199,421.7053,0
3097,ne,2021-02-24,70.867,1187.9482,0
3098,nh,2021-02-24,78.3117,1154.0,0
3099,nj,2021-02-24,76.7685,4055.9985,68
3100,nm,2021-02-24,71.0838,1738.3065,67
3101,nv,2021-02-24,66.7031,1336.6501,95
3102,ny,2021-02-24,74.1517,9135.0008,57
3103,oh,2021-02-24,66.6456,7121.0063,13
3104,ok,2021-02-24,61.6318,2262.2561,23
3105,or,2021-02-24,73.82,2923.0195,32
3106,pa,2021-02-24,69.8332,7794.0039,42
3107,ri,2021-02-24,81.0646,740.991,0
3108,sc,2021-02-24,63.1481,3490.0012,61
3109,sd,2021-02-24,63.5945,556.0127,0
3110,tn,2021-02-24,63.0624,3989.8585,14
3111,tx,2021-02-24,67.8606,11942.9681,55
3112,us,2021-02-24,70.1181,173890.1606,79
3113,ut,2021-02-24,72.8378,1654.599,33
3114,va,2021-02-24,73.6208,5441.859,74
3115,vt,2021-02-24,79.9099,554.0004,35
3116,wa,2021-02-24,77.5777,4634.9807,68
3117,wi,2021-02-24,70.8889,3428.9682,33
3118,wv,2021-02-24,64.3256,1430.0048,51
3119,wy,2021-02-24,50.7988,376.0139,0
3120,ak,2021-02-25,52.9661,353.0,0
3121,al,2021-02-25,59.446,2614.0685,40
3122,ar,2021-02-25,62.3804,1755.2812,100
3123,az,2021-02-25,67.9783,3243.5312,31
3124,ca,2021-02-25,77.5661,14894.3144,64
3125,co,2021-02-25,73.285,2998.8492,42
3126,ct,2021-02-25,80.9765,2467.0,16
3127,dc,2021-02-25,87.8834,325.0,42
3128,de,2021-02-25,71.2739,784.0,0
3129,fl,2021-02-25,66.8162,11698.9999,30
3130,ga,2021-02-25,61.9325,4536.9578,79
3131,hi,2021-02-25,75.1538,649.0,0
3132,ia,2021-02-25,69.5683,2319.5069,48
3133,id,2021-02-25,61.571,1212.9504,0
3134,il,2021-02-25,71.683,6534.023,71
3135,in,2021-02-25,65.1229,3659.0,14
3136,ks,2021-02-25,67.7711,1799.831,0
3137,ky,2021-02-25,65.4458,2696.7505,18
3138,la,2021-02-25,58.8052,2360.1842,0
3139,ma,2021-02-25,84.1378,3293.0085,49
3140,md,2021-02-25,79.4731,2826.9981,74
3141,me,2021-02-25,74.7159,1231.0,100
3142,mi,2021-02-25,68.947,6921.0305,18
3143,mn,2021-02-25,75.8774,2878.0174,0
3144,mo,2021-02-25,64.5294,3117.6291,33
3145,ms,2021-02-25,56.1728,1517.6417,0
3146,mt,2021-02-25,61.6766,831.5128,0
3147,nc,2021-02-25,66.3104,5566.0068,19
3148,nd,2021-02-25,53.848,414.557,85
3149,ne,2021-02-25,70.9427,1197.9204,0
3150,nh,2021-02-25,77.7344,1151.0,0
3151,nj,2021-02-25,76.294,3978.9984,42
3152,nm,2021-02-25,72.1222,1688.3048,65
3153,nv,2021-02-25,65.4652,1317.6856,0
3154,ny,2021-02-25,74.1427,9039.0013,86
3155,oh,2021-02-25,66.7976,7000.0059,46
3156,ok,2021-02-25,59.6464,2218.5556,69
3157,or,2021-02-25,74.1729,2873.9089,48
3158,pa,2021-02-25,70.2309,7579.0046,50
3159,ri,2021-02-25,81.0533,729.9915,46
3160,sc,2021-02-25,63.9012,3380.0011,41
3161,sd,2021-02-25,63.1482,555.2166,0
3162,tn,2021-02-25,62.616,3901.2519,28
3163,tx,2021-02-25,67.943,11941.726,74
3164,us,2021-02-25,70.0568,171312.599,82
3165,ut,2021-02-25,73.1919,1620.5163,65
3166,va,2021-02-25,73.7775,5372.9139,53
3167,vt,2021-02-25,80.713,546.0004,70
3168,wa,2021-02-25,77.3799,4536.9856,11
3169,wi,2021-02-25,71.2794,3405.9678,33
3170,wv,2021-02-25,63.4138,1408.0049,49
3171,wy,2021-02-25,50.8104,369.9874,0
3172,ak,2021-02-26,52.038,367.0,0
3173,al,2021-02-26,58.8844,2571.0604,20
3174,ar,2021-02-26,62.6307,1727.208,25
3175,az,2021-02-26,67.3073,3161.6456,43
3176,ca,2021-02-26,77.7954,14620.2521,21
3177,co,2021-02-26,73.8902,3010.8192,11
3178,ct,2021-02-26,81.4854,2389.0,100
3179,dc,2021-02-26,87.9939,328.0,53
3180,de,2021-02-26,70.965,786.0073,71
3181,fl,2021-02-26,66.7514,11597.9999,53
3182,ga,2021-02-26,61.916,4471.9602,88
3183,hi,2021-02-26,75.7031,639.0,0
3184,ia,2021-02-26,68.7908,2255.5317,0
3185,id,2021-02-26,61.6339,1194.0901,0
3186,il,2021-02-26,71.4561,6433.0234,80
3187,in,2021-02-26,64.8122,3621.0005,14
3188,ks,2021-02-26,67.4547,1803.8312,0
3189,ky,2021-02-26,65.0203,2641.046,0
3190,la,2021-02-26,58.2967,2290.1837,0
3191,ma,2021-02-26,83.9785,3254.0085,84
3192,md,2021-02-26,79.8659,2752.9909,25
3193,me,2021-02-26,74.8746,1195.0,50
3194,mi,2021-02-26,69.1335,6749.0302,27
3195,mn,2021-02-26,75.3865,2841.0285,0
3196,mo,2021-02-26,63.8736,3041.6328,50
3197,ms,2021-02-26,56.1165,1478.2524,0
3198,mt,2021-02-26,60.7124,828.2523,0
3199,nc,2021-02-26,66.6332,5476.007,46
3200,nd,2021-02-26,53.9711,409.6978,0
3201,ne,2021-02-26,69.7365,1215.7853,26
3202,nh,2021-02-26,77.932,1116.0,50
3203,nj,2021-02-26,76.2649,3931.9984,44
3204,nm,2021-02-26,71.7004,1663.2224,68
3205,nv,2021-02-26,65.5503,1326.7479,32
3206,ny,2021-02-26,73.9388,8857.001,79
3207,oh,2021-02-26,66.4456,6861.0049,33
3208,ok,2021-02-26,59.7132,2177.5557,24
3209,or,2021-02-26,74.0964,2768.9066,48
3210,pa,2021-02-26,69.7949,7506.005,58
3211,ri,2021-02-26,80.5632,726.9915,94
3212,sc,2021-02-26,63.9362,3289.0007,20
3213,sd,2021-02-26,62.5205,551.5093,0
3214,tn,2021-02-26,62.1672,3854.9446,69
3215,tx,2021-02-26,68.0486,11655.7246,41
3216,us,2021-02-26,69.9479,168444.6378,74
3217,ut,2021-02-26,72.1391,1584.3675,65
3218,va,2021-02-26,74.1434,5287.3607,53
3219,vt,2021-02-26,80.4807,519.0005,0
3220,wa,2021-02-26,77.4377,4490.9879,45
3221,wi,2021-02-26,70.503,3356.9674,17
3222,wv,2021-02-26,63.8336,1405.0046,0
3223,wy,2021-02-26,50.2748,363.9916,0
3224,ak,2021-02-27,55.0824,363.0,0
3225,al,2021-02-27,59.1407,2570.0673,0
3226,ar,2021-02-27,61.7062,1709.3442,28
3227,az,2021-02-27,66.8097,3115.2923,23
3228,ca,2021-02-27,77.6518,14499.1956,50
3229,co,2021-02-27,74.0763,3051.849,35
3230,ct,2021-02-27,80.7434,2380.0,18
3231,dc,2021-02-27,87.5385,324.0,49
3232,de,2021-02-27,70.4987,760.0073,79
3233,fl,2021-02-27,66.9937,11567.9999,30
3234,ga,2021-02-27,61.9096,4423.96,25
3235,hi,2021-02-27,76.1868,652.0,0
3236,ia,2021-02-27,68.4389,2233.5594,55
3237,id,2021-02-27,61.085,1190.0808,0
3238,il,2021-02-27,71.454,6387.0237,40
3239,in,2021-02-27,64.8184,3579.0007,16
3240,ks,2021-02-27,66.8813,1775.9452,0
3241,ky,2021-02-27,64.7375,2611.3521,100
3242,la,2021-02-27,57.8549,2247.1834,81
3243,ma,2021-02-27,84.1404,3262.0075,82
3244,md,2021-02-27,80.1657,2718.991,57
3245,me,2021-02-27,75.2785,1186.2234,0
3246,mi,2021-02-27,68.9623,6773.0034,0
3247,mn,2021-02-27,75.0616,2812.0486,100
3248,mo,2021-02-27,64.2947,2973.4903,38
3249,ms,2021-02-27,56.1465,1429.0024,35
3250,mt,2021-02-27,60.8674,824.514,0
3251,nc,2021-02-27,66.4818,5499.0063,31
3252,nd,2021-02-27,55.1508,413.6398,0
3253,ne,2021-02-27,69.0652,1208.7885,0
3254,nh,2021-02-27,78.6642,1102.7766,0
3255,nj,2021-02-27,76.3125,3960.9983,39
3256,nm,2021-02-27,72.1024,1685.8383,0
3257,nv,2021-02-27,65.1167,1301.8044,35
3258,ny,2021-02-27,74.1095,8842.0015,81
3259,oh,2021-02-27,66.2245,6822.0048,37
3260,ok,2021-02-27,59.5008,2158.4413,78
3261,or,2021-02-27,73.1265,2735.9078,54
3262,pa,2021-02-27,70.1385,7435.0049,39
3263,ri,2021-02-27,80.0945,739.9925,50
3264,sc,2021-02-27,63.8211,3320.0015,23
3265,sd,2021-02-27,61.9763,556.278,0
3266,tn,2021-02-27,61.6863,3832.6392,30
3267,tx,2021-02-27,68.2204,11611.7239,52
3268,us,2021-02-27,69.9175,167663.7569,64
3269,ut,2021-02-27,72.5998,1600.0795,35
3270,va,2021-02-27,74.1704,5309.724,58
3271,vt,2021-02-27,80.8851,530.0006,0
3272,wa,2021-02-27,77.529,4486.9864,13
3273,wi,2021-02-27,69.9047,3359.9935,0
3274,wv,2021-02-27,63.7334,1357.0044,0
3275,wy,2021-02-27,49.8681,372.9794,0
3276,ak,2021-02-28,56.5642,357.0,0
3277,al,2021-02-28,59.8784,2540.0685,0
3278,ar,2021-02-28,62.54,1683.3443,0
3279,az,2021-02-28,66.2513,3099.2923,57
3280,ca,2021-02-28,77.7502,14262.1829,20
3281,co,2021-02-28,73.6416,3012.879,59
3282,ct,2021-02-28,81.5013,2337.0,35
3283,dc,2021-02-28,86.5079,314.0,48
3284,de,2021-02-28,71.2238,734.0073,0
3285,fl,2021-02-28,66.9153,11461.9999,17
3286,ga,2021-02-28,61.851,4390.96,13
3287,hi,2021-02-28,77.3752,620.0,0
3288,ia,2021-02-28,68.183,2146.6818,26
3289,id,2021-02-28,60.7254,1202.0896,0
3290,il,2021-02-28,71.6591,6285.046,23
3291,in,2021-02-28,64.5001,3530.0033,15
3292,ks,2021-02-28,66.8087,1771.9731,0
3293,ky,2021-02-28,64.8626,2595.0458,38
3294,la,2021-02-28,57.9926,2202.1835,0
3295,ma,2021-02-28,84.3839,3140.0085,27
3296,md,2021-02-28,80.4082,2670.9914,27
3297,me,2021-02-28,75.5311,1186.2234,26
3298,mi,2021-02-28,68.7362,6756.0031,40
3299,mn,2021-02-28,75.3129,2763.7058,57
3300,mo,2021-02-28,64.0067,2927.4689,0
3301,ms,2021-02-28,56.091,1428.3869,0
3302,mt,2021-02-28,62.0615,821.5065,0
3303,nc,2021-02-28,66.4428,5433.007,10
3304,nd,2021-02-28,53.3875,406.4898,97
3305,ne,2021-02-28,68.7927,1162.6388,27
3306,nh,2021-02-28,78.8917,1076.7766,51
3307,nj,2021-02-28,75.6925,3933.9978,46
3308,nm,2021-02-28,72.7928,1658.8061,0
3309,nv,2021-02-28,65.9118,1261.817,0
3310,ny,2021-02-28,74.0573,8724.001,73
3311,oh,2021-02-28,65.9047,6758.0015,36
3312,ok,2021-02-28,58.5271,2117.3847,26
3313,or,2021-02-28,72.8465,2681.9065,0
3314,pa,2021-02-28,70.1918,7351.0051,53
3315,ri,2021-02-28,79.5615,705.9915,49
3316,sc,2021-02-28,64.0727,3218.0011,0
3317,sd,2021-02-28,61.3672,565.8277,100
3318,tn,2021-02-28,61.9945,3747.9464,0
3319,tx,2021-02-28,67.5579,11454.7252,31
3320,us,2021-02-28,69.8115,165343.3463,65
3321,ut,2021-02-28,73.6231,1628.0819,0
3322,va,2021-02-28,73.8126,5258.927,81
3323,vt,2021-02-28,80.0541,553.0004,0
3324,wa,2021-02-28,76.8329,4390.9876,100
3325,wi,2021-02-28,69.4766,3361.9944,18
3326,wv,2021-02-28,62.4511,1276.0039,53
3327,wy,2021-02-28,48.6758,375.9755,0
3328,ak,2021-03-01,58.078,358.0,0
3329,al,2021-03-01,60.2608,2494.0683,0
3330,ar,2021-03-01,61.9714,1642.3212,0
3331,az,2021-03-01,66.341,3012.4849,21
3332,ca,2021-03-01,77.8361,13988.0977,57
3333,co,2021-03-01,74.1336,2938.8792,67
3334,ct,2021-03-01,81.4757,2242.0,16
3335,dc,2021-03-01,87.5,299.0,41
3336,de,2021-03-01,71.6752,721.0073,35
3337,fl,2021-03-01,66.768,11350.9996,41
3338,ga,2021-03-01,62.0358,4335.9603,55
3339,hi,2021-03-01,78.0587,612.0,34
3340,ia,2021-03-01,68.7756,2084.6194,0
3341,id,2021-03-01,60.0459,1184.1338,0
3342,il,2021-03-01,71.3952,6192.0245,64
3343,in,2021-03-01,64.203,3456.003,0
3344,ks,2021-03-01,65.5192,1783.9737,33
3345,ky,2021-03-01,64.8001,2581.0456,51
3346,la,2021-03-01,57.9859,2135.1836,34
3347,ma,2021-03-01,83.7341,3076.006,41
3348,md,2021-03-01,80.722,2672.9915,12
3349,me,2021-03-01,75.4849,1196.2234,49
3350,mi,2021-03-01,68.7998,6664.0049,81
3351,mn,2021-03-01,74.5565,2724.7141,51
3352,mo,2021-03-01,64.0876,2892.5662,33
