,geo_value,signal,time_value,issue,lag,value,stderr,sample_size,geo_type,data_source
3,az,smoothed_wearing_mask,2020-12-01,2020-12-09,8,91.3510986,0.384417,5346.5,state,fb-survey
4,ca,smoothed_wearing_mask,2020-12-01,2020-12-09,8,94.3471146,0.1638897,19856.1671,state,fb-survey
5,co,smoothed_wearing_mask,2020-12-01,2020-12-09,8,94.0175702,0.3302924,5155.7208,state,fb-survey
6,ct,smoothed_wearing_mask,2020-12-01,2020-12-09,8,96.8999724,0.2877471,3628.0,state,fb-survey
7,dc,smoothed_wearing_mask,2020-12-01,2020-12-09,8,98.7252125,0.5979455,352.0,state,fb-survey
8,de,smoothed_wearing_mask,2020-12-01,2020-12-09,8,96.8190172,0.5255598,1115.0073,state,fb-survey
9,fl,smoothed_wearing_mask,2020-12-01,2020-12-09,8,89.0425966,0.2627643,14130.9995,state,fb-survey
10,ga,smoothed_wearing_mask,2020-12-01,2020-12-09,8,85.9616815,0.4538774,5857.9118,state,fb-survey
11,hi,smoothed_wearing_mask,2020-12-01,2020-12-09,8,95.5985915,0.7031643,851.0,state,fb-survey
12,ia,smoothed_wearing_mask,2020-12-01,2020-12-09,8,90.2352455,0.4707243,3976.5306,state,fb-survey
13,id,smoothed_wearing_mask,2020-12-01,2020-12-09,8,83.2481478,0.8448713,1953.6931,state,fb-survey
14,il,smoothed_wearing_mask,2020-12-01,2020-12-09,8,93.7692651,0.2335415,10712.0236,state,fb-survey
15,in,smoothed_wearing_mask,2020-12-01,2020-12-09,8,91.2606019,0.3642275,6012.0056,state,fb-survey
16,ks,smoothed_wearing_mask,2020-12-01,2020-12-09,8,90.116078,0.5351524,3110.1162,state,fb-survey
17,ky,smoothed_wearing_mask,2020-12-01,2020-12-09,8,93.4956347,0.3995159,3810.0267,state,fb-survey
18,la,smoothed_wearing_mask,2020-12-01,2020-12-09,8,85.8115403,0.5795295,3625.1829,state,fb-survey
19,ma,smoothed_wearing_mask,2020-12-01,2020-12-09,8,97.0668532,0.2549557,4380.0115,state,fb-survey
20,md,smoothed_wearing_mask,2020-12-01,2020-12-09,8,96.7166898,0.2917782,3729.9907,state,fb-survey
21,me,smoothed_wearing_mask,2020-12-01,2020-12-09,8,92.5915493,0.6218313,1774.0,state,fb-survey
22,mi,smoothed_wearing_mask,2020-12-01,2020-12-09,8,94.4722608,0.2203639,10754.0244,state,fb-survey
23,mn,smoothed_wearing_mask,2020-12-01,2020-12-09,8,94.6235411,0.336544,4491.7117,state,fb-survey
24,mo,smoothed_wearing_mask,2020-12-01,2020-12-09,8,87.4870183,0.4745047,4862.0935,state,fb-survey
25,ms,smoothed_wearing_mask,2020-12-01,2020-12-09,8,86.4757291,0.7013034,2377.9142,state,fb-survey
26,mt,smoothed_wearing_mask,2020-12-01,2020-12-09,8,87.9521809,0.8767527,1378.4812,state,fb-survey
27,nc,smoothed_wearing_mask,2020-12-01,2020-12-09,8,90.9424628,0.3148953,8307.0067,state,fb-survey
28,nd,smoothed_wearing_mask,2020-12-01,2020-12-09,8,88.3390662,1.1204286,820.574,state,fb-survey
29,ne,smoothed_wearing_mask,2020-12-01,2020-12-09,8,89.0288949,0.7138736,1916.6318,state,fb-survey
30,nh,smoothed_wearing_mask,2020-12-01,2020-12-09,8,93.7684584,0.5876598,1692.0,state,fb-survey
31,nj,smoothed_wearing_mask,2020-12-01,2020-12-09,8,96.1875448,0.2614918,5362.9974,state,fb-survey
32,nm,smoothed_wearing_mask,2020-12-01,2020-12-09,8,94.9195454,0.4048875,2941.6402,state,fb-survey
33,nv,smoothed_wearing_mask,2020-12-01,2020-12-09,8,93.7058106,0.5646546,1849.8674,state,fb-survey
34,ny,smoothed_wearing_mask,2020-12-01,2020-12-09,8,95.9884285,0.1823685,11578.0008,state,fb-survey
35,oh,smoothed_wearing_mask,2020-12-01,2020-12-09,8,93.366771,0.2409785,10664.9999,state,fb-survey
36,ok,smoothed_wearing_mask,2020-12-01,2020-12-09,8,86.2012011,0.5521548,3901.5114,state,fb-survey
37,or,smoothed_wearing_mask,2020-12-01,2020-12-09,8,94.3060278,0.3775955,3766.1803,state,fb-survey
38,pa,smoothed_wearing_mask,2020-12-01,2020-12-09,8,93.2414891,0.2333093,11577.0061,state,fb-survey
39,ri,smoothed_wearing_mask,2020-12-01,2020-12-09,8,96.8105241,0.5269517,1111.9885,state,fb-survey
40,sc,smoothed_wearing_mask,2020-12-01,2020-12-09,8,88.3612287,0.4728304,4600.002,state,fb-survey
41,sd,smoothed_wearing_mask,2020-12-01,2020-12-09,8,81.3270284,1.2270302,1008.6438,state,fb-survey
42,tn,smoothed_wearing_mask,2020-12-01,2020-12-09,8,87.8321316,0.44524,5391.1277,state,fb-survey
43,tx,smoothed_wearing_mask,2020-12-01,2020-12-09,8,92.0603466,0.2060109,17222.3955,state,fb-survey
44,ut,smoothed_wearing_mask,2020-12-01,2020-12-09,8,91.8811765,0.5137378,2826.4195,state,fb-survey
45,va,smoothed_wearing_mask,2020-12-01,2020-12-09,8,93.4835117,0.3022886,6666.6111,state,fb-survey
46,vt,smoothed_wearing_mask,2020-12-01,2020-12-09,8,96.2819115,0.6306826,900.0006,state,fb-survey
47,wa,smoothed_wearing_mask,2020-12-01,2020-12-09,8,94.978656,0.274661,6321.9645,state,fb-survey
48,wi,smoothed_wearing_mask,2020-12-01,2020-12-09,8,90.2837718,0.402008,5427.9781,state,fb-survey
49,wv,smoothed_wearing_mask,2020-12-01,2020-12-09,8,92.2993417,0.5734826,2161.1554,state,fb-survey
50,wy,smoothed_wearing_mask,2020-12-01,2020-12-09,8,82.3939132,1.4446722,695.0553,state,fb-survey
0,ak,smoothed_wearing_mask,2020-12-02,2020-12-09,7,88.496144,1.1446518,777.0,state,fb-survey
1,al,smoothed_wearing_mask,2020-12-02,2020-12-09,7,86.2407136,0.5787922,3542.1169,state,fb-survey
2,ar,smoothed_wearing_mask,2020-12-02,2020-12-09,7,88.9083818,0.6178956,2582.8989,state,fb-survey
3,az,smoothed_wearing_mask,2020-12-02,2020-12-09,7,91.1341105,0.3798761,5599.1149,state,fb-survey
4,ca,smoothed_wearing_mask,2020-12-02,2020-12-09,7,94.35215,0.1613928,20458.1641,state,fb-survey
5,co,smoothed_wearing_mask,2020-12-02,2020-12-09,7,94.0934853,0.3241373,5289.7208,state,fb-survey
6,ct,smoothed_wearing_mask,2020-12-02,2020-12-09,7,96.9187298,0.2835237,3715.0,state,fb-survey
7,dc,smoothed_wearing_mask,2020-12-02,2020-12-09,7,99.0437158,0.5094018,365.0,state,fb-survey
8,de,smoothed_wearing_mask,2020-12-02,2020-12-09,7,96.8161643,0.5260236,1114.0073,state,fb-survey
9,fl,smoothed_wearing_mask,2020-12-02,2020-12-09,7,88.8488693,0.2607151,14575.9998,state,fb-survey
10,ga,smoothed_wearing_mask,2020-12-02,2020-12-09,7,86.1198143,0.4462023,6003.9175,state,fb-survey
11,hi,smoothed_wearing_mask,2020-12-02,2020-12-09,7,95.7142857,0.6850847,874.0,state,fb-survey
12,ia,smoothed_wearing_mask,2020-12-02,2020-12-09,7,89.7878892,0.4800695,3978.5524,state,fb-survey
13,id,smoothed_wearing_mask,2020-12-02,2020-12-09,7,83.1487322,0.8354548,2007.4388,state,fb-survey
14,il,smoothed_wearing_mask,2020-12-02,2020-12-09,7,93.8802814,0.2296881,10890.0221,state,fb-survey
15,in,smoothed_wearing_mask,2020-12-02,2020-12-09,7,91.5633853,0.357328,6050.0088,state,fb-survey
16,ks,smoothed_wearing_mask,2020-12-02,2020-12-09,7,90.2963971,0.5233409,3199.1464,state,fb-survey
17,ky,smoothed_wearing_mask,2020-12-02,2020-12-09,7,93.3192119,0.4001482,3893.6513,state,fb-survey
18,la,smoothed_wearing_mask,2020-12-02,2020-12-09,7,85.6206581,0.5739808,3736.9979,state,fb-survey
19,ma,smoothed_wearing_mask,2020-12-02,2020-12-09,7,97.1537376,0.245609,4584.013,state,fb-survey
20,md,smoothed_wearing_mask,2020-12-02,2020-12-09,7,96.9510523,0.2781763,3819.9904,state,fb-survey
21,me,smoothed_wearing_mask,2020-12-02,2020-12-09,7,92.0517052,0.634564,1817.0,state,fb-survey
22,mi,smoothed_wearing_mask,2020-12-02,2020-12-09,7,94.2723517,0.2214856,11007.0136,state,fb-survey
23,mn,smoothed_wearing_mask,2020-12-02,2020-12-09,7,94.4449483,0.3370334,4618.714,state,fb-survey
24,mo,smoothed_wearing_mask,2020-12-02,2020-12-09,7,87.3044864,0.4713382,4989.0935,state,fb-survey
25,ms,smoothed_wearing_mask,2020-12-02,2020-12-09,7,86.676673,0.6846507,2463.6374,state,fb-survey
26,mt,smoothed_wearing_mask,2020-12-02,2020-12-09,7,87.9203656,0.8609528,1432.7967,state,fb-survey
27,nc,smoothed_wearing_mask,2020-12-02,2020-12-09,7,90.9825423,0.3110998,8477.0082,state,fb-survey
28,nd,smoothed_wearing_mask,2020-12-02,2020-12-09,7,88.0766792,1.1151866,844.4289,state,fb-survey
29,ne,smoothed_wearing_mask,2020-12-02,2020-12-09,7,88.9863906,0.7048781,1972.5374,state,fb-survey
30,nh,smoothed_wearing_mask,2020-12-02,2020-12-09,7,93.9645309,0.5697588,1747.0,state,fb-survey
31,nj,smoothed_wearing_mask,2020-12-02,2020-12-09,7,96.1292076,0.2609829,5462.9975,state,fb-survey
32,nm,smoothed_wearing_mask,2020-12-02,2020-12-09,7,95.1897539,0.3904825,3002.9939,state,fb-survey
33,nv,smoothed_wearing_mask,2020-12-02,2020-12-09,7,93.4937947,0.5662461,1897.1433,state,fb-survey
34,ny,smoothed_wearing_mask,2020-12-02,2020-12-09,7,95.9948232,0.179213,11971.0007,state,fb-survey
35,oh,smoothed_wearing_mask,2020-12-02,2020-12-09,7,93.253019,0.2400902,10914.9979,state,fb-survey
36,ok,smoothed_wearing_mask,2020-12-02,2020-12-09,7,86.429857,0.5437238,3967.2677,state,fb-survey
37,or,smoothed_wearing_mask,2020-12-02,2020-12-09,7,94.1683813,0.375236,3900.1844,state,fb-survey
38,pa,smoothed_wearing_mask,2020-12-02,2020-12-09,7,93.1785486,0.2318733,11822.0058,state,fb-survey
39,ri,smoothed_wearing_mask,2020-12-02,2020-12-09,7,96.9158209,0.5098245,1149.987,state,fb-survey
40,sc,smoothed_wearing_mask,2020-12-02,2020-12-09,7,88.3463463,0.4660538,4740.0024,state,fb-survey
41,sd,smoothed_wearing_mask,2020-12-02,2020-12-09,7,80.7577246,1.2250238,1035.5032,state,fb-survey
42,tn,smoothed_wearing_mask,2020-12-02,2020-12-09,7,88.0980735,0.434284,5559.504,state,fb-survey
43,tx,smoothed_wearing_mask,2020-12-02,2020-12-09,7,91.9936596,0.2054249,17453.6389,state,fb-survey
44,ut,smoothed_wearing_mask,2020-12-02,2020-12-09,7,91.9101243,0.503286,2935.4555,state,fb-survey
45,va,smoothed_wearing_mask,2020-12-02,2020-12-09,7,93.4534522,0.2980939,6884.9606,state,fb-survey
46,vt,smoothed_wearing_mask,2020-12-02,2020-12-09,7,95.7552427,0.6697972,906.0012,state,fb-survey
47,wa,smoothed_wearing_mask,2020-12-02,2020-12-09,7,94.9710041,0.2700124,6550.96,state,fb-survey
48,wi,smoothed_wearing_mask,2020-12-02,2020-12-09,7,90.2244954,0.4012924,5476.9873,state,fb-survey
49,wv,smoothed_wearing_mask,2020-12-02,2020-12-09,7,92.2617259,0.564419,2241.1059,state,fb-survey
50,wy,smoothed_wearing_mask,2020-12-02,2020-12-09,7,80.942985,1.501672,684.0438,state,fb-survey
0,ak,smoothed_wearing_mask,2020-12-03,2020-12-09,6,88.701623,1.1192544,800.0,state,fb-survey
1,al,smoothed_wearing_mask,2020-12-03,2020-12-09,6,85.9734868,0.5734497,3667.1069,state,fb-survey
2,ar,smoothed_wearing_mask,2020-12-03,2020-12-09,6,89.3190981,0.6016571,2635.4459,state,fb-survey
3,az,smoothed_wearing_mask,2020-12-03,2020-12-09,6,91.2023239,0.3718866,5801.6687,state,fb-survey
4,ca,smoothed_wearing_mask,2020-12-03,2020-12-09,6,94.4213477,0.1579771,21106.2504,state,fb-survey
5,co,smoothed_wearing_mask,2020-12-03,2020-12-09,6,94.099653,0.3187481,5464.7514,state,fb-survey
6,ct,smoothed_wearing_mask,2020-12-03,2020-12-09,6,97.2039905,0.2671547,3808.0,state,fb-survey
7,dc,smoothed_wearing_mask,2020-12-03,2020-12-09,6,99.3333333,0.4207906,374.0,state,fb-survey
8,de,smoothed_wearing_mask,2020-12-03,2020-12-09,6,96.7009426,0.5230714,1166.0,state,fb-survey
9,fl,smoothed_wearing_mask,2020-12-03,2020-12-09,6,89.0352902,0.2552159,14988.0005,state,fb-survey
10,ga,smoothed_wearing_mask,2020-12-03,2020-12-09,6,86.0848371,0.441447,6146.923,state,fb-survey
11,hi,smoothed_wearing_mask,2020-12-03,2020-12-09,6,95.7627119,0.6775106,884.0,state,fb-survey
12,ia,smoothed_wearing_mask,2020-12-03,2020-12-09,6,89.8178853,0.4793295,3980.4529,state,fb-survey
13,id,smoothed_wearing_mask,2020-12-03,2020-12-09,6,82.5604912,0.8418821,2031.4397,state,fb-survey
14,il,smoothed_wearing_mask,2020-12-03,2020-12-09,6,93.8752433,0.2288433,10979.0215,state,fb-survey
15,in,smoothed_wearing_mask,2020-12-03,2020-12-09,6,91.5228394,0.3538049,6198.0084,state,fb-survey
16,ks,smoothed_wearing_mask,2020-12-03,2020-12-09,6,89.9996329,0.5283467,3224.1756,state,fb-survey
17,ky,smoothed_wearing_mask,2020-12-03,2020-12-09,6,93.4207723,0.3922559,3994.6559,state,fb-survey
18,la,smoothed_wearing_mask,2020-12-03,2020-12-09,6,86.0443904,0.5600066,3828.9975,state,fb-survey
19,ma,smoothed_wearing_mask,2020-12-03,2020-12-09,6,97.1657625,0.2427335,4674.014,state,fb-survey
20,md,smoothed_wearing_mask,2020-12-03,2020-12-09,6,96.947448,0.2761392,3880.9978,state,fb-survey
21,me,smoothed_wearing_mask,2020-12-03,2020-12-09,6,92.1939834,0.6111181,1927.0,state,fb-survey
22,mi,smoothed_wearing_mask,2020-12-03,2020-12-09,6,94.3484495,0.2179407,11226.0128,state,fb-survey
23,mn,smoothed_wearing_mask,2020-12-03,2020-12-09,6,94.1736141,0.3412527,4711.6865,state,fb-survey
24,mo,smoothed_wearing_mask,2020-12-03,2020-12-09,6,87.4212045,0.4629516,5130.7942,state,fb-survey
25,ms,smoothed_wearing_mask,2020-12-03,2020-12-09,6,87.3500991,0.6634112,2510.6426,state,fb-survey
26,mt,smoothed_wearing_mask,2020-12-03,2020-12-09,6,87.9015999,0.8520153,1464.974,state,fb-survey
27,nc,smoothed_wearing_mask,2020-12-03,2020-12-09,6,90.9476221,0.3092254,8610.0093,state,fb-survey
28,nd,smoothed_wearing_mask,2020-12-03,2020-12-09,6,88.3679892,1.1007086,848.4086,state,fb-survey
29,ne,smoothed_wearing_mask,2020-12-03,2020-12-09,6,89.4392572,0.6729762,2085.5625,state,fb-survey
30,nh,smoothed_wearing_mask,2020-12-03,2020-12-09,6,93.7570621,0.5752182,1769.0,state,fb-survey
31,nj,smoothed_wearing_mask,2020-12-03,2020-12-09,6,95.9207234,0.2637465,5624.9975,state,fb-survey
32,nm,smoothed_wearing_mask,2020-12-03,2020-12-09,6,95.1793012,0.3899624,3017.2201,state,fb-survey
33,nv,smoothed_wearing_mask,2020-12-03,2020-12-09,6,93.3826616,0.5577799,1986.2038,state,fb-survey
34,ny,smoothed_wearing_mask,2020-12-03,2020-12-09,6,96.021577,0.1760328,12328.0007,state,fb-survey
35,oh,smoothed_wearing_mask,2020-12-03,2020-12-09,6,93.4548556,0.2352451,11052.996,state,fb-survey
36,ok,smoothed_wearing_mask,2020-12-03,2020-12-09,6,86.4584639,0.5367186,4064.267,state,fb-survey
37,or,smoothed_wearing_mask,2020-12-03,2020-12-09,6,93.96808,0.3732264,4069.0324,state,fb-survey
38,pa,smoothed_wearing_mask,2020-12-03,2020-12-09,6,93.318531,0.2285644,11935.0068,state,fb-survey
39,ri,smoothed_wearing_mask,2020-12-03,2020-12-09,6,96.9909793,0.4907151,1211.986,state,fb-survey
40,sc,smoothed_wearing_mask,2020-12-03,2020-12-09,6,88.251371,0.4581321,4940.0029,state,fb-survey
41,sd,smoothed_wearing_mask,2020-12-03,2020-12-09,6,81.0963231,1.1973203,1069.3669,state,fb-survey
42,tn,smoothed_wearing_mask,2020-12-03,2020-12-09,6,88.2287518,0.4268413,5700.3274,state,fb-survey
43,tx,smoothed_wearing_mask,2020-12-03,2020-12-09,6,92.0686417,0.2028593,17744.736,state,fb-survey
44,ut,smoothed_wearing_mask,2020-12-03,2020-12-09,6,92.0863072,0.4948835,2975.5573,state,fb-survey
45,va,smoothed_wearing_mask,2020-12-03,2020-12-09,6,93.5897379,0.2913855,7065.9107,state,fb-survey
46,vt,smoothed_wearing_mask,2020-12-03,2020-12-09,6,96.1159797,0.6394445,913.0014,state,fb-survey
47,wa,smoothed_wearing_mask,2020-12-03,2020-12-09,6,95.0666771,0.2666317,6596.9646,state,fb-survey
48,wi,smoothed_wearing_mask,2020-12-03,2020-12-09,6,90.479979,0.3920897,5602.9866,state,fb-survey
49,wv,smoothed_wearing_mask,2020-12-03,2020-12-09,6,92.382889,0.5511973,2316.1554,state,fb-survey
50,wy,smoothed_wearing_mask,2020-12-03,2020-12-09,6,79.8900315,1.5450442,673.011,state,fb-survey
0,ak,smoothed_wearing_mask,2020-12-04,2020-12-09,5,89.4303797,1.0945453,789.0,state,fb-survey
1,al,smoothed_wearing_mask,2020-12-04,2020-12-09,5,86.4240425,0.5636469,3693.0982,state,fb-survey
2,ar,smoothed_wearing_mask,2020-12-04,2020-12-09,5,90.4501611,0.5682044,2675.4462,state,fb-survey
3,az,smoothed_wearing_mask,2020-12-04,2020-12-09,5,91.218822,0.3697766,5858.1228,state,fb-survey
4,ca,smoothed_wearing_mask,2020-12-04,2020-12-09,5,94.4668659,0.1554764,21623.2763,state,fb-survey
5,co,smoothed_wearing_mask,2020-12-04,2020-12-09,5,93.9888094,0.3215672,5463.781,state,fb-survey
6,ct,smoothed_wearing_mask,2020-12-04,2020-12-09,5,97.164293,0.2647479,3931.0,state,fb-survey
7,dc,smoothed_wearing_mask,2020-12-04,2020-12-09,5,99.0837696,0.4881363,381.0,state,fb-survey
8,de,smoothed_wearing_mask,2020-12-04,2020-12-09,5,96.4135021,0.5404162,1184.0,state,fb-survey
9,fl,smoothed_wearing_mask,2020-12-04,2020-12-09,5,89.1816499,0.2516335,15237.001,state,fb-survey
10,ga,smoothed_wearing_mask,2020-12-04,2020-12-09,5,86.5169275,0.4349565,6165.9267,state,fb-survey
11,hi,smoothed_wearing_mask,2020-12-04,2020-12-09,5,95.8285714,0.6762919,874.0,state,fb-survey
12,ia,smoothed_wearing_mask,2020-12-04,2020-12-09,5,89.8169345,0.4800164,3969.3977,state,fb-survey
13,id,smoothed_wearing_mask,2020-12-04,2020-12-09,5,82.4827321,0.841524,2040.3109,state,fb-survey
14,il,smoothed_wearing_mask,2020-12-04,2020-12-09,5,93.8023838,0.230111,10979.0217,state,fb-survey
15,in,smoothed_wearing_mask,2020-12-04,2020-12-09,5,91.824679,0.3488102,6170.0103,state,fb-survey
16,ks,smoothed_wearing_mask,2020-12-04,2020-12-09,5,90.2081232,0.5244762,3211.1462,state,fb-survey
17,ky,smoothed_wearing_mask,2020-12-04,2020-12-09,5,93.2811765,0.3943272,4030.6374,state,fb-survey
18,la,smoothed_wearing_mask,2020-12-04,2020-12-09,5,86.270708,0.5537242,3862.9975,state,fb-survey
19,ma,smoothed_wearing_mask,2020-12-04,2020-12-09,5,97.1606363,0.2413511,4736.012,state,fb-survey
20,md,smoothed_wearing_mask,2020-12-04,2020-12-09,5,96.9785809,0.2733664,3920.9981,state,fb-survey
21,me,smoothed_wearing_mask,2020-12-04,2020-12-09,5,92.4104892,0.5948613,1982.0,state,fb-survey
22,mi,smoothed_wearing_mask,2020-12-04,2020-12-09,5,94.4264457,0.2146836,11419.0036,state,fb-survey
23,mn,smoothed_wearing_mask,2020-12-04,2020-12-09,5,94.1139852,0.3415471,4748.6941,state,fb-survey
24,mo,smoothed_wearing_mask,2020-12-04,2020-12-09,5,87.4099262,0.4608446,5181.7933,state,fb-survey
25,ms,smoothed_wearing_mask,2020-12-04,2020-12-09,5,87.538318,0.6617591,2491.0071,state,fb-survey
26,mt,smoothed_wearing_mask,2020-12-04,2020-12-09,5,88.2304538,0.8392782,1474.2336,state,fb-survey
27,nc,smoothed_wearing_mask,2020-12-04,2020-12-09,5,91.2555579,0.3015415,8776.0105,state,fb-survey
28,nd,smoothed_wearing_mask,2020-12-04,2020-12-09,5,88.1410525,1.1001491,863.6172,state,fb-survey
29,ne,smoothed_wearing_mask,2020-12-04,2020-12-09,5,89.6077195,0.6643897,2109.6503,state,fb-survey
30,nh,smoothed_wearing_mask,2020-12-04,2020-12-09,5,94.0866185,0.5559627,1800.0,state,fb-survey
31,nj,smoothed_wearing_mask,2020-12-04,2020-12-09,5,95.8134161,0.2664992,5647.997,state,fb-survey
32,nm,smoothed_wearing_mask,2020-12-04,2020-12-09,5,95.1170775,0.4004117,2896.8424,state,fb-survey
33,nv,smoothed_wearing_mask,2020-12-04,2020-12-09,5,93.4601251,0.5535874,1994.451,state,fb-survey
34,ny,smoothed_wearing_mask,2020-12-04,2020-12-09,5,96.2637984,0.1690049,12592.0008,state,fb-survey
35,oh,smoothed_wearing_mask,2020-12-04,2020-12-09,5,93.603186,0.2317029,11152.9932,state,fb-survey
36,ok,smoothed_wearing_mask,2020-12-04,2020-12-09,5,86.7562402,0.5296816,4095.2673,state,fb-survey
37,or,smoothed_wearing_mask,2020-12-04,2020-12-09,5,93.535472,0.3837473,4106.0346,state,fb-survey
38,pa,smoothed_wearing_mask,2020-12-04,2020-12-09,5,93.5195165,0.2246193,12012.0065,state,fb-survey
39,ri,smoothed_wearing_mask,2020-12-04,2020-12-09,5,96.744422,0.5033772,1242.988,state,fb-survey
40,sc,smoothed_wearing_mask,2020-12-04,2020-12-09,5,88.5728562,0.4495143,5009.0026,state,fb-survey
41,sd,smoothed_wearing_mask,2020-12-04,2020-12-09,5,81.145165,1.1826536,1093.8815,state,fb-survey
42,tn,smoothed_wearing_mask,2020-12-04,2020-12-09,5,88.4687087,0.4190185,5810.3353,state,fb-survey
43,tx,smoothed_wearing_mask,2020-12-04,2020-12-09,5,92.1040863,0.2020634,17811.7302,state,fb-survey
44,ut,smoothed_wearing_mask,2020-12-04,2020-12-09,5,91.9353961,0.4996828,2969.4571,state,fb-survey
45,va,smoothed_wearing_mask,2020-12-04,2020-12-09,5,93.717215,0.2888041,7059.3546,state,fb-survey
46,vt,smoothed_wearing_mask,2020-12-04,2020-12-09,5,96.145729,0.6258788,946.0014,state,fb-survey
47,wa,smoothed_wearing_mask,2020-12-04,2020-12-09,5,95.2667105,0.2597598,6682.8274,state,fb-survey
48,wi,smoothed_wearing_mask,2020-12-04,2020-12-09,5,90.7906236,0.3850315,5639.9954,state,fb-survey
49,wv,smoothed_wearing_mask,2020-12-04,2020-12-09,5,92.5270893,0.5442758,2334.1062,state,fb-survey
50,wy,smoothed_wearing_mask,2020-12-04,2020-12-09,5,79.9197865,1.5261562,689.0086,state,fb-survey
0,ak,smoothed_wearing_mask,2020-12-05,2020-12-11,6,89.231738,1.1007682,793.0,state,fb-survey
1,al,smoothed_wearing_mask,2020-12-05,2020-12-11,6,86.5726355,0.5590708,3719.1001,state,fb-survey
2,ar,smoothed_wearing_mask,2020-12-05,2020-12-11,6,91.0122416,0.5506873,2697.3736,state,fb-survey
3,az,smoothed_wearing_mask,2020-12-05,2020-12-11,6,91.231253,0.3685624,5889.2372,state,fb-survey
4,ca,smoothed_wearing_mask,2020-12-05,2020-12-11,6,94.5695948,0.1529927,21940.2763,state,fb-survey
5,co,smoothed_wearing_mask,2020-12-05,2020-12-11,6,94.0486075,0.3214186,5417.8747,state,fb-survey
6,ct,smoothed_wearing_mask,2020-12-05,2020-12-11,6,97.4311243,0.2492732,4028.0,state,fb-survey
7,dc,smoothed_wearing_mask,2020-12-05,2020-12-11,6,99.0813648,0.4894133,380.0,state,fb-survey
8,de,smoothed_wearing_mask,2020-12-05,2020-12-11,6,96.3584288,0.5360822,1221.0,state,fb-survey
9,fl,smoothed_wearing_mask,2020-12-05,2020-12-11,6,89.1665023,0.2512037,15308.0013,state,fb-survey
10,ga,smoothed_wearing_mask,2020-12-05,2020-12-11,6,86.5039422,0.4366583,6122.9305,state,fb-survey
11,hi,smoothed_wearing_mask,2020-12-05,2020-12-11,6,95.6497175,0.6860795,884.0,state,fb-survey
12,ia,smoothed_wearing_mask,2020-12-05,2020-12-11,6,89.9332335,0.4772077,3975.5321,state,fb-survey
13,id,smoothed_wearing_mask,2020-12-05,2020-12-11,6,82.5649424,0.8439039,2021.3105,state,fb-survey
14,il,smoothed_wearing_mask,2020-12-05,2020-12-11,6,94.091507,0.225767,10907.0218,state,fb-survey
15,in,smoothed_wearing_mask,2020-12-05,2020-12-11,6,91.8134953,0.3485758,6186.0104,state,fb-survey
16,ks,smoothed_wearing_mask,2020-12-05,2020-12-11,6,90.1418237,0.5245083,3230.1169,state,fb-survey
17,ky,smoothed_wearing_mask,2020-12-05,2020-12-11,6,93.4442109,0.3886985,4054.6338,state,fb-survey
18,la,smoothed_wearing_mask,2020-12-05,2020-12-11,6,86.3507254,0.5517932,3870.9977,state,fb-survey
19,ma,smoothed_wearing_mask,2020-12-05,2020-12-11,6,97.1330055,0.2409916,4795.0155,state,fb-survey
20,md,smoothed_wearing_mask,2020-12-05,2020-12-11,6,97.0078952,0.2719048,3925.9982,state,fb-survey
21,me,smoothed_wearing_mask,2020-12-05,2020-12-11,6,92.4933979,0.5866784,2017.2234,state,fb-survey
22,mi,smoothed_wearing_mask,2020-12-05,2020-12-11,6,94.5822428,0.21119,11489.0037,state,fb-survey
23,mn,smoothed_wearing_mask,2020-12-05,2020-12-11,6,94.3436746,0.3359602,4727.9341,state,fb-survey
24,mo,smoothed_wearing_mask,2020-12-05,2020-12-11,6,87.5824743,0.458478,5173.8675,state,fb-survey
25,ms,smoothed_wearing_mask,2020-12-05,2020-12-11,6,87.8252894,0.6554181,2489.0945,state,fb-survey
26,mt,smoothed_wearing_mask,2020-12-05,2020-12-11,6,88.0089095,0.8473034,1469.9663,state,fb-survey
27,nc,smoothed_wearing_mask,2020-12-05,2020-12-11,6,91.2907653,0.3005812,8800.0098,state,fb-survey
28,nd,smoothed_wearing_mask,2020-12-05,2020-12-11,6,88.4945216,1.0952636,848.7578,state,fb-survey
29,ne,smoothed_wearing_mask,2020-12-05,2020-12-11,6,90.1687001,0.65163,2087.6831,state,fb-survey
30,nh,smoothed_wearing_mask,2020-12-05,2020-12-11,6,94.7405041,0.5212748,1833.7766,state,fb-survey
31,nj,smoothed_wearing_mask,2020-12-05,2020-12-11,6,95.9203518,0.2631971,5648.997,state,fb-survey
32,nm,smoothed_wearing_mask,2020-12-05,2020-12-11,6,94.7879605,0.4281811,2694.6722,state,fb-survey
33,nv,smoothed_wearing_mask,2020-12-05,2020-12-11,6,93.560353,0.5496235,1994.451,state,fb-survey
34,ny,smoothed_wearing_mask,2020-12-05,2020-12-11,6,96.3390769,0.1661951,12769.0005,state,fb-survey
35,oh,smoothed_wearing_mask,2020-12-05,2020-12-11,6,93.577855,0.2314563,11217.9946,state,fb-survey
36,ok,smoothed_wearing_mask,2020-12-05,2020-12-11,6,87.2512004,0.5205346,4105.2674,state,fb-survey
37,or,smoothed_wearing_mask,2020-12-05,2020-12-11,6,93.6403466,0.3784461,4158.038,state,fb-survey
