,geo_value,signal,time_value,issue,lag,value,stderr,sample_size,geo_type,data_source
39,ri,smoothed_wearing_mask,2020-10-28,2020-12-09,42,93.8840493,0.8514664,791.992,state,fb-survey
40,sc,smoothed_wearing_mask,2020-10-28,2020-12-09,42,83.9005251,0.6269,3437.0022,state,fb-survey
41,sd,smoothed_wearing_mask,2020-10-28,2020-12-09,42,75.9114518,1.5710382,740.8741,state,fb-survey
42,tn,smoothed_wearing_mask,2020-10-28,2020-12-09,42,82.5162553,0.59704,4047.3158,state,fb-survey
43,tx,smoothed_wearing_mask,2020-10-28,2020-12-09,42,87.8045837,0.2949239,12311.0143,state,fb-survey
44,ut,smoothed_wearing_mask,2020-10-28,2020-12-09,42,86.016728,0.765029,2055.1139,state,fb-survey
45,va,smoothed_wearing_mask,2020-10-28,2020-12-09,42,89.7804791,0.4235449,5114.6224,state,fb-survey
46,vt,smoothed_wearing_mask,2020-10-28,2020-12-09,42,94.5468594,0.8906148,650.001,state,fb-survey
47,wa,smoothed_wearing_mask,2020-10-28,2020-12-09,42,92.3426236,0.386522,4732.9713,state,fb-survey
48,wi,smoothed_wearing_mask,2020-10-28,2020-12-09,42,87.9447655,0.4999295,4241.9751,state,fb-survey
49,wv,smoothed_wearing_mask,2020-10-28,2020-12-09,42,84.9251019,0.8998397,1581.1029,state,fb-survey
50,wy,smoothed_wearing_mask,2020-10-28,2020-12-09,42,67.2085968,2.0488812,524.9903,state,fb-survey
0,ak,smoothed_wearing_mask,2020-10-29,2020-12-09,41,83.2242226,1.5128689,610.0,state,fb-survey
1,al,smoothed_wearing_mask,2020-10-29,2020-12-09,41,82.7381956,0.7886878,2296.0536,state,fb-survey
2,ar,smoothed_wearing_mask,2020-10-29,2020-12-09,41,86.4016519,0.8203,1746.0747,state,fb-survey
3,az,smoothed_wearing_mask,2020-10-29,2020-12-09,41,86.8953341,0.5718289,3482.4921,state,fb-survey
4,ca,smoothed_wearing_mask,2020-10-29,2020-12-09,41,91.409779,0.2460225,12973.2017,state,fb-survey
5,co,smoothed_wearing_mask,2020-10-29,2020-12-09,41,90.457396,0.4933896,3545.9375,state,fb-survey
6,ct,smoothed_wearing_mask,2020-10-29,2020-12-09,41,95.0486136,0.4117433,2776.0,state,fb-survey
7,dc,smoothed_wearing_mask,2020-10-29,2020-12-09,41,98.2142857,0.6950883,363.0,state,fb-survey
8,de,smoothed_wearing_mask,2020-10-29,2020-12-09,41,93.4137339,0.9341701,705.0146,state,fb-survey
9,fl,smoothed_wearing_mask,2020-10-29,2020-12-09,41,84.9495404,0.3425012,10898.9987,state,fb-survey
10,ga,smoothed_wearing_mask,2020-10-29,2020-12-09,41,82.6262349,0.5900671,4122.9593,state,fb-survey
11,hi,smoothed_wearing_mask,2020-10-29,2020-12-09,41,92.406015,1.0280185,664.0,state,fb-survey
12,ia,smoothed_wearing_mask,2020-10-29,2020-12-09,41,80.7579936,0.8009216,2422.4557,state,fb-survey
13,id,smoothed_wearing_mask,2020-10-29,2020-12-09,41,76.8342195,1.1257094,1404.5883,state,fb-survey
14,il,smoothed_wearing_mask,2020-10-29,2020-12-09,41,90.7157371,0.3341285,7544.0222,state,fb-survey
15,in,smoothed_wearing_mask,2020-10-29,2020-12-09,41,86.1467262,0.5323567,4211.0044,state,fb-survey
16,ks,smoothed_wearing_mask,2020-10-29,2020-12-09,41,85.1784785,0.8083654,1932.0006,state,fb-survey
17,ky,smoothed_wearing_mask,2020-10-29,2020-12-09,41,89.0532294,0.6086274,2631.6778,state,fb-survey
18,la,smoothed_wearing_mask,2020-10-29,2020-12-09,41,79.9772863,0.8533601,2198.9985,state,fb-survey
19,ma,smoothed_wearing_mask,2020-10-29,2020-12-09,41,95.0959023,0.3550252,3700.007,state,fb-survey
20,md,smoothed_wearing_mask,2020-10-29,2020-12-09,41,93.9765322,0.455358,2729.9833,state,fb-survey
21,me,smoothed_wearing_mask,2020-10-29,2020-12-09,41,91.1902897,0.7934687,1276.0,state,fb-survey
22,mi,smoothed_wearing_mask,2020-10-29,2020-12-09,41,89.5476832,0.3654826,7007.0224,state,fb-survey
23,mn,smoothed_wearing_mask,2020-10-29,2020-12-09,41,90.7011816,0.5143142,3188.4805,state,fb-survey
24,mo,smoothed_wearing_mask,2020-10-29,2020-12-09,41,82.782023,0.6475568,3399.0876,state,fb-survey
25,ms,smoothed_wearing_mask,2020-10-29,2020-12-09,41,81.545239,1.0467421,1373.4968,state,fb-survey
26,mt,smoothed_wearing_mask,2020-10-29,2020-12-09,41,82.8985315,1.1501683,1071.6611,state,fb-survey
27,nc,smoothed_wearing_mask,2020-10-29,2020-12-09,41,88.4375042,0.4273548,5599.0055,state,fb-survey
28,nd,smoothed_wearing_mask,2020-10-29,2020-12-09,41,78.7722424,1.6761798,595.1633,state,fb-survey
29,ne,smoothed_wearing_mask,2020-10-29,2020-12-09,41,84.4210146,0.9870854,1349.8338,state,fb-survey
30,nh,smoothed_wearing_mask,2020-10-29,2020-12-09,41,89.5736434,0.8511967,1289.0,state,fb-survey
31,nj,smoothed_wearing_mask,2020-10-29,2020-12-09,41,93.6741118,0.379385,4116.9988,state,fb-survey
32,nm,smoothed_wearing_mask,2020-10-29,2020-12-09,41,92.9951567,0.6950407,1348.4606,state,fb-survey
33,nv,smoothed_wearing_mask,2020-10-29,2020-12-09,41,88.3543551,0.9174171,1222.5252,state,fb-survey
34,ny,smoothed_wearing_mask,2020-10-29,2020-12-09,41,93.7362525,0.2678969,8180.9997,state,fb-survey
35,oh,smoothed_wearing_mask,2020-10-29,2020-12-09,41,88.2050919,0.3774361,7303.0018,state,fb-survey
36,ok,smoothed_wearing_mask,2020-10-29,2020-12-09,41,79.7773306,0.809159,2464.0539,state,fb-survey
37,or,smoothed_wearing_mask,2020-10-29,2020-12-09,41,90.0628068,0.5612851,2840.8095,state,fb-survey
38,pa,smoothed_wearing_mask,2020-10-29,2020-12-09,41,88.7759001,0.3570287,7817.0042,state,fb-survey
39,ri,smoothed_wearing_mask,2020-10-29,2020-12-09,41,94.0699856,0.8350458,799.993,state,fb-survey
40,sc,smoothed_wearing_mask,2020-10-29,2020-12-09,41,84.6587484,0.6291628,3281.0021,state,fb-survey
41,sd,smoothed_wearing_mask,2020-10-29,2020-12-09,41,75.0858648,1.6208763,712.0398,state,fb-survey
42,tn,smoothed_wearing_mask,2020-10-29,2020-12-09,41,82.7468044,0.6069563,3875.3051,state,fb-survey
43,tx,smoothed_wearing_mask,2020-10-29,2020-12-09,41,87.8226759,0.3038696,11582.016,state,fb-survey
44,ut,smoothed_wearing_mask,2020-10-29,2020-12-09,41,86.4145834,0.772334,1968.1115,state,fb-survey
45,va,smoothed_wearing_mask,2020-10-29,2020-12-09,41,90.2367465,0.4228467,4927.3356,state,fb-survey
46,vt,smoothed_wearing_mask,2020-10-29,2020-12-09,41,94.506379,0.9099672,627.0011,state,fb-survey
47,wa,smoothed_wearing_mask,2020-10-29,2020-12-09,41,92.3155096,0.4001696,4429.977,state,fb-survey
48,wi,smoothed_wearing_mask,2020-10-29,2020-12-09,41,88.5410621,0.5030694,4008.9746,state,fb-survey
49,wv,smoothed_wearing_mask,2020-10-29,2020-12-09,41,85.5868538,0.9065208,1501.1023,state,fb-survey
50,wy,smoothed_wearing_mask,2020-10-29,2020-12-09,41,67.8955607,2.0837727,502.0024,state,fb-survey
0,ak,smoothed_wearing_mask,2020-10-30,2020-12-09,40,84.430605,1.5307504,561.0,state,fb-survey
1,al,smoothed_wearing_mask,2020-10-30,2020-12-09,40,83.2781463,0.8118062,2113.0545,state,fb-survey
2,ar,smoothed_wearing_mask,2020-10-30,2020-12-09,40,87.0021449,0.8298423,1642.1411,state,fb-survey
3,az,smoothed_wearing_mask,2020-10-30,2020-12-09,40,86.6537404,0.5867277,3359.4921,state,fb-survey
4,ca,smoothed_wearing_mask,2020-10-30,2020-12-09,40,91.6433163,0.2480151,12450.2622,state,fb-survey
5,co,smoothed_wearing_mask,2020-10-30,2020-12-09,40,90.8154331,0.5008635,3324.9075,state,fb-survey
6,ct,smoothed_wearing_mask,2020-10-30,2020-12-09,40,94.9116743,0.430735,2603.0,state,fb-survey
7,dc,smoothed_wearing_mask,2020-10-30,2020-12-09,40,98.3679525,0.6912316,336.0,state,fb-survey
8,de,smoothed_wearing_mask,2020-10-30,2020-12-09,40,93.2559666,0.9882124,644.0146,state,fb-survey
9,fl,smoothed_wearing_mask,2020-10-30,2020-12-09,40,84.9212556,0.3539345,10221.9991,state,fb-survey
10,ga,smoothed_wearing_mask,2020-10-30,2020-12-09,40,82.6717953,0.6117466,3827.9633,state,fb-survey
11,hi,smoothed_wearing_mask,2020-10-30,2020-12-09,40,92.8685897,1.0310462,623.0,state,fb-survey
12,ia,smoothed_wearing_mask,2020-10-30,2020-12-09,40,81.5858001,0.7964422,2368.4209,state,fb-survey
13,id,smoothed_wearing_mask,2020-10-30,2020-12-09,40,77.5103911,1.1386172,1344.5792,state,fb-survey
14,il,smoothed_wearing_mask,2020-10-30,2020-12-09,40,91.144995,0.3351092,7187.0219,state,fb-survey
15,in,smoothed_wearing_mask,2020-10-30,2020-12-09,40,86.3682602,0.546505,3942.0044,state,fb-survey
16,ks,smoothed_wearing_mask,2020-10-30,2020-12-09,40,85.5026068,0.8183229,1851.0571,state,fb-survey
17,ky,smoothed_wearing_mask,2020-10-30,2020-12-09,40,89.7790095,0.6103358,2463.3727,state,fb-survey
18,la,smoothed_wearing_mask,2020-10-30,2020-12-09,40,79.8886757,0.8820699,2064.9992,state,fb-survey
19,ma,smoothed_wearing_mask,2020-10-30,2020-12-09,40,95.3015367,0.354453,3564.006,state,fb-survey
20,md,smoothed_wearing_mask,2020-10-30,2020-12-09,40,94.297359,0.457606,2567.9834,state,fb-survey
21,me,smoothed_wearing_mask,2020-10-30,2020-12-09,40,90.9815436,0.8300168,1191.0,state,fb-survey
22,mi,smoothed_wearing_mask,2020-10-30,2020-12-09,40,89.6728091,0.3703159,6753.0225,state,fb-survey
23,mn,smoothed_wearing_mask,2020-10-30,2020-12-09,40,90.8532038,0.5205585,3066.6916,state,fb-survey
24,mo,smoothed_wearing_mask,2020-10-30,2020-12-09,40,83.038697,0.6637386,3197.0214,state,fb-survey
25,ms,smoothed_wearing_mask,2020-10-30,2020-12-09,40,82.7422392,1.0528723,1288.1319,state,fb-survey
26,mt,smoothed_wearing_mask,2020-10-30,2020-12-09,40,82.9649859,1.1714805,1029.8339,state,fb-survey
27,nc,smoothed_wearing_mask,2020-10-30,2020-12-09,40,88.6212135,0.4382652,5250.0046,state,fb-survey
28,nd,smoothed_wearing_mask,2020-10-30,2020-12-09,40,80.3241297,1.7345655,525.2893,state,fb-survey
29,ne,smoothed_wearing_mask,2020-10-30,2020-12-09,40,85.1079752,0.9959202,1277.8355,state,fb-survey
30,nh,smoothed_wearing_mask,2020-10-30,2020-12-09,40,89.9415693,0.8693572,1197.0,state,fb-survey
31,nj,smoothed_wearing_mask,2020-10-30,2020-12-09,40,93.8190677,0.3860982,3889.9988,state,fb-survey
32,nm,smoothed_wearing_mask,2020-10-30,2020-12-09,40,92.9964614,0.7101144,1291.598,state,fb-survey
33,nv,smoothed_wearing_mask,2020-10-30,2020-12-09,40,88.8424839,0.9175297,1177.4648,state,fb-survey
34,ny,smoothed_wearing_mask,2020-10-30,2020-12-09,40,93.7379342,0.2748919,7768.0001,state,fb-survey
35,oh,smoothed_wearing_mask,2020-10-30,2020-12-09,40,88.4937185,0.3833161,6930.002,state,fb-survey
36,ok,smoothed_wearing_mask,2020-10-30,2020-12-09,40,79.5512609,0.8339538,2338.9966,state,fb-survey
37,or,smoothed_wearing_mask,2020-10-30,2020-12-09,40,90.17325,0.5665337,2760.8073,state,fb-survey
38,pa,smoothed_wearing_mask,2020-10-30,2020-12-09,40,89.0417465,0.3636868,7377.0042,state,fb-survey
39,ri,smoothed_wearing_mask,2020-10-30,2020-12-09,40,94.5394964,0.8247149,758.994,state,fb-survey
40,sc,smoothed_wearing_mask,2020-10-30,2020-12-09,40,85.321539,0.6346863,3109.0018,state,fb-survey
41,sd,smoothed_wearing_mask,2020-10-30,2020-12-09,40,73.6966833,1.691417,677.5745,state,fb-survey
42,tn,smoothed_wearing_mask,2020-10-30,2020-12-09,40,82.9723612,0.6184688,3693.6203,state,fb-survey
43,tx,smoothed_wearing_mask,2020-10-30,2020-12-09,40,87.8647122,0.311867,10962.9089,state,fb-survey
44,ut,smoothed_wearing_mask,2020-10-30,2020-12-09,40,86.5951179,0.7805811,1905.1115,state,fb-survey
45,va,smoothed_wearing_mask,2020-10-30,2020-12-09,40,90.1525917,0.4353607,4683.8357,state,fb-survey
46,vt,smoothed_wearing_mask,2020-10-30,2020-12-09,40,94.6790648,0.9232659,591.0012,state,fb-survey
47,wa,smoothed_wearing_mask,2020-10-30,2020-12-09,40,92.1837816,0.4147358,4188.9789,state,fb-survey
48,wi,smoothed_wearing_mask,2020-10-30,2020-12-09,40,88.8843798,0.5123376,3763.9739,state,fb-survey
49,wv,smoothed_wearing_mask,2020-10-30,2020-12-09,40,86.0515851,0.9187058,1422.1022,state,fb-survey
50,wy,smoothed_wearing_mask,2020-10-30,2020-12-09,40,69.6716714,2.0937674,482.0009,state,fb-survey
0,ak,smoothed_wearing_mask,2020-10-31,2020-12-09,39,84.7593583,1.518803,560.0,state,fb-survey
1,al,smoothed_wearing_mask,2020-10-31,2020-12-09,39,83.7093362,0.8091074,2083.0532,state,fb-survey
2,ar,smoothed_wearing_mask,2020-10-31,2020-12-09,39,87.1201596,0.8306834,1626.1405,state,fb-survey
3,az,smoothed_wearing_mask,2020-10-31,2020-12-09,39,86.7204388,0.581432,3406.4921,state,fb-survey
4,ca,smoothed_wearing_mask,2020-10-31,2020-12-09,39,92.0009034,0.2414899,12619.2964,state,fb-survey
5,co,smoothed_wearing_mask,2020-10-31,2020-12-09,39,90.8543773,0.4972208,3360.9384,state,fb-survey
6,ct,smoothed_wearing_mask,2020-10-31,2020-12-09,39,95.0739875,0.4271355,2567.0,state,fb-survey
7,dc,smoothed_wearing_mask,2020-10-31,2020-12-09,39,98.9164087,0.5769511,322.0,state,fb-survey
8,de,smoothed_wearing_mask,2020-10-31,2020-12-09,39,93.5747324,0.9430764,676.0146,state,fb-survey
9,fl,smoothed_wearing_mask,2020-10-31,2020-12-09,39,85.0351065,0.3522982,10252.9995,state,fb-survey
10,ga,smoothed_wearing_mask,2020-10-31,2020-12-09,39,82.8236067,0.6125073,3791.9581,state,fb-survey
11,hi,smoothed_wearing_mask,2020-10-31,2020-12-09,39,94.049459,0.9307652,646.0,state,fb-survey
12,ia,smoothed_wearing_mask,2020-10-31,2020-12-09,39,82.8171066,0.7720271,2387.5436,state,fb-survey
13,id,smoothed_wearing_mask,2020-10-31,2020-12-09,39,75.9536133,1.1564826,1365.5891,state,fb-survey
14,il,smoothed_wearing_mask,2020-10-31,2020-12-09,39,91.0354216,0.3359002,7233.0223,state,fb-survey
15,in,smoothed_wearing_mask,2020-10-31,2020-12-09,39,86.7029542,0.5401826,3951.0079,state,fb-survey
16,ks,smoothed_wearing_mask,2020-10-31,2020-12-09,39,85.8942157,0.8055735,1867.028,state,fb-survey
17,ky,smoothed_wearing_mask,2020-10-31,2020-12-09,39,89.6739065,0.605885,2522.4451,state,fb-survey
18,la,smoothed_wearing_mask,2020-10-31,2020-12-09,39,80.0729908,0.8813815,2053.9993,state,fb-survey
19,ma,smoothed_wearing_mask,2020-10-31,2020-12-09,39,95.8181743,0.3348338,3574.0055,state,fb-survey
20,md,smoothed_wearing_mask,2020-10-31,2020-12-09,39,94.2092743,0.4582423,2597.9834,state,fb-survey
21,me,smoothed_wearing_mask,2020-10-31,2020-12-09,39,90.9054163,0.8178564,1236.0,state,fb-survey
22,mi,smoothed_wearing_mask,2020-10-31,2020-12-09,39,90.0000224,0.3631622,6824.0213,state,fb-survey
23,mn,smoothed_wearing_mask,2020-10-31,2020-12-09,39,90.8655078,0.5180606,3092.5896,state,fb-survey
24,mo,smoothed_wearing_mask,2020-10-31,2020-12-09,39,82.7214144,0.6711608,3173.0208,state,fb-survey
25,ms,smoothed_wearing_mask,2020-10-31,2020-12-09,39,81.9005087,1.0769452,1278.1028,state,fb-survey
26,mt,smoothed_wearing_mask,2020-10-31,2020-12-09,39,83.1018405,1.1834965,1002.5732,state,fb-survey
27,nc,smoothed_wearing_mask,2020-10-31,2020-12-09,39,88.5378805,0.4401635,5238.0049,state,fb-survey
28,nd,smoothed_wearing_mask,2020-10-31,2020-12-09,39,81.613718,1.6661509,540.5407,state,fb-survey
29,ne,smoothed_wearing_mask,2020-10-31,2020-12-09,39,85.1541942,0.9903566,1288.9219,state,fb-survey
30,nh,smoothed_wearing_mask,2020-10-31,2020-12-09,39,90.526763,0.8539531,1176.0,state,fb-survey
31,nj,smoothed_wearing_mask,2020-10-31,2020-12-09,39,93.7562792,0.3835615,3978.9986,state,fb-survey
32,nm,smoothed_wearing_mask,2020-10-31,2020-12-09,39,92.787886,0.7110547,1323.5728,state,fb-survey
33,nv,smoothed_wearing_mask,2020-10-31,2020-12-09,39,88.1177177,0.9251068,1223.4306,state,fb-survey
34,ny,smoothed_wearing_mask,2020-10-31,2020-12-09,39,93.7174441,0.2735212,7870.0004,state,fb-survey
35,oh,smoothed_wearing_mask,2020-10-31,2020-12-09,39,88.467073,0.3834254,6939.9986,state,fb-survey
36,ok,smoothed_wearing_mask,2020-10-31,2020-12-09,39,79.951566,0.8401279,2270.9974,state,fb-survey
37,or,smoothed_wearing_mask,2020-10-31,2020-12-09,39,90.013889,0.5699855,2766.8032,state,fb-survey
38,pa,smoothed_wearing_mask,2020-10-31,2020-12-09,39,89.0698282,0.3612512,7460.0044,state,fb-survey
39,ri,smoothed_wearing_mask,2020-10-31,2020-12-09,39,94.2132876,0.8425447,767.9945,state,fb-survey
40,sc,smoothed_wearing_mask,2020-10-31,2020-12-09,39,85.2866604,0.6305616,3156.0025,state,fb-survey
41,sd,smoothed_wearing_mask,2020-10-31,2020-12-09,39,75.7565818,1.6227108,697.4803,state,fb-survey
42,tn,smoothed_wearing_mask,2020-10-31,2020-12-09,39,83.2043604,0.6112287,3740.5473,state,fb-survey
43,tx,smoothed_wearing_mask,2020-10-31,2020-12-09,39,87.9098397,0.310321,11036.9041,state,fb-survey
44,ut,smoothed_wearing_mask,2020-10-31,2020-12-09,39,87.7227348,0.7401216,1966.1091,state,fb-survey
45,va,smoothed_wearing_mask,2020-10-31,2020-12-09,39,89.8772054,0.4383983,4733.8249,state,fb-survey
46,vt,smoothed_wearing_mask,2020-10-31,2020-12-09,39,94.9081897,0.898953,598.0011,state,fb-survey
47,wa,smoothed_wearing_mask,2020-10-31,2020-12-09,39,92.0206574,0.4198242,4165.9824,state,fb-survey
48,wi,smoothed_wearing_mask,2020-10-31,2020-12-09,39,88.8437661,0.5092469,3821.9747,state,fb-survey
49,wv,smoothed_wearing_mask,2020-10-31,2020-12-09,39,85.8531447,0.935433,1388.0041,state,fb-survey
50,wy,smoothed_wearing_mask,2020-10-31,2020-12-09,39,71.99083,2.0668516,472.0183,state,fb-survey
0,ak,smoothed_wearing_mask,2020-11-01,2020-12-09,38,84.6774194,1.5262377,557.0,state,fb-survey
1,al,smoothed_wearing_mask,2020-11-01,2020-12-09,38,83.1923686,0.8109773,2126.0457,state,fb-survey
2,ar,smoothed_wearing_mask,2020-11-01,2020-12-09,38,87.0965035,0.8242629,1654.1568,state,fb-survey
3,az,smoothed_wearing_mask,2020-11-01,2020-12-09,38,86.8702725,0.5753671,3445.3777,state,fb-survey
4,ca,smoothed_wearing_mask,2020-11-01,2020-12-09,38,92.1844888,0.2371252,12813.261,state,fb-survey
5,co,smoothed_wearing_mask,2020-11-01,2020-12-09,38,90.8349926,0.4903099,3462.9383,state,fb-survey
6,ct,smoothed_wearing_mask,2020-11-01,2020-12-09,38,95.1337728,0.4237621,2578.0,state,fb-survey
7,dc,smoothed_wearing_mask,2020-11-01,2020-12-09,38,98.6238532,0.64523,326.0,state,fb-survey
8,de,smoothed_wearing_mask,2020-11-01,2020-12-09,38,94.3653099,0.8715407,700.0146,state,fb-survey
9,fl,smoothed_wearing_mask,2020-11-01,2020-12-09,38,84.749294,0.3540656,10309.9994,state,fb-survey
10,ga,smoothed_wearing_mask,2020-11-01,2020-12-09,38,83.372723,0.6032802,3808.9654,state,fb-survey
11,hi,smoothed_wearing_mask,2020-11-01,2020-12-09,38,93.7111801,0.9573589,643.0,state,fb-survey
12,ia,smoothed_wearing_mask,2020-11-01,2020-12-09,38,82.6203939,0.7615856,2475.6528,state,fb-survey
13,id,smoothed_wearing_mask,2020-11-01,2020-12-09,38,75.2676923,1.1594739,1384.6859,state,fb-survey
14,il,smoothed_wearing_mask,2020-11-01,2020-12-09,38,91.0133265,0.3351403,7282.0008,state,fb-survey
15,in,smoothed_wearing_mask,2020-11-01,2020-12-09,38,86.9897547,0.5324529,3992.0062,state,fb-survey
16,ks,smoothed_wearing_mask,2020-11-01,2020-12-09,38,86.4337809,0.7831062,1912.0577,state,fb-survey
17,ky,smoothed_wearing_mask,2020-11-01,2020-12-09,38,89.7914136,0.6060366,2495.759,state,fb-survey
18,la,smoothed_wearing_mask,2020-11-01,2020-12-09,38,79.3872497,0.8958491,2038.999,state,fb-survey
19,ma,smoothed_wearing_mask,2020-11-01,2020-12-09,38,96.0674211,0.3218097,3648.005,state,fb-survey
20,md,smoothed_wearing_mask,2020-11-01,2020-12-09,38,94.3514288,0.4503314,2627.9834,state,fb-survey
21,me,smoothed_wearing_mask,2020-11-01,2020-12-09,38,90.3816199,0.8231476,1283.0,state,fb-survey
22,mi,smoothed_wearing_mask,2020-11-01,2020-12-09,38,90.5247649,0.3521426,6917.0384,state,fb-survey
23,mn,smoothed_wearing_mask,2020-11-01,2020-12-09,38,90.9621659,0.5137635,3114.5739,state,fb-survey
24,mo,smoothed_wearing_mask,2020-11-01,2020-12-09,38,82.5277324,0.6693974,3217.9634,state,fb-survey
25,ms,smoothed_wearing_mask,2020-11-01,2020-12-09,38,81.0960353,1.0932823,1282.59,state,fb-survey
26,mt,smoothed_wearing_mask,2020-11-01,2020-12-09,38,82.4181588,1.2156413,980.565,state,fb-survey
27,nc,smoothed_wearing_mask,2020-11-01,2020-12-09,38,88.2200356,0.446747,5207.0047,state,fb-survey
28,nd,smoothed_wearing_mask,2020-11-01,2020-12-09,38,81.9472111,1.6558426,539.5608,state,fb-survey
29,ne,smoothed_wearing_mask,2020-11-01,2020-12-09,38,84.775082,1.003035,1282.8946,state,fb-survey
30,nh,smoothed_wearing_mask,2020-11-01,2020-12-09,38,90.7993339,0.8343732,1200.0,state,fb-survey
31,nj,smoothed_wearing_mask,2020-11-01,2020-12-09,38,93.71015,0.3802272,4076.9987,state,fb-survey
32,nm,smoothed_wearing_mask,2020-11-01,2020-12-09,38,93.2078338,0.7011737,1287.6846,state,fb-survey
33,nv,smoothed_wearing_mask,2020-11-01,2020-12-09,38,88.0883231,0.911666,1262.4661,state,fb-survey
34,ny,smoothed_wearing_mask,2020-11-01,2020-12-09,38,93.8414422,0.2688441,7996.0005,state,fb-survey
35,oh,smoothed_wearing_mask,2020-11-01,2020-12-09,38,88.722498,0.3804985,6910.9988,state,fb-survey
36,ok,smoothed_wearing_mask,2020-11-01,2020-12-09,38,79.2164719,0.8538973,2257.9976,state,fb-survey
37,or,smoothed_wearing_mask,2020-11-01,2020-12-09,38,90.2262571,0.563753,2774.7002,state,fb-survey
38,pa,smoothed_wearing_mask,2020-11-01,2020-12-09,38,89.257889,0.3558465,7572.005,state,fb-survey
39,ri,smoothed_wearing_mask,2020-11-01,2020-12-09,38,94.9869465,0.7879286,766.995,state,fb-survey
40,sc,smoothed_wearing_mask,2020-11-01,2020-12-09,38,85.3034576,0.6312645,3146.0028,state,fb-survey
41,sd,smoothed_wearing_mask,2020-11-01,2020-12-09,38,76.2476319,1.6045282,703.4586,state,fb-survey
42,tn,smoothed_wearing_mask,2020-11-01,2020-12-09,38,82.7605188,0.6156522,3764.2328,state,fb-survey
43,tx,smoothed_wearing_mask,2020-11-01,2020-12-09,38,87.840123,0.3087641,11203.8831,state,fb-survey
44,ut,smoothed_wearing_mask,2020-11-01,2020-12-09,38,88.0365395,0.7165826,2051.1019,state,fb-survey
45,va,smoothed_wearing_mask,2020-11-01,2020-12-09,38,90.1103628,0.4329368,4754.5142,state,fb-survey
46,vt,smoothed_wearing_mask,2020-11-01,2020-12-09,38,94.316321,0.9405274,606.0012,state,fb-survey
47,wa,smoothed_wearing_mask,2020-11-01,2020-12-09,38,91.6528644,0.4256805,4221.9792,state,fb-survey
48,wi,smoothed_wearing_mask,2020-11-01,2020-12-09,38,88.8528033,0.5064899,3860.9593,state,fb-survey
49,wv,smoothed_wearing_mask,2020-11-01,2020-12-09,38,86.3475239,0.9146912,1409.0043,state,fb-survey
50,wy,smoothed_wearing_mask,2020-11-01,2020-12-09,38,71.5700784,2.0917554,465.0347,state,fb-survey
0,ak,smoothed_wearing_mask,2020-11-02,2020-12-09,37,83.9539007,1.5468599,563.0,state,fb-survey
1,al,smoothed_wearing_mask,2020-11-02,2020-12-09,37,82.8565523,0.816425,2131.0443,state,fb-survey
2,ar,smoothed_wearing_mask,2020-11-02,2020-12-09,37,86.7705148,0.8190717,1711.084,state,fb-survey
3,az,smoothed_wearing_mask,2020-11-02,2020-12-09,37,87.3522933,0.5601273,3521.3777,state,fb-survey
4,ca,smoothed_wearing_mask,2020-11-02,2020-12-09,37,91.9364242,0.2386695,13014.3176,state,fb-survey
5,co,smoothed_wearing_mask,2020-11-02,2020-12-09,37,90.7242089,0.4868169,3550.9364,state,fb-survey
6,ct,smoothed_wearing_mask,2020-11-02,2020-12-09,37,95.518688,0.4041227,2621.0,state,fb-survey
7,dc,smoothed_wearing_mask,2020-11-02,2020-12-09,37,98.3918129,0.6811936,341.0,state,fb-survey
8,de,smoothed_wearing_mask,2020-11-02,2020-12-09,37,95.0644808,0.8198668,698.0146,state,fb-survey
9,fl,smoothed_wearing_mask,2020-11-02,2020-12-09,37,84.5452792,0.3531312,10477.9994,state,fb-survey
10,ga,smoothed_wearing_mask,2020-11-02,2020-12-09,37,82.8312544,0.6026246,3915.967,state,fb-survey
11,hi,smoothed_wearing_mask,2020-11-02,2020-12-09,37,93.1818182,0.9986888,637.0,state,fb-survey
12,ia,smoothed_wearing_mask,2020-11-02,2020-12-09,37,82.2527511,0.7551728,2559.6983,state,fb-survey
13,id,smoothed_wearing_mask,2020-11-02,2020-12-09,37,74.8964852,1.1524806,1415.5614,state,fb-survey
14,il,smoothed_wearing_mask,2020-11-02,2020-12-09,37,90.8021101,0.3314141,7604.0008,state,fb-survey
15,in,smoothed_wearing_mask,2020-11-02,2020-12-09,37,86.8440632,0.5293712,4077.0053,state,fb-survey
16,ks,smoothed_wearing_mask,2020-11-02,2020-12-09,37,85.672768,0.7948033,1943.058,state,fb-survey
17,ky,smoothed_wearing_mask,2020-11-02,2020-12-09,37,89.7369114,0.598963,2567.1382,state,fb-survey
18,la,smoothed_wearing_mask,2020-11-02,2020-12-09,37,79.3632024,0.8791549,2118.9985,state,fb-survey
19,ma,smoothed_wearing_mask,2020-11-02,2020-12-09,37,96.0386915,0.3175402,3773.0055,state,fb-survey
20,md,smoothed_wearing_mask,2020-11-02,2020-12-09,37,94.3805294,0.4436197,2694.9835,state,fb-survey
21,me,smoothed_wearing_mask,2020-11-02,2020-12-09,37,89.5990923,0.8399163,1321.0,state,fb-survey
22,mi,smoothed_wearing_mask,2020-11-02,2020-12-09,37,90.7680845,0.3446133,7056.0371,state,fb-survey
23,mn,smoothed_wearing_mask,2020-11-02,2020-12-09,37,90.6064002,0.5149549,3209.6126,state,fb-survey
