,time_value,trend,geo_value
1959,2020-11-15,66,oh
1960,2020-11-15,48,ok
1961,2020-11-15,98,or
1962,2020-11-15,50,pa
1963,2020-11-15,64,ri
1964,2020-11-15,32,sc
1965,2020-11-15,64,sd
1966,2020-11-15,77,tn
1967,2020-11-15,69,tx
1968,2020-11-15,80,us
1969,2020-11-15,27,ut
1970,2020-11-15,81,va
1971,2020-11-15,49,vt
1972,2020-11-15,84,wa
1973,2020-11-15,47,wi
1974,2020-11-15,39,wv
1975,2020-11-15,19,wy
1976,2020-11-16,10,ak
1977,2020-11-16,42,al
1978,2020-11-16,40,ar
1979,2020-11-16,66,az
1980,2020-11-16,57,ca
1981,2020-11-16,53,co
1982,2020-11-16,58,ct
1983,2020-11-16,76,dc
1984,2020-11-16,50,de
1985,2020-11-16,66,fl
1986,2020-11-16,63,ga
1987,2020-11-16,54,hi
1988,2020-11-16,59,ia
1989,2020-11-16,33,id
1990,2020-11-16,81,il
1991,2020-11-16,86,in
1992,2020-11-16,70,ks
1993,2020-11-16,77,ky
1994,2020-11-16,37,la
1995,2020-11-16,81,ma
1996,2020-11-16,51,md
1997,2020-11-16,37,me
1998,2020-11-16,91,mi
1999,2020-11-16,66,mn
2000,2020-11-16,56,mo
2001,2020-11-16,90,ms
2002,2020-11-16,35,mt
2003,2020-11-16,45,nc
2004,2020-11-16,34,nd
2005,2020-11-16,74,ne
2006,2020-11-16,33,nh
2007,2020-11-16,69,nj
2008,2020-11-16,54,nm
2009,2020-11-16,60,nv
2010,2020-11-16,71,ny
2011,2020-11-16,53,oh
2012,2020-11-16,50,ok
2013,2020-11-16,75,or
2014,2020-11-16,46,pa
2015,2020-11-16,42,ri
2016,2020-11-16,55,sc
2017,2020-11-16,51,sd
2018,2020-11-16,71,tn
2019,2020-11-16,57,tx
2020,2020-11-16,73,us
2021,2020-11-16,47,ut
2022,2020-11-16,72,va
2023,2020-11-16,44,vt
2024,2020-11-16,74,wa
2025,2020-11-16,42,wi
2026,2020-11-16,71,wv
2027,2020-11-16,26,wy
2028,2020-11-17,41,ak
2029,2020-11-17,60,al
2030,2020-11-17,61,ar
2031,2020-11-17,75,az
2032,2020-11-17,75,ca
2033,2020-11-17,58,co
2034,2020-11-17,58,ct
2035,2020-11-17,77,dc
2036,2020-11-17,22,de
2037,2020-11-17,66,fl
2038,2020-11-17,74,ga
2039,2020-11-17,63,hi
2040,2020-11-17,100,ia
2041,2020-11-17,45,id
2042,2020-11-17,62,il
2043,2020-11-17,75,in
2044,2020-11-17,35,ks
2045,2020-11-17,63,ky
2046,2020-11-17,78,la
2047,2020-11-17,83,ma
2048,2020-11-17,92,md
2049,2020-11-17,26,me
2050,2020-11-17,77,mi
2051,2020-11-17,65,mn
2052,2020-11-17,67,mo
2053,2020-11-17,100,ms
2054,2020-11-17,28,mt
2055,2020-11-17,49,nc
2056,2020-11-17,28,nd
2057,2020-11-17,84,ne
2058,2020-11-17,14,nh
2059,2020-11-17,73,nj
2060,2020-11-17,52,nm
2061,2020-11-17,73,nv
2062,2020-11-17,73,ny
2063,2020-11-17,61,oh
2064,2020-11-17,60,ok
2065,2020-11-17,73,or
2066,2020-11-17,60,pa
2067,2020-11-17,34,ri
2068,2020-11-17,40,sc
2069,2020-11-17,45,sd
2070,2020-11-17,78,tn
2071,2020-11-17,62,tx
2072,2020-11-17,79,us
2073,2020-11-17,49,ut
2074,2020-11-17,66,va
2075,2020-11-17,47,vt
2076,2020-11-17,70,wa
2077,2020-11-17,48,wi
2078,2020-11-17,62,wv
2079,2020-11-17,46,wy
2080,2020-11-18,54,ak
2081,2020-11-18,62,al
2082,2020-11-18,97,ar
2083,2020-11-18,74,az
2084,2020-11-18,73,ca
2085,2020-11-18,68,co
2086,2020-11-18,60,ct
2087,2020-11-18,85,dc
2088,2020-11-18,8,de
2089,2020-11-18,73,fl
2090,2020-11-18,100,ga
2091,2020-11-18,41,hi
2092,2020-11-18,74,ia
2093,2020-11-18,42,id
2094,2020-11-18,83,il
2095,2020-11-18,83,in
2096,2020-11-18,57,ks
2097,2020-11-18,100,ky
2098,2020-11-18,78,la
2099,2020-11-18,94,ma
2100,2020-11-18,83,md
2101,2020-11-18,46,me
2102,2020-11-18,89,mi
2103,2020-11-18,74,mn
2104,2020-11-18,63,mo
2105,2020-11-18,44,ms
2106,2020-11-18,44,mt
2107,2020-11-18,48,nc
2108,2020-11-18,43,nd
2109,2020-11-18,85,ne
2110,2020-11-18,51,nh
2111,2020-11-18,72,nj
2112,2020-11-18,48,nm
2113,2020-11-18,72,nv
2114,2020-11-18,78,ny
2115,2020-11-18,76,oh
2116,2020-11-18,71,ok
2117,2020-11-18,68,or
2118,2020-11-18,100,pa
2119,2020-11-18,29,ri
2120,2020-11-18,48,sc
2121,2020-11-18,100,sd
2122,2020-11-18,92,tn
2123,2020-11-18,67,tx
2124,2020-11-18,90,us
2125,2020-11-18,58,ut
2126,2020-11-18,88,va
2127,2020-11-18,84,vt
2128,2020-11-18,74,wa
2129,2020-11-18,54,wi
2130,2020-11-18,41,wv
2131,2020-11-18,95,wy
2132,2020-11-19,31,ak
2133,2020-11-19,43,al
2134,2020-11-19,31,ar
2135,2020-11-19,79,az
2136,2020-11-19,72,ca
2137,2020-11-19,79,co
2138,2020-11-19,59,ct
2139,2020-11-19,60,dc
2140,2020-11-19,29,de
2141,2020-11-19,76,fl
2142,2020-11-19,64,ga
2143,2020-11-19,50,hi
2144,2020-11-19,63,ia
2145,2020-11-19,42,id
2146,2020-11-19,77,il
2147,2020-11-19,78,in
2148,2020-11-19,100,ks
2149,2020-11-19,60,ky
2150,2020-11-19,69,la
2151,2020-11-19,93,ma
2152,2020-11-19,65,md
2153,2020-11-19,93,me
2154,2020-11-19,73,mi
2155,2020-11-19,91,mn
2156,2020-11-19,94,mo
2157,2020-11-19,49,ms
2158,2020-11-19,71,mt
2159,2020-11-19,43,nc
2160,2020-11-19,34,nd
2161,2020-11-19,79,ne
2162,2020-11-19,100,nh
2163,2020-11-19,63,nj
2164,2020-11-19,35,nm
2165,2020-11-19,55,nv
2166,2020-11-19,78,ny
2167,2020-11-19,64,oh
2168,2020-11-19,54,ok
2169,2020-11-19,68,or
2170,2020-11-19,85,pa
2171,2020-11-19,35,ri
2172,2020-11-19,68,sc
2173,2020-11-19,82,sd
2174,2020-11-19,74,tn
2175,2020-11-19,72,tx
2176,2020-11-19,84,us
2177,2020-11-19,49,ut
2178,2020-11-19,51,va
2179,2020-11-19,65,vt
2180,2020-11-19,65,wa
2181,2020-11-19,47,wi
2182,2020-11-19,33,wv
2183,2020-11-19,92,wy
2184,2020-11-20,51,ak
2185,2020-11-20,65,al
2186,2020-11-20,54,ar
2187,2020-11-20,78,az
2188,2020-11-20,71,ca
2189,2020-11-20,42,co
2190,2020-11-20,77,ct
2191,2020-11-20,81,dc
2192,2020-11-20,54,de
2193,2020-11-20,92,fl
2194,2020-11-20,73,ga
2195,2020-11-20,61,hi
2196,2020-11-20,60,ia
2197,2020-11-20,100,id
2198,2020-11-20,74,il
2199,2020-11-20,80,in
2200,2020-11-20,74,ks
2201,2020-11-20,78,ky
2202,2020-11-20,94,la
2203,2020-11-20,76,ma
2204,2020-11-20,77,md
2205,2020-11-20,59,me
2206,2020-11-20,71,mi
2207,2020-11-20,68,mn
2208,2020-11-20,85,mo
2209,2020-11-20,34,ms
2210,2020-11-20,50,mt
2211,2020-11-20,48,nc
2212,2020-11-20,30,nd
2213,2020-11-20,78,ne
2214,2020-11-20,85,nh
2215,2020-11-20,75,nj
2216,2020-11-20,46,nm
2217,2020-11-20,79,nv
2218,2020-11-20,74,ny
2219,2020-11-20,56,oh
2220,2020-11-20,47,ok
2221,2020-11-20,82,or
2222,2020-11-20,55,pa
2223,2020-11-20,29,ri
2224,2020-11-20,59,sc
2225,2020-11-20,60,sd
2226,2020-11-20,59,tn
2227,2020-11-20,60,tx
2228,2020-11-20,77,us
2229,2020-11-20,21,ut
2230,2020-11-20,66,va
2231,2020-11-20,19,vt
2232,2020-11-20,88,wa
2233,2020-11-20,38,wi
2234,2020-11-20,38,wv
2235,2020-11-20,48,wy
2236,2020-11-21,23,ak
2237,2020-11-21,72,al
2238,2020-11-21,53,ar
2239,2020-11-21,77,az
2240,2020-11-21,73,ca
2241,2020-11-21,67,co
2242,2020-11-21,67,ct
2243,2020-11-21,68,dc
2244,2020-11-21,33,de
2245,2020-11-21,75,fl
2246,2020-11-21,59,ga
2247,2020-11-21,39,hi
2248,2020-11-21,55,ia
2249,2020-11-21,67,id
2250,2020-11-21,78,il
2251,2020-11-21,79,in
2252,2020-11-21,94,ks
2253,2020-11-21,77,ky
2254,2020-11-21,47,la
2255,2020-11-21,81,ma
2256,2020-11-21,77,md
2257,2020-11-21,48,me
2258,2020-11-21,73,mi
2259,2020-11-21,91,mn
2260,2020-11-21,91,mo
2261,2020-11-21,56,ms
2262,2020-11-21,57,mt
2263,2020-11-21,46,nc
2264,2020-11-21,44,nd
2265,2020-11-21,72,ne
2266,2020-11-21,35,nh
2267,2020-11-21,71,nj
2268,2020-11-21,15,nm
2269,2020-11-21,47,nv
2270,2020-11-21,81,ny
2271,2020-11-21,59,oh
2272,2020-11-21,56,ok
2273,2020-11-21,93,or
2274,2020-11-21,71,pa
2275,2020-11-21,13,ri
2276,2020-11-21,55,sc
2277,2020-11-21,59,sd
2278,2020-11-21,84,tn
2279,2020-11-21,61,tx
2280,2020-11-21,83,us
2281,2020-11-21,23,ut
2282,2020-11-21,73,va
2283,2020-11-21,51,vt
2284,2020-11-21,73,wa
2285,2020-11-21,54,wi
2286,2020-11-21,24,wv
2287,2020-11-21,62,wy
2288,2020-11-22,34,ak
2289,2020-11-22,62,al
2290,2020-11-22,29,ar
2291,2020-11-22,63,az
2292,2020-11-22,77,ca
2293,2020-11-22,57,co
2294,2020-11-22,71,ct
2295,2020-11-22,86,dc
2296,2020-11-22,61,de
2297,2020-11-22,90,fl
2298,2020-11-22,65,ga
2299,2020-11-22,37,hi
2300,2020-11-22,53,ia
2301,2020-11-22,69,id
2302,2020-11-22,88,il
2303,2020-11-22,75,in
2304,2020-11-22,46,ks
2305,2020-11-22,68,ky
2306,2020-11-22,47,la
2307,2020-11-22,85,ma
2308,2020-11-22,77,md
2309,2020-11-22,59,me
2310,2020-11-22,68,mi
2311,2020-11-22,76,mn
2312,2020-11-22,60,mo
2313,2020-11-22,29,ms
2314,2020-11-22,16,mt
2315,2020-11-22,55,nc
2316,2020-11-22,32,nd
2317,2020-11-22,55,ne
2318,2020-11-22,59,nh
2319,2020-11-22,70,nj
2320,2020-11-22,61,nm
2321,2020-11-22,36,nv
2322,2020-11-22,83,ny
2323,2020-11-22,67,oh
2324,2020-11-22,72,ok
2325,2020-11-22,64,or
2326,2020-11-22,46,pa
2327,2020-11-22,43,ri
2328,2020-11-22,60,sc
2329,2020-11-22,36,sd
2330,2020-11-22,81,tn
2331,2020-11-22,67,tx
2332,2020-11-22,78,us
2333,2020-11-22,48,ut
2334,2020-11-22,57,va
2335,2020-11-22,38,vt
2336,2020-11-22,88,wa
2337,2020-11-22,41,wi
2338,2020-11-22,27,wv
2339,2020-11-22,10,wy
2340,2020-11-23,64,ak
2341,2020-11-23,61,al
2342,2020-11-23,18,ar
2343,2020-11-23,58,az
2344,2020-11-23,66,ca
2345,2020-11-23,68,co
2346,2020-11-23,85,ct
2347,2020-11-23,74,dc
2348,2020-11-23,15,de
2349,2020-11-23,76,fl
2350,2020-11-23,73,ga
2351,2020-11-23,55,hi
2352,2020-11-23,46,ia
2353,2020-11-23,30,id
2354,2020-11-23,69,il
2355,2020-11-23,50,in
2356,2020-11-23,72,ks
2357,2020-11-23,61,ky
2358,2020-11-23,53,la
2359,2020-11-23,79,ma
2360,2020-11-23,58,md
2361,2020-11-23,40,me
2362,2020-11-23,55,mi
2363,2020-11-23,58,mn
2364,2020-11-23,92,mo
2365,2020-11-23,55,ms
2366,2020-11-23,56,mt
2367,2020-11-23,58,nc
2368,2020-11-23,24,nd
2369,2020-11-23,81,ne
2370,2020-11-23,28,nh
2371,2020-11-23,71,nj
2372,2020-11-23,63,nm
2373,2020-11-23,60,nv
2374,2020-11-23,79,ny
2375,2020-11-23,56,oh
2376,2020-11-23,55,ok
2377,2020-11-23,74,or
2378,2020-11-23,43,pa
2379,2020-11-23,46,ri
2380,2020-11-23,70,sc
2381,2020-11-23,39,sd
2382,2020-11-23,83,tn
2383,2020-11-23,59,tx
2384,2020-11-23,78,us
2385,2020-11-23,51,ut
2386,2020-11-23,68,va
2387,2020-11-23,9,vt
2388,2020-11-23,64,wa
2389,2020-11-23,44,wi
2390,2020-11-23,35,wv
2391,2020-11-23,28,wy
2392,2020-11-24,30,ak
2393,2020-11-24,78,al
2394,2020-11-24,64,ar
2395,2020-11-24,74,az
2396,2020-11-24,69,ca
2397,2020-11-24,59,co
2398,2020-11-24,47,ct
2399,2020-11-24,59,dc
2400,2020-11-24,29,de
2401,2020-11-24,69,fl
2402,2020-11-24,64,ga
2403,2020-11-24,39,hi
2404,2020-11-24,48,ia
2405,2020-11-24,21,id
2406,2020-11-24,64,il
2407,2020-11-24,71,in
2408,2020-11-24,67,ks
2409,2020-11-24,58,ky
2410,2020-11-24,51,la
2411,2020-11-24,71,ma
2412,2020-11-24,79,md
2413,2020-11-24,53,me
2414,2020-11-24,73,mi
2415,2020-11-24,56,mn
2416,2020-11-24,90,mo
2417,2020-11-24,57,ms
2418,2020-11-24,21,mt
2419,2020-11-24,76,nc
2420,2020-11-24,19,nd
2421,2020-11-24,56,ne
2422,2020-11-24,35,nh
2423,2020-11-24,70,nj
2424,2020-11-24,36,nm
2425,2020-11-24,83,nv
2426,2020-11-24,86,ny
2427,2020-11-24,51,oh
2428,2020-11-24,65,ok
2429,2020-11-24,55,or
2430,2020-11-24,48,pa
2431,2020-11-24,24,ri
2432,2020-11-24,71,sc
2433,2020-11-24,33,sd
2434,2020-11-24,71,tn
2435,2020-11-24,60,tx
2436,2020-11-24,74,us
2437,2020-11-24,37,ut
2438,2020-11-24,67,va
2439,2020-11-24,49,vt
2440,2020-11-24,55,wa
2441,2020-11-24,36,wi
2442,2020-11-24,8,wv
2443,2020-11-24,28,wy
2444,2020-11-25,10,ak
2445,2020-11-25,67,al
2446,2020-11-25,59,ar
2447,2020-11-25,69,az
2448,2020-11-25,69,ca
2449,2020-11-25,56,co
2450,2020-11-25,61,ct
2451,2020-11-25,61,dc
2452,2020-11-25,55,de
2453,2020-11-25,66,fl
2454,2020-11-25,60,ga
2455,2020-11-25,69,hi
2456,2020-11-25,49,ia
2457,2020-11-25,49,id
2458,2020-11-25,70,il
2459,2020-11-25,45,in
2460,2020-11-25,66,ks
2461,2020-11-25,58,ky
2462,2020-11-25,79,la
2463,2020-11-25,62,ma
2464,2020-11-25,66,md
2465,2020-11-25,58,me
2466,2020-11-25,52,mi
2467,2020-11-25,46,mn
2468,2020-11-25,72,mo
2469,2020-11-25,68,ms
2470,2020-11-25,15,mt
2471,2020-11-25,100,nc
2472,2020-11-25,25,nd
2473,2020-11-25,79,ne
2474,2020-11-25,40,nh
2475,2020-11-25,79,nj
2476,2020-11-25,38,nm
2477,2020-11-25,60,nv
2478,2020-11-25,76,ny
2479,2020-11-25,42,oh
2480,2020-11-25,62,ok
2481,2020-11-25,54,or
2482,2020-11-25,48,pa
2483,2020-11-25,37,ri
2484,2020-11-25,34,sc
2485,2020-11-25,0,sd
2486,2020-11-25,60,tn
2487,2020-11-25,65,tx
2488,2020-11-25,72,us
2489,2020-11-25,40,ut
2490,2020-11-25,67,va
2491,2020-11-25,78,vt
2492,2020-11-25,61,wa
2493,2020-11-25,36,wi
2494,2020-11-25,47,wv
2495,2020-11-25,19,wy
2496,2020-11-26,42,ak
2497,2020-11-26,47,al
2498,2020-11-26,38,ar
2499,2020-11-26,56,az
2500,2020-11-26,55,ca
2501,2020-11-26,46,co
2502,2020-11-26,36,ct
2503,2020-11-26,63,dc
2504,2020-11-26,39,de
2505,2020-11-26,60,fl
2506,2020-11-26,57,ga
2507,2020-11-26,35,hi
2508,2020-11-26,34,ia
2509,2020-11-26,40,id
2510,2020-11-26,59,il
2511,2020-11-26,50,in
2512,2020-11-26,64,ks
2513,2020-11-26,61,ky
2514,2020-11-26,36,la
2515,2020-11-26,56,ma
2516,2020-11-26,56,md
2517,2020-11-26,16,me
2518,2020-11-26,48,mi
2519,2020-11-26,36,mn
2520,2020-11-26,60,mo
2521,2020-11-26,42,ms
2522,2020-11-26,24,mt
2523,2020-11-26,62,nc
2524,2020-11-26,49,nd
2525,2020-11-26,42,ne
2526,2020-11-26,21,nh
2527,2020-11-26,60,nj
2528,2020-11-26,10,nm
2529,2020-11-26,49,nv
2530,2020-11-26,61,ny
2531,2020-11-26,40,oh
2532,2020-11-26,47,ok
2533,2020-11-26,41,or
2534,2020-11-26,40,pa
2535,2020-11-26,31,ri
2536,2020-11-26,45,sc
2537,2020-11-26,14,sd
2538,2020-11-26,57,tn
2539,2020-11-26,49,tx
2540,2020-11-26,62,us
2541,2020-11-26,34,ut
2542,2020-11-26,56,va
2543,2020-11-26,0,vt
2544,2020-11-26,54,wa
2545,2020-11-26,32,wi
2546,2020-11-26,16,wv
2547,2020-11-26,29,wy
2548,2020-11-27,35,ak
2549,2020-11-27,33,al
2550,2020-11-27,28,ar
2551,2020-11-27,42,az
2552,2020-11-27,50,ca
2553,2020-11-27,49,co
2554,2020-11-27,61,ct
2555,2020-11-27,43,dc
2556,2020-11-27,61,de
2557,2020-11-27,66,fl
2558,2020-11-27,56,ga
2559,2020-11-27,27,hi
2560,2020-11-27,23,ia
2561,2020-11-27,32,id
2562,2020-11-27,64,il
2563,2020-11-27,53,in
2564,2020-11-27,53,ks
2565,2020-11-27,77,ky
2566,2020-11-27,55,la
2567,2020-11-27,60,ma
2568,2020-11-27,49,md
2569,2020-11-27,41,me
2570,2020-11-27,52,mi
2571,2020-11-27,57,mn
2572,2020-11-27,56,mo
2573,2020-11-27,39,ms
2574,2020-11-27,78,mt
2575,2020-11-27,66,nc
2576,2020-11-27,16,nd
2577,2020-11-27,62,ne
2578,2020-11-27,29,nh
2579,2020-11-27,66,nj
2580,2020-11-27,29,nm
2581,2020-11-27,76,nv
2582,2020-11-27,63,ny
2583,2020-11-27,54,oh
2584,2020-11-27,61,ok
2585,2020-11-27,42,or
2586,2020-11-27,41,pa
2587,2020-11-27,37,ri
2588,2020-11-27,57,sc
2589,2020-11-27,33,sd
2590,2020-11-27,63,tn
2591,2020-11-27,55,tx
2592,2020-11-27,65,us
2593,2020-11-27,18,ut
2594,2020-11-27,60,va
2595,2020-11-27,37,vt
2596,2020-11-27,75,wa
2597,2020-11-27,30,wi
2598,2020-11-27,19,wv
2599,2020-11-27,0,wy
2600,2020-11-28,23,ak
2601,2020-11-28,70,al
2602,2020-11-28,78,ar
2603,2020-11-28,75,az
2604,2020-11-28,64,ca
2605,2020-11-28,48,co
2606,2020-11-28,59,ct
2607,2020-11-28,55,dc
2608,2020-11-28,39,de
2609,2020-11-28,81,fl
2610,2020-11-28,69,ga
2611,2020-11-28,32,hi
2612,2020-11-28,26,ia
2613,2020-11-28,18,id
2614,2020-11-28,68,il
2615,2020-11-28,64,in
2616,2020-11-28,23,ks
2617,2020-11-28,64,ky
2618,2020-11-28,70,la
2619,2020-11-28,63,ma
2620,2020-11-28,70,md
2621,2020-11-28,44,me
2622,2020-11-28,60,mi
2623,2020-11-28,50,mn
2624,2020-11-28,53,mo
2625,2020-11-28,63,ms
2626,2020-11-28,39,mt
2627,2020-11-28,68,nc
2628,2020-11-28,17,nd
2629,2020-11-28,57,ne
2630,2020-11-28,20,nh
2631,2020-11-28,54,nj
2632,2020-11-28,44,nm
2633,2020-11-28,57,nv
2634,2020-11-28,73,ny
2635,2020-11-28,48,oh
2636,2020-11-28,66,ok
2637,2020-11-28,51,or
2638,2020-11-28,50,pa
2639,2020-11-28,38,ri
2640,2020-11-28,60,sc
2641,2020-11-28,29,sd
2642,2020-11-28,61,tn
2643,2020-11-28,62,tx
2644,2020-11-28,71,us
2645,2020-11-28,53,ut
2646,2020-11-28,49,va
2647,2020-11-28,56,vt
2648,2020-11-28,68,wa
2649,2020-11-28,34,wi
2650,2020-11-28,12,wv
2651,2020-11-28,29,wy
2652,2020-11-29,22,ak
2653,2020-11-29,62,al
2654,2020-11-29,52,ar
2655,2020-11-29,48,az
2656,2020-11-29,59,ca
2657,2020-11-29,67,co
2658,2020-11-29,44,ct
2659,2020-11-29,53,dc
2660,2020-11-29,31,de
2661,2020-11-29,62,fl
2662,2020-11-29,52,ga
2663,2020-11-29,54,hi
2664,2020-11-29,24,ia
2665,2020-11-29,46,id
2666,2020-11-29,50,il
2667,2020-11-29,42,in
2668,2020-11-29,50,ks
2669,2020-11-29,46,ky
2670,2020-11-29,74,la
2671,2020-11-29,69,ma
2672,2020-11-29,80,md
2673,2020-11-29,42,me
2674,2020-11-29,53,mi
2675,2020-11-29,80,mn
2676,2020-11-29,46,mo
2677,2020-11-29,44,ms
2678,2020-11-29,24,mt
2679,2020-11-29,60,nc
2680,2020-11-29,5,nd
2681,2020-11-29,54,ne
2682,2020-11-29,21,nh
2683,2020-11-29,70,nj
2684,2020-11-29,46,nm
2685,2020-11-29,56,nv
2686,2020-11-29,76,ny
2687,2020-11-29,53,oh
2688,2020-11-29,48,ok
2689,2020-11-29,52,or
2690,2020-11-29,46,pa
2691,2020-11-29,31,ri
2692,2020-11-29,39,sc
2693,2020-11-29,28,sd
2694,2020-11-29,54,tn
2695,2020-11-29,58,tx
2696,2020-11-29,69,us
2697,2020-11-29,28,ut
2698,2020-11-29,64,va
2699,2020-11-29,47,vt
2700,2020-11-29,54,wa
2701,2020-11-29,39,wi
2702,2020-11-29,16,wv
2703,2020-11-29,39,wy
2704,2020-11-30,19,ak
2705,2020-11-30,57,al
2706,2020-11-30,58,ar
2707,2020-11-30,50,az
2708,2020-11-30,53,ca
2709,2020-11-30,48,co
2710,2020-11-30,45,ct
2711,2020-11-30,52,dc
2712,2020-11-30,13,de
2713,2020-11-30,60,fl
2714,2020-11-30,71,ga
2715,2020-11-30,20,hi
2716,2020-11-30,40,ia
2717,2020-11-30,28,id
2718,2020-11-30,66,il
2719,2020-11-30,71,in
2720,2020-11-30,43,ks
2721,2020-11-30,48,ky
2722,2020-11-30,64,la
2723,2020-11-30,53,ma
2724,2020-11-30,51,md
2725,2020-11-30,50,me
2726,2020-11-30,54,mi
2727,2020-11-30,48,mn
2728,2020-11-30,53,mo
2729,2020-11-30,35,ms
2730,2020-11-30,57,mt
2731,2020-11-30,69,nc
2732,2020-11-30,32,nd
2733,2020-11-30,75,ne
2734,2020-11-30,18,nh
2735,2020-11-30,45,nj
2736,2020-11-30,17,nm
2737,2020-11-30,48,nv
2738,2020-11-30,56,ny
2739,2020-11-30,50,oh
2740,2020-11-30,57,ok
2741,2020-11-30,61,or
2742,2020-11-30,35,pa
2743,2020-11-30,21,ri
2744,2020-11-30,47,sc
2745,2020-11-30,44,sd
2746,2020-11-30,50,tn
2747,2020-11-30,55,tx
2748,2020-11-30,64,us
2749,2020-11-30,20,ut
2750,2020-11-30,60,va
2751,2020-11-30,27,vt
2752,2020-11-30,57,wa
2753,2020-11-30,30,wi
2754,2020-11-30,21,wv
2755,2020-11-30,27,wy
2756,2020-12-01,0,ak
2757,2020-12-01,42,al
2758,2020-12-01,35,ar
2759,2020-12-01,57,az
2760,2020-12-01,64,ca
2761,2020-12-01,51,co
2762,2020-12-01,52,ct
2763,2020-12-01,63,dc
2764,2020-12-01,22,de
2765,2020-12-01,62,fl
2766,2020-12-01,62,ga
2767,2020-12-01,29,hi
2768,2020-12-01,19,ia
2769,2020-12-01,28,id
2770,2020-12-01,55,il
2771,2020-12-01,62,in
2772,2020-12-01,48,ks
2773,2020-12-01,59,ky
2774,2020-12-01,37,la
2775,2020-12-01,57,ma
2776,2020-12-01,61,md
2777,2020-12-01,31,me
2778,2020-12-01,61,mi
2779,2020-12-01,57,mn
2780,2020-12-01,46,mo
2781,2020-12-01,47,ms
2782,2020-12-01,20,mt
2783,2020-12-01,61,nc
2784,2020-12-01,9,nd
2785,2020-12-01,34,ne
2786,2020-12-01,54,nh
2787,2020-12-01,57,nj
2788,2020-12-01,55,nm
2789,2020-12-01,52,nv
2790,2020-12-01,61,ny
2791,2020-12-01,54,oh
2792,2020-12-01,62,ok
2793,2020-12-01,69,or
2794,2020-12-01,34,pa
2795,2020-12-01,40,ri
2796,2020-12-01,59,sc
2797,2020-12-01,50,sd
2798,2020-12-01,59,tn
2799,2020-12-01,56,tx
2800,2020-12-01,63,us
2801,2020-12-01,45,ut
2802,2020-12-01,43,va
2803,2020-12-01,29,vt
2804,2020-12-01,55,wa
2805,2020-12-01,34,wi
2806,2020-12-01,43,wv
2807,2020-12-01,46,wy
2808,2020-12-02,30,ak
2809,2020-12-02,48,al
2810,2020-12-02,43,ar
2811,2020-12-02,57,az
2812,2020-12-02,60,ca
2813,2020-12-02,44,co
2814,2020-12-02,41,ct
2815,2020-12-02,61,dc
2816,2020-12-02,29,de
2817,2020-12-02,64,fl
2818,2020-12-02,70,ga
2819,2020-12-02,55,hi
2820,2020-12-02,33,ia
2821,2020-12-02,34,id
2822,2020-12-02,48,il
2823,2020-12-02,65,in
2824,2020-12-02,53,ks
2825,2020-12-02,48,ky
2826,2020-12-02,63,la
2827,2020-12-02,70,ma
2828,2020-12-02,57,md
2829,2020-12-02,31,me
2830,2020-12-02,47,mi
2831,2020-12-02,59,mn
2832,2020-12-02,72,mo
2833,2020-12-02,79,ms
2834,2020-12-02,21,mt
2835,2020-12-02,51,nc
2836,2020-12-02,42,nd
2837,2020-12-02,43,ne
2838,2020-12-02,25,nh
2839,2020-12-02,71,nj
2840,2020-12-02,30,nm
2841,2020-12-02,47,nv
2842,2020-12-02,66,ny
2843,2020-12-02,32,oh
2844,2020-12-02,65,ok
2845,2020-12-02,63,or
2846,2020-12-02,48,pa
2847,2020-12-02,40,ri
2848,2020-12-02,29,sc
2849,2020-12-02,38,sd
2850,2020-12-02,49,tn
2851,2020-12-02,59,tx
2852,2020-12-02,61,us
2853,2020-12-02,38,ut
2854,2020-12-02,71,va
2855,2020-12-02,28,vt
2856,2020-12-02,77,wa
2857,2020-12-02,36,wi
2858,2020-12-02,18,wv
2859,2020-12-02,45,wy
2860,2020-12-03,20,ak
2861,2020-12-03,56,al
2862,2020-12-03,56,ar
2863,2020-12-03,62,az
2864,2020-12-03,65,ca
2865,2020-12-03,70,co
2866,2020-12-03,41,ct
2867,2020-12-03,65,dc
2868,2020-12-03,66,de
2869,2020-12-03,73,fl
2870,2020-12-03,63,ga
2871,2020-12-03,20,hi
2872,2020-12-03,52,ia
2873,2020-12-03,21,id
2874,2020-12-03,64,il
2875,2020-12-03,72,in
2876,2020-12-03,44,ks
2877,2020-12-03,66,ky
2878,2020-12-03,66,la
2879,2020-12-03,74,ma
2880,2020-12-03,58,md
2881,2020-12-03,63,me
2882,2020-12-03,63,mi
2883,2020-12-03,46,mn
2884,2020-12-03,52,mo
2885,2020-12-03,64,ms
2886,2020-12-03,29,mt
2887,2020-12-03,51,nc
2888,2020-12-03,19,nd
2889,2020-12-03,57,ne
2890,2020-12-03,29,nh
2891,2020-12-03,66,nj
2892,2020-12-03,31,nm
2893,2020-12-03,44,nv
2894,2020-12-03,58,ny
2895,2020-12-03,53,oh
2896,2020-12-03,51,ok
2897,2020-12-03,86,or
2898,2020-12-03,48,pa
2899,2020-12-03,23,ri
2900,2020-12-03,37,sc
2901,2020-12-03,20,sd
2902,2020-12-03,55,tn
2903,2020-12-03,64,tx
2904,2020-12-03,66,us
2905,2020-12-03,48,ut
2906,2020-12-03,73,va
