,time_value,trend,geo_value
1011,2020-10-28,65,mn
1012,2020-10-28,51,mo
1013,2020-10-28,79,ms
1014,2020-10-28,59,mt
1015,2020-10-28,57,nc
1016,2020-10-28,38,nd
1017,2020-10-28,72,ne
1018,2020-10-28,3,nh
1019,2020-10-28,79,nj
1020,2020-10-28,49,nm
1021,2020-10-28,72,nv
1022,2020-10-28,88,ny
1023,2020-10-28,58,oh
1024,2020-10-28,42,ok
1025,2020-10-28,58,or
1026,2020-10-28,48,pa
1027,2020-10-28,37,ri
1028,2020-10-28,60,sc
1029,2020-10-28,41,sd
1030,2020-10-28,94,tn
1031,2020-10-28,61,tx
1032,2020-10-28,85,us
1033,2020-10-28,42,ut
1034,2020-10-28,64,va
1035,2020-10-28,37,vt
1036,2020-10-28,76,wa
1037,2020-10-28,47,wi
1038,2020-10-28,30,wv
1039,2020-10-28,28,wy
1040,2020-10-29,54,ak
1041,2020-10-29,71,al
1042,2020-10-29,53,ar
1043,2020-10-29,80,az
1044,2020-10-29,87,ca
1045,2020-10-29,67,co
1046,2020-10-29,85,ct
1047,2020-10-29,76,dc
1048,2020-10-29,44,de
1049,2020-10-29,93,fl
1050,2020-10-29,53,ga
1051,2020-10-29,46,hi
1052,2020-10-29,38,ia
1053,2020-10-29,66,id
1054,2020-10-29,81,il
1055,2020-10-29,66,in
1056,2020-10-29,67,ks
1057,2020-10-29,96,ky
1058,2020-10-29,73,la
1059,2020-10-29,77,ma
1060,2020-10-29,53,md
1061,2020-10-29,26,me
1062,2020-10-29,83,mi
1063,2020-10-29,72,mn
1064,2020-10-29,40,mo
1065,2020-10-29,41,ms
1066,2020-10-29,30,mt
1067,2020-10-29,48,nc
1068,2020-10-29,48,nd
1069,2020-10-29,55,ne
1070,2020-10-29,41,nh
1071,2020-10-29,81,nj
1072,2020-10-29,80,nm
1073,2020-10-29,72,nv
1074,2020-10-29,74,ny
1075,2020-10-29,66,oh
1076,2020-10-29,39,ok
1077,2020-10-29,75,or
1078,2020-10-29,62,pa
1079,2020-10-29,49,ri
1080,2020-10-29,51,sc
1081,2020-10-29,39,sd
1082,2020-10-29,79,tn
1083,2020-10-29,86,tx
1084,2020-10-29,83,us
1085,2020-10-29,48,ut
1086,2020-10-29,81,va
1087,2020-10-29,29,vt
1088,2020-10-29,69,wa
1089,2020-10-29,44,wi
1090,2020-10-29,22,wv
1091,2020-10-29,85,wy
1092,2020-10-30,32,ak
1093,2020-10-30,59,al
1094,2020-10-30,70,ar
1095,2020-10-30,81,az
1096,2020-10-30,100,ca
1097,2020-10-30,65,co
1098,2020-10-30,75,ct
1099,2020-10-30,67,dc
1100,2020-10-30,83,de
1101,2020-10-30,92,fl
1102,2020-10-30,68,ga
1103,2020-10-30,100,hi
1104,2020-10-30,47,ia
1105,2020-10-30,31,id
1106,2020-10-30,77,il
1107,2020-10-30,94,in
1108,2020-10-30,68,ks
1109,2020-10-30,50,ky
1110,2020-10-30,71,la
1111,2020-10-30,68,ma
1112,2020-10-30,60,md
1113,2020-10-30,54,me
1114,2020-10-30,86,mi
1115,2020-10-30,62,mn
1116,2020-10-30,89,mo
1117,2020-10-30,54,ms
1118,2020-10-30,37,mt
1119,2020-10-30,54,nc
1120,2020-10-30,50,nd
1121,2020-10-30,51,ne
1122,2020-10-30,39,nh
1123,2020-10-30,76,nj
1124,2020-10-30,60,nm
1125,2020-10-30,100,nv
1126,2020-10-30,100,ny
1127,2020-10-30,67,oh
1128,2020-10-30,68,ok
1129,2020-10-30,80,or
1130,2020-10-30,54,pa
1131,2020-10-30,39,ri
1132,2020-10-30,68,sc
1133,2020-10-30,21,sd
1134,2020-10-30,98,tn
1135,2020-10-30,82,tx
1136,2020-10-30,94,us
1137,2020-10-30,59,ut
1138,2020-10-30,64,va
1139,2020-10-30,39,vt
1140,2020-10-30,100,wa
1141,2020-10-30,51,wi
1142,2020-10-30,35,wv
1143,2020-10-30,36,wy
1144,2020-10-31,36,ak
1145,2020-10-31,67,al
1146,2020-10-31,76,ar
1147,2020-10-31,78,az
1148,2020-10-31,99,ca
1149,2020-10-31,82,co
1150,2020-10-31,81,ct
1151,2020-10-31,86,dc
1152,2020-10-31,70,de
1153,2020-10-31,94,fl
1154,2020-10-31,89,ga
1155,2020-10-31,46,hi
1156,2020-10-31,47,ia
1157,2020-10-31,72,id
1158,2020-10-31,80,il
1159,2020-10-31,98,in
1160,2020-10-31,38,ks
1161,2020-10-31,83,ky
1162,2020-10-31,98,la
1163,2020-10-31,77,ma
1164,2020-10-31,98,md
1165,2020-10-31,36,me
1166,2020-10-31,78,mi
1167,2020-10-31,96,mn
1168,2020-10-31,100,mo
1169,2020-10-31,66,ms
1170,2020-10-31,58,mt
1171,2020-10-31,66,nc
1172,2020-10-31,28,nd
1173,2020-10-31,56,ne
1174,2020-10-31,40,nh
1175,2020-10-31,98,nj
1176,2020-10-31,80,nm
1177,2020-10-31,72,nv
1178,2020-10-31,100,ny
1179,2020-10-31,79,oh
1180,2020-10-31,81,ok
1181,2020-10-31,62,or
1182,2020-10-31,53,pa
1183,2020-10-31,93,ri
1184,2020-10-31,86,sc
1185,2020-10-31,30,sd
1186,2020-10-31,91,tn
1187,2020-10-31,100,tx
1188,2020-10-31,100,us
1189,2020-10-31,69,ut
1190,2020-10-31,82,va
1191,2020-10-31,100,vt
1192,2020-10-31,82,wa
1193,2020-10-31,48,wi
1194,2020-10-31,44,wv
1195,2020-10-31,61,wy
1196,2020-11-01,24,ak
1197,2020-11-01,92,al
1198,2020-11-01,53,ar
1199,2020-11-01,82,az
1200,2020-11-01,85,ca
1201,2020-11-01,49,co
1202,2020-11-01,44,ct
1203,2020-11-01,59,dc
1204,2020-11-01,25,de
1205,2020-11-01,83,fl
1206,2020-11-01,78,ga
1207,2020-11-01,92,hi
1208,2020-11-01,43,ia
1209,2020-11-01,40,id
1210,2020-11-01,71,il
1211,2020-11-01,56,in
1212,2020-11-01,51,ks
1213,2020-11-01,75,ky
1214,2020-11-01,47,la
1215,2020-11-01,93,ma
1216,2020-11-01,83,md
1217,2020-11-01,45,me
1218,2020-11-01,64,mi
1219,2020-11-01,69,mn
1220,2020-11-01,59,mo
1221,2020-11-01,65,ms
1222,2020-11-01,51,mt
1223,2020-11-01,53,nc
1224,2020-11-01,34,nd
1225,2020-11-01,41,ne
1226,2020-11-01,19,nh
1227,2020-11-01,74,nj
1228,2020-11-01,65,nm
1229,2020-11-01,78,nv
1230,2020-11-01,71,ny
1231,2020-11-01,76,oh
1232,2020-11-01,53,ok
1233,2020-11-01,62,or
1234,2020-11-01,42,pa
1235,2020-11-01,53,ri
1236,2020-11-01,60,sc
1237,2020-11-01,30,sd
1238,2020-11-01,79,tn
1239,2020-11-01,58,tx
1240,2020-11-01,76,us
1241,2020-11-01,34,ut
1242,2020-11-01,61,va
1243,2020-11-01,50,vt
1244,2020-11-01,66,wa
1245,2020-11-01,30,wi
1246,2020-11-01,21,wv
1247,2020-11-01,63,wy
1248,2020-11-02,32,ak
1249,2020-11-02,74,al
1250,2020-11-02,64,ar
1251,2020-11-02,69,az
1252,2020-11-02,60,ca
1253,2020-11-02,64,co
1254,2020-11-02,62,ct
1255,2020-11-02,57,dc
1256,2020-11-02,52,de
1257,2020-11-02,64,fl
1258,2020-11-02,69,ga
1259,2020-11-02,31,hi
1260,2020-11-02,32,ia
1261,2020-11-02,30,id
1262,2020-11-02,74,il
1263,2020-11-02,57,in
1264,2020-11-02,66,ks
1265,2020-11-02,71,ky
1266,2020-11-02,86,la
1267,2020-11-02,77,ma
1268,2020-11-02,62,md
1269,2020-11-02,47,me
1270,2020-11-02,64,mi
1271,2020-11-02,64,mn
1272,2020-11-02,44,mo
1273,2020-11-02,72,ms
1274,2020-11-02,51,mt
1275,2020-11-02,38,nc
1276,2020-11-02,34,nd
1277,2020-11-02,62,ne
1278,2020-11-02,40,nh
1279,2020-11-02,72,nj
1280,2020-11-02,39,nm
1281,2020-11-02,79,nv
1282,2020-11-02,71,ny
1283,2020-11-02,49,oh
1284,2020-11-02,46,ok
1285,2020-11-02,61,or
1286,2020-11-02,36,pa
1287,2020-11-02,27,ri
1288,2020-11-02,40,sc
1289,2020-11-02,14,sd
1290,2020-11-02,66,tn
1291,2020-11-02,70,tx
1292,2020-11-02,76,us
1293,2020-11-02,30,ut
1294,2020-11-02,71,va
1295,2020-11-02,55,vt
1296,2020-11-02,50,wa
1297,2020-11-02,45,wi
1298,2020-11-02,40,wv
1299,2020-11-02,28,wy
1300,2020-11-03,0,ak
1301,2020-11-03,81,al
1302,2020-11-03,43,ar
1303,2020-11-03,55,az
1304,2020-11-03,58,ca
1305,2020-11-03,64,co
1306,2020-11-03,53,ct
1307,2020-11-03,58,dc
1308,2020-11-03,45,de
1309,2020-11-03,68,fl
1310,2020-11-03,74,ga
1311,2020-11-03,40,hi
1312,2020-11-03,36,ia
1313,2020-11-03,20,id
1314,2020-11-03,60,il
1315,2020-11-03,49,in
1316,2020-11-03,32,ks
1317,2020-11-03,46,ky
1318,2020-11-03,62,la
1319,2020-11-03,82,ma
1320,2020-11-03,65,md
1321,2020-11-03,5,me
1322,2020-11-03,65,mi
1323,2020-11-03,43,mn
1324,2020-11-03,62,mo
1325,2020-11-03,54,ms
1326,2020-11-03,55,mt
1327,2020-11-03,37,nc
1328,2020-11-03,14,nd
1329,2020-11-03,47,ne
1330,2020-11-03,27,nh
1331,2020-11-03,48,nj
1332,2020-11-03,26,nm
1333,2020-11-03,51,nv
1334,2020-11-03,63,ny
1335,2020-11-03,48,oh
1336,2020-11-03,44,ok
1337,2020-11-03,53,or
1338,2020-11-03,38,pa
1339,2020-11-03,21,ri
1340,2020-11-03,36,sc
1341,2020-11-03,25,sd
1342,2020-11-03,50,tn
1343,2020-11-03,48,tx
1344,2020-11-03,61,us
1345,2020-11-03,36,ut
1346,2020-11-03,58,va
1347,2020-11-03,44,vt
1348,2020-11-03,44,wa
1349,2020-11-03,43,wi
1350,2020-11-03,19,wv
1351,2020-11-03,18,wy
1352,2020-11-04,32,ak
1353,2020-11-04,33,al
1354,2020-11-04,23,ar
1355,2020-11-04,28,az
1356,2020-11-04,31,ca
1357,2020-11-04,37,co
1358,2020-11-04,37,ct
1359,2020-11-04,37,dc
1360,2020-11-04,15,de
1361,2020-11-04,33,fl
1362,2020-11-04,35,ga
1363,2020-11-04,52,hi
1364,2020-11-04,16,ia
1365,2020-11-04,15,id
1366,2020-11-04,31,il
1367,2020-11-04,31,in
1368,2020-11-04,18,ks
1369,2020-11-04,42,ky
1370,2020-11-04,35,la
1371,2020-11-04,38,ma
1372,2020-11-04,37,md
1373,2020-11-04,23,me
1374,2020-11-04,30,mi
1375,2020-11-04,31,mn
1376,2020-11-04,32,mo
1377,2020-11-04,22,ms
1378,2020-11-04,21,mt
1379,2020-11-04,18,nc
1380,2020-11-04,12,nd
1381,2020-11-04,19,ne
1382,2020-11-04,15,nh
1383,2020-11-04,30,nj
1384,2020-11-04,26,nm
1385,2020-11-04,34,nv
1386,2020-11-04,40,ny
1387,2020-11-04,27,oh
1388,2020-11-04,16,ok
1389,2020-11-04,28,or
1390,2020-11-04,22,pa
1391,2020-11-04,21,ri
1392,2020-11-04,20,sc
1393,2020-11-04,16,sd
1394,2020-11-04,33,tn
1395,2020-11-04,33,tx
1396,2020-11-04,34,us
1397,2020-11-04,18,ut
1398,2020-11-04,34,va
1399,2020-11-04,30,vt
1400,2020-11-04,24,wa
1401,2020-11-04,24,wi
1402,2020-11-04,21,wv
1403,2020-11-04,21,wy
1404,2020-11-05,23,ak
1405,2020-11-05,63,al
1406,2020-11-05,20,ar
1407,2020-11-05,33,az
1408,2020-11-05,41,ca
1409,2020-11-05,43,co
1410,2020-11-05,33,ct
1411,2020-11-05,38,dc
1412,2020-11-05,6,de
1413,2020-11-05,44,fl
1414,2020-11-05,41,ga
1415,2020-11-05,26,hi
1416,2020-11-05,17,ia
1417,2020-11-05,24,id
1418,2020-11-05,37,il
1419,2020-11-05,41,in
1420,2020-11-05,24,ks
1421,2020-11-05,20,ky
1422,2020-11-05,46,la
1423,2020-11-05,75,ma
1424,2020-11-05,52,md
1425,2020-11-05,67,me
1426,2020-11-05,40,mi
1427,2020-11-05,35,mn
1428,2020-11-05,24,mo
1429,2020-11-05,21,ms
1430,2020-11-05,31,mt
1431,2020-11-05,38,nc
1432,2020-11-05,14,nd
1433,2020-11-05,29,ne
1434,2020-11-05,13,nh
1435,2020-11-05,52,nj
1436,2020-11-05,34,nm
1437,2020-11-05,22,nv
1438,2020-11-05,50,ny
1439,2020-11-05,36,oh
1440,2020-11-05,30,ok
1441,2020-11-05,42,or
1442,2020-11-05,30,pa
1443,2020-11-05,16,ri
1444,2020-11-05,36,sc
1445,2020-11-05,10,sd
1446,2020-11-05,45,tn
1447,2020-11-05,39,tx
1448,2020-11-05,48,us
1449,2020-11-05,28,ut
1450,2020-11-05,45,va
1451,2020-11-05,0,vt
1452,2020-11-05,40,wa
1453,2020-11-05,25,wi
1454,2020-11-05,22,wv
1455,2020-11-05,13,wy
1456,2020-11-06,42,ak
1457,2020-11-06,59,al
1458,2020-11-06,19,ar
1459,2020-11-06,43,az
1460,2020-11-06,48,ca
1461,2020-11-06,48,co
1462,2020-11-06,38,ct
1463,2020-11-06,39,dc
1464,2020-11-06,31,de
1465,2020-11-06,56,fl
1466,2020-11-06,44,ga
1467,2020-11-06,34,hi
1468,2020-11-06,38,ia
1469,2020-11-06,24,id
1470,2020-11-06,51,il
1471,2020-11-06,33,in
1472,2020-11-06,29,ks
1473,2020-11-06,40,ky
1474,2020-11-06,39,la
1475,2020-11-06,68,ma
1476,2020-11-06,46,md
1477,2020-11-06,94,me
1478,2020-11-06,44,mi
1479,2020-11-06,32,mn
1480,2020-11-06,47,mo
1481,2020-11-06,28,ms
1482,2020-11-06,23,mt
1483,2020-11-06,30,nc
1484,2020-11-06,12,nd
1485,2020-11-06,37,ne
1486,2020-11-06,24,nh
1487,2020-11-06,48,nj
1488,2020-11-06,36,nm
1489,2020-11-06,58,nv
1490,2020-11-06,50,ny
1491,2020-11-06,45,oh
1492,2020-11-06,40,ok
1493,2020-11-06,37,or
1494,2020-11-06,27,pa
1495,2020-11-06,40,ri
1496,2020-11-06,24,sc
1497,2020-11-06,17,sd
1498,2020-11-06,51,tn
1499,2020-11-06,47,tx
1500,2020-11-06,51,us
1501,2020-11-06,29,ut
1502,2020-11-06,32,va
1503,2020-11-06,54,vt
1504,2020-11-06,54,wa
1505,2020-11-06,39,wi
1506,2020-11-06,25,wv
1507,2020-11-06,23,wy
1508,2020-11-07,19,ak
1509,2020-11-07,41,al
1510,2020-11-07,30,ar
1511,2020-11-07,41,az
1512,2020-11-07,55,ca
1513,2020-11-07,38,co
1514,2020-11-07,52,ct
1515,2020-11-07,51,dc
1516,2020-11-07,22,de
1517,2020-11-07,69,fl
1518,2020-11-07,51,ga
1519,2020-11-07,56,hi
1520,2020-11-07,44,ia
1521,2020-11-07,57,id
1522,2020-11-07,58,il
1523,2020-11-07,57,in
1524,2020-11-07,42,ks
1525,2020-11-07,42,ky
1526,2020-11-07,58,la
1527,2020-11-07,76,ma
1528,2020-11-07,53,md
1529,2020-11-07,76,me
1530,2020-11-07,59,mi
1531,2020-11-07,43,mn
1532,2020-11-07,42,mo
1533,2020-11-07,38,ms
1534,2020-11-07,49,mt
1535,2020-11-07,36,nc
1536,2020-11-07,15,nd
1537,2020-11-07,40,ne
1538,2020-11-07,19,nh
1539,2020-11-07,55,nj
1540,2020-11-07,36,nm
1541,2020-11-07,40,nv
1542,2020-11-07,53,ny
1543,2020-11-07,41,oh
1544,2020-11-07,41,ok
1545,2020-11-07,58,or
1546,2020-11-07,32,pa
1547,2020-11-07,67,ri
1548,2020-11-07,44,sc
1549,2020-11-07,20,sd
1550,2020-11-07,49,tn
1551,2020-11-07,49,tx
1552,2020-11-07,58,us
1553,2020-11-07,31,ut
1554,2020-11-07,41,va
1555,2020-11-07,9,vt
1556,2020-11-07,63,wa
1557,2020-11-07,29,wi
1558,2020-11-07,19,wv
1559,2020-11-07,9,wy
1560,2020-11-08,42,ak
1561,2020-11-08,66,al
1562,2020-11-08,37,ar
1563,2020-11-08,56,az
1564,2020-11-08,60,ca
1565,2020-11-08,72,co
1566,2020-11-08,57,ct
1567,2020-11-08,49,dc
1568,2020-11-08,31,de
1569,2020-11-08,63,fl
1570,2020-11-08,68,ga
1571,2020-11-08,37,hi
1572,2020-11-08,28,ia
1573,2020-11-08,34,id
1574,2020-11-08,65,il
1575,2020-11-08,72,in
1576,2020-11-08,41,ks
1577,2020-11-08,54,ky
1578,2020-11-08,33,la
1579,2020-11-08,71,ma
1580,2020-11-08,50,md
1581,2020-11-08,100,me
1582,2020-11-08,57,mi
1583,2020-11-08,56,mn
1584,2020-11-08,65,mo
1585,2020-11-08,34,ms
1586,2020-11-08,21,mt
1587,2020-11-08,42,nc
1588,2020-11-08,11,nd
1589,2020-11-08,35,ne
1590,2020-11-08,20,nh
1591,2020-11-08,58,nj
1592,2020-11-08,57,nm
1593,2020-11-08,61,nv
1594,2020-11-08,64,ny
1595,2020-11-08,47,oh
1596,2020-11-08,49,ok
1597,2020-11-08,63,or
1598,2020-11-08,38,pa
1599,2020-11-08,21,ri
1600,2020-11-08,37,sc
1601,2020-11-08,28,sd
1602,2020-11-08,60,tn
1603,2020-11-08,55,tx
1604,2020-11-08,68,us
1605,2020-11-08,30,ut
1606,2020-11-08,61,va
1607,2020-11-08,0,vt
1608,2020-11-08,58,wa
1609,2020-11-08,41,wi
1610,2020-11-08,20,wv
1611,2020-11-08,9,wy
1612,2020-11-09,30,ak
1613,2020-11-09,52,al
1614,2020-11-09,46,ar
1615,2020-11-09,58,az
1616,2020-11-09,61,ca
1617,2020-11-09,70,co
1618,2020-11-09,36,ct
1619,2020-11-09,42,dc
1620,2020-11-09,14,de
1621,2020-11-09,63,fl
1622,2020-11-09,74,ga
1623,2020-11-09,62,hi
1624,2020-11-09,51,ia
1625,2020-11-09,49,id
1626,2020-11-09,70,il
1627,2020-11-09,49,in
1628,2020-11-09,76,ks
1629,2020-11-09,59,ky
1630,2020-11-09,51,la
1631,2020-11-09,54,ma
1632,2020-11-09,47,md
1633,2020-11-09,57,me
1634,2020-11-09,56,mi
1635,2020-11-09,56,mn
1636,2020-11-09,58,mo
1637,2020-11-09,56,ms
1638,2020-11-09,14,mt
1639,2020-11-09,44,nc
1640,2020-11-09,9,nd
1641,2020-11-09,41,ne
1642,2020-11-09,33,nh
1643,2020-11-09,50,nj
1644,2020-11-09,65,nm
1645,2020-11-09,34,nv
1646,2020-11-09,72,ny
1647,2020-11-09,59,oh
1648,2020-11-09,53,ok
1649,2020-11-09,70,or
1650,2020-11-09,41,pa
1651,2020-11-09,51,ri
1652,2020-11-09,48,sc
1653,2020-11-09,37,sd
1654,2020-11-09,65,tn
1655,2020-11-09,66,tx
1656,2020-11-09,70,us
1657,2020-11-09,100,ut
1658,2020-11-09,63,va
1659,2020-11-09,54,vt
1660,2020-11-09,72,wa
1661,2020-11-09,34,wi
1662,2020-11-09,21,wv
1663,2020-11-09,35,wy
1664,2020-11-10,69,ak
1665,2020-11-10,55,al
1666,2020-11-10,50,ar
1667,2020-11-10,42,az
1668,2020-11-10,55,ca
1669,2020-11-10,62,co
1670,2020-11-10,64,ct
1671,2020-11-10,43,dc
1672,2020-11-10,29,de
1673,2020-11-10,59,fl
1674,2020-11-10,58,ga
1675,2020-11-10,53,hi
1676,2020-11-10,44,ia
1677,2020-11-10,84,id
1678,2020-11-10,71,il
1679,2020-11-10,49,in
1680,2020-11-10,48,ks
1681,2020-11-10,42,ky
1682,2020-11-10,39,la
1683,2020-11-10,72,ma
1684,2020-11-10,55,md
1685,2020-11-10,37,me
1686,2020-11-10,58,mi
1687,2020-11-10,52,mn
1688,2020-11-10,41,mo
1689,2020-11-10,56,ms
1690,2020-11-10,48,mt
1691,2020-11-10,41,nc
1692,2020-11-10,18,nd
1693,2020-11-10,62,ne
1694,2020-11-10,17,nh
1695,2020-11-10,69,nj
1696,2020-11-10,41,nm
1697,2020-11-10,58,nv
1698,2020-11-10,64,ny
1699,2020-11-10,43,oh
1700,2020-11-10,81,ok
1701,2020-11-10,44,or
1702,2020-11-10,37,pa
1703,2020-11-10,61,ri
1704,2020-11-10,45,sc
1705,2020-11-10,48,sd
1706,2020-11-10,54,tn
1707,2020-11-10,66,tx
1708,2020-11-10,64,us
1709,2020-11-10,57,ut
1710,2020-11-10,54,va
1711,2020-11-10,19,vt
1712,2020-11-10,73,wa
1713,2020-11-10,37,wi
1714,2020-11-10,7,wv
1715,2020-11-10,17,wy
1716,2020-11-11,29,ak
1717,2020-11-11,46,al
1718,2020-11-11,77,ar
1719,2020-11-11,64,az
1720,2020-11-11,74,ca
1721,2020-11-11,59,co
1722,2020-11-11,58,ct
1723,2020-11-11,58,dc
1724,2020-11-11,57,de
1725,2020-11-11,60,fl
1726,2020-11-11,64,ga
1727,2020-11-11,56,hi
1728,2020-11-11,63,ia
1729,2020-11-11,28,id
1730,2020-11-11,91,il
1731,2020-11-11,60,in
1732,2020-11-11,53,ks
1733,2020-11-11,50,ky
1734,2020-11-11,56,la
1735,2020-11-11,79,ma
1736,2020-11-11,90,md
1737,2020-11-11,69,me
1738,2020-11-11,50,mi
1739,2020-11-11,62,mn
1740,2020-11-11,37,mo
1741,2020-11-11,41,ms
1742,2020-11-11,7,mt
1743,2020-11-11,48,nc
1744,2020-11-11,24,nd
1745,2020-11-11,60,ne
1746,2020-11-11,20,nh
1747,2020-11-11,57,nj
1748,2020-11-11,100,nm
1749,2020-11-11,75,nv
1750,2020-11-11,65,ny
1751,2020-11-11,71,oh
1752,2020-11-11,57,ok
1753,2020-11-11,55,or
1754,2020-11-11,47,pa
1755,2020-11-11,32,ri
1756,2020-11-11,35,sc
1757,2020-11-11,51,sd
1758,2020-11-11,48,tn
1759,2020-11-11,63,tx
1760,2020-11-11,72,us
1761,2020-11-11,65,ut
1762,2020-11-11,49,va
1763,2020-11-11,28,vt
1764,2020-11-11,53,wa
1765,2020-11-11,37,wi
1766,2020-11-11,11,wv
1767,2020-11-11,0,wy
1768,2020-11-12,9,ak
1769,2020-11-12,71,al
1770,2020-11-12,39,ar
1771,2020-11-12,72,az
1772,2020-11-12,68,ca
1773,2020-11-12,42,co
1774,2020-11-12,51,ct
1775,2020-11-12,68,dc
1776,2020-11-12,42,de
1777,2020-11-12,68,fl
1778,2020-11-12,53,ga
1779,2020-11-12,54,hi
1780,2020-11-12,65,ia
1781,2020-11-12,21,id
1782,2020-11-12,59,il
1783,2020-11-12,81,in
1784,2020-11-12,57,ks
1785,2020-11-12,48,ky
1786,2020-11-12,56,la
1787,2020-11-12,89,ma
1788,2020-11-12,84,md
1789,2020-11-12,56,me
1790,2020-11-12,63,mi
1791,2020-11-12,73,mn
1792,2020-11-12,54,mo
1793,2020-11-12,52,ms
1794,2020-11-12,28,mt
1795,2020-11-12,44,nc
1796,2020-11-12,42,nd
1797,2020-11-12,65,ne
1798,2020-11-12,30,nh
1799,2020-11-12,55,nj
1800,2020-11-12,49,nm
1801,2020-11-12,81,nv
1802,2020-11-12,73,ny
1803,2020-11-12,100,oh
1804,2020-11-12,65,ok
1805,2020-11-12,81,or
1806,2020-11-12,43,pa
1807,2020-11-12,35,ri
1808,2020-11-12,27,sc
1809,2020-11-12,38,sd
1810,2020-11-12,66,tn
1811,2020-11-12,73,tx
1812,2020-11-12,74,us
1813,2020-11-12,41,ut
1814,2020-11-12,57,va
1815,2020-11-12,27,vt
1816,2020-11-12,73,wa
1817,2020-11-12,32,wi
1818,2020-11-12,21,wv
1819,2020-11-12,18,wy
1820,2020-11-13,52,ak
1821,2020-11-13,49,al
1822,2020-11-13,77,ar
1823,2020-11-13,90,az
1824,2020-11-13,69,ca
1825,2020-11-13,80,co
1826,2020-11-13,79,ct
1827,2020-11-13,64,dc
1828,2020-11-13,37,de
1829,2020-11-13,77,fl
1830,2020-11-13,61,ga
1831,2020-11-13,25,hi
1832,2020-11-13,64,ia
1833,2020-11-13,53,id
1834,2020-11-13,69,il
1835,2020-11-13,59,in
1836,2020-11-13,87,ks
1837,2020-11-13,84,ky
1838,2020-11-13,58,la
1839,2020-11-13,77,ma
1840,2020-11-13,73,md
1841,2020-11-13,77,me
1842,2020-11-13,78,mi
1843,2020-11-13,56,mn
1844,2020-11-13,93,mo
1845,2020-11-13,38,ms
1846,2020-11-13,43,mt
1847,2020-11-13,45,nc
1848,2020-11-13,19,nd
1849,2020-11-13,48,ne
1850,2020-11-13,31,nh
1851,2020-11-13,85,nj
1852,2020-11-13,59,nm
1853,2020-11-13,94,nv
1854,2020-11-13,63,ny
1855,2020-11-13,67,oh
1856,2020-11-13,61,ok
1857,2020-11-13,92,or
1858,2020-11-13,48,pa
1859,2020-11-13,83,ri
1860,2020-11-13,48,sc
1861,2020-11-13,26,sd
1862,2020-11-13,82,tn
1863,2020-11-13,63,tx
1864,2020-11-13,80,us
1865,2020-11-13,31,ut
1866,2020-11-13,66,va
1867,2020-11-13,37,vt
1868,2020-11-13,69,wa
1869,2020-11-13,33,wi
1870,2020-11-13,51,wv
1871,2020-11-13,58,wy
1872,2020-11-14,33,ak
1873,2020-11-14,87,al
1874,2020-11-14,68,ar
1875,2020-11-14,57,az
1876,2020-11-14,76,ca
1877,2020-11-14,65,co
1878,2020-11-14,77,ct
1879,2020-11-14,87,dc
1880,2020-11-14,40,de
1881,2020-11-14,82,fl
1882,2020-11-14,57,ga
1883,2020-11-14,38,hi
1884,2020-11-14,49,ia
1885,2020-11-14,44,id
1886,2020-11-14,94,il
1887,2020-11-14,76,in
1888,2020-11-14,73,ks
1889,2020-11-14,66,ky
1890,2020-11-14,46,la
1891,2020-11-14,77,ma
1892,2020-11-14,96,md
1893,2020-11-14,89,me
1894,2020-11-14,75,mi
1895,2020-11-14,86,mn
1896,2020-11-14,87,mo
1897,2020-11-14,49,ms
1898,2020-11-14,45,mt
1899,2020-11-14,46,nc
1900,2020-11-14,100,nd
1901,2020-11-14,100,ne
1902,2020-11-14,55,nh
1903,2020-11-14,73,nj
1904,2020-11-14,51,nm
1905,2020-11-14,67,nv
1906,2020-11-14,82,ny
1907,2020-11-14,69,oh
1908,2020-11-14,50,ok
1909,2020-11-14,67,or
1910,2020-11-14,45,pa
1911,2020-11-14,66,ri
1912,2020-11-14,47,sc
1913,2020-11-14,29,sd
1914,2020-11-14,73,tn
1915,2020-11-14,64,tx
1916,2020-11-14,85,us
1917,2020-11-14,44,ut
1918,2020-11-14,77,va
1919,2020-11-14,82,vt
1920,2020-11-14,80,wa
1921,2020-11-14,35,wi
1922,2020-11-14,100,wv
1923,2020-11-14,47,wy
1924,2020-11-15,56,ak
1925,2020-11-15,86,al
1926,2020-11-15,43,ar
1927,2020-11-15,58,az
1928,2020-11-15,68,ca
1929,2020-11-15,82,co
1930,2020-11-15,65,ct
1931,2020-11-15,61,dc
1932,2020-11-15,31,de
1933,2020-11-15,72,fl
1934,2020-11-15,79,ga
1935,2020-11-15,77,hi
1936,2020-11-15,54,ia
1937,2020-11-15,66,id
1938,2020-11-15,74,il
1939,2020-11-15,78,in
1940,2020-11-15,68,ks
1941,2020-11-15,63,ky
1942,2020-11-15,96,la
1943,2020-11-15,91,ma
1944,2020-11-15,100,md
1945,2020-11-15,70,me
1946,2020-11-15,74,mi
1947,2020-11-15,79,mn
1948,2020-11-15,80,mo
1949,2020-11-15,64,ms
1950,2020-11-15,37,mt
1951,2020-11-15,45,nc
1952,2020-11-15,55,nd
1953,2020-11-15,64,ne
1954,2020-11-15,35,nh
1955,2020-11-15,75,nj
1956,2020-11-15,67,nm
1957,2020-11-15,63,nv
1958,2020-11-15,85,ny
