,geo_value,time_value,value,sample_size,positive,negative,trend
1560,ak,2020-11-08,83.6905,419.0,350.6631,68.3369,42
1561,al,2020-11-08,80.5822,1768.0351,1424.7209,343.3142,66
1562,ar,2020-11-08,84.0275,1310.6321,1101.2915,209.3406,37
1563,az,2020-11-08,87.0955,2653.1094,2310.7384,342.371,56
1564,ca,2020-11-08,91.0673,9520.1727,8669.762,850.4107,60
1565,co,2020-11-08,90.1865,2693.9312,2429.5633,264.3679,72
1566,ct,2020-11-08,95.3304,1830.0,1744.5467,85.4533,57
1567,dc,2020-11-08,98.249,256.0,251.5175,4.4825,49
1568,de,2020-11-08,93.1862,520.0,484.5681,35.4319,31
1569,fl,2020-11-08,83.6869,7683.0016,6429.6645,1253.3371,63
1570,ga,2020-11-08,79.8334,3060.9777,2443.6821,617.2956,68
1571,hi,2020-11-08,93.0524,438.0,407.5695,30.4305,37
1572,ia,2020-11-08,80.3166,2164.5295,1738.476,426.0535,28
1573,id,2020-11-08,75.4748,1053.0582,794.7937,258.2645,34
1574,il,2020-11-08,90.2138,5941.0223,5359.62,581.4023,65
1575,in,2020-11-08,86.1,3240.0004,2789.6389,450.3615,72
1576,ks,2020-11-08,82.7419,1665.0589,1377.7022,287.3567,41
1577,ky,2020-11-08,87.8511,2075.4312,1823.2891,252.1421,54
1578,la,2020-11-08,77.7922,1721.3676,1339.0906,382.277,33
1579,ma,2020-11-08,94.2645,2623.008,2472.5654,150.4426,71
1580,md,2020-11-08,93.687,2081.9988,1950.5619,131.4369,50
1581,me,2020-11-08,87.2308,974.0,849.6277,124.3723,100
1582,mi,2020-11-08,90.6533,5386.0131,4882.5987,503.4144,57
1583,mn,2020-11-08,90.5314,2486.2939,2250.8768,235.4171,56
1584,mo,2020-11-08,81.7006,2673.9884,2184.6652,489.3232,65
1585,ms,2020-11-08,80.6341,1063.5332,857.5704,205.9628,34
1586,mt,2020-11-08,81.3476,766.5835,623.5969,142.9866,21
1587,nc,2020-11-08,85.5978,3738.0041,3199.6479,538.3562,42
1588,nd,2020-11-08,80.0325,464.5006,371.7515,92.7491,11
1589,ne,2020-11-08,85.1717,1166.4891,993.5183,172.9708,35
1590,nh,2020-11-08,92.3481,855.0,789.5765,65.4235,20
1591,nj,2020-11-08,93.5697,2805.9988,2625.5633,180.4355,58
1592,nm,2020-11-08,92.8383,1081.1361,1003.7079,77.4282,57
1593,nv,2020-11-08,87.6144,963.8276,844.4515,119.3761,61
1594,ny,2020-11-08,94.2811,5847.999,5513.5566,334.4424,64
1595,oh,2020-11-08,87.4412,5529.0025,4834.6285,694.374,47
1596,ok,2020-11-08,77.292,1915.7557,1480.726,435.0297,49
1597,or,2020-11-08,89.0256,2072.0178,1844.626,227.3918,63
1598,pa,2020-11-08,87.6833,5727.0034,5021.6261,705.3773,38
1599,ri,2020-11-08,95.1016,539.992,513.541,26.451,21
1600,sc,2020-11-08,83.545,2518.0024,2103.6656,414.3368,37
1601,sd,2020-11-08,77.6546,589.5043,457.7773,131.727,28
1602,tn,2020-11-08,81.8281,2798.5711,2290.0162,508.5549,60
1603,tx,2020-11-08,87.1107,8818.2525,7681.6382,1136.6143,55
1604,us,2020-11-08,86.7109,128909.3913,112815.5112,16093.8801,68
1605,ut,2020-11-08,87.1406,1581.8244,1378.4119,203.4125,30
1606,va,2020-11-08,90.3566,3596.7349,3249.8857,346.8492,61
1607,vt,2020-11-08,93.2648,437.0012,407.5684,29.4328,0
1608,wa,2020-11-08,91.359,3221.9792,2943.5679,278.4113,58
1609,wi,2020-11-08,88.077,3097.9851,2728.6129,369.3722,41
1610,wv,2020-11-08,85.217,1112.1019,947.7,164.4019,20
1611,wy,2020-11-08,68.1801,361.9608,246.7851,115.1757,9
1612,ak,2020-11-09,85.0,389.0,330.65,58.35,30
1613,al,2020-11-09,80.4177,1697.0418,1364.722,332.3198,52
1614,ar,2020-11-09,83.5164,1239.6255,1035.29,204.3355,46
1615,az,2020-11-09,87.8213,2532.1094,2223.7312,308.3782,58
1616,ca,2020-11-09,91.5331,9311.69,8523.2747,788.4153,61
1617,co,2020-11-09,90.707,2661.933,2414.5599,247.3731,70
1618,ct,2020-11-09,94.8638,1761.0,1670.5514,90.4486,36
1619,dc,2020-11-09,98.4649,227.0,223.5154,3.4846,42
1620,de,2020-11-09,93.8508,495.0,464.5615,30.4385,14
1621,fl,2020-11-09,83.982,7219.0015,6062.6615,1156.34,63
1622,ga,2020-11-09,79.8429,2863.9765,2286.6831,577.2934,74
1623,hi,2020-11-09,94.5093,427.0,403.5549,23.4451,62
1624,ia,2020-11-09,81.2117,2155.5049,1750.523,404.9819,51
1625,id,2020-11-09,76.9723,991.3216,763.0427,228.2789,49
1626,il,2020-11-09,90.0997,5620.0223,5063.6212,556.4011,70
1627,in,2020-11-09,86.4747,3108.0036,2687.6382,420.3654,49
1628,ks,2020-11-09,83.6422,1610.0291,1346.6637,263.3654,76
1629,ky,2020-11-09,88.0257,1983.0523,1745.595,237.4573,59
1630,la,2020-11-09,77.9853,1618.368,1262.0888,356.2792,51
1631,ma,2020-11-09,93.9796,2449.0075,2301.5677,147.4398,54
1632,md,2020-11-09,93.3981,2005.9989,1873.5649,132.434,47
1633,me,2020-11-09,87.8219,931.0,817.6218,113.3782,57
1634,mi,2020-11-09,91.0328,5246.014,4775.5954,470.4186,56
1635,mn,2020-11-09,90.5776,2423.2426,2194.9155,228.3271,56
1636,mo,2020-11-09,82.596,2542.0883,2099.6638,442.4245,58
1637,ms,2020-11-09,80.6259,1017.3179,820.2217,197.0962,56
1638,mt,2020-11-09,83.634,745.609,623.5823,122.0267,14
1639,nc,2020-11-09,85.8398,3583.0042,3075.6451,507.3591,44
1640,nd,2020-11-09,79.1679,459.4983,363.7751,95.7232,9
1641,ne,2020-11-09,85.4703,1094.5763,935.5374,159.0389,41
1642,nh,2020-11-09,91.3603,815.0,744.5864,70.4136,33
1643,nj,2020-11-09,93.3269,2598.9985,2425.5653,173.4332,50
1644,nm,2020-11-09,93.3247,1055.1338,984.701,70.4328,65
1645,nv,2020-11-09,88.4608,956.6082,846.2236,110.3846,34
1646,ny,2020-11-09,94.1557,5636.9996,5307.5583,329.4413,72
1647,oh,2020-11-09,87.732,5333.9992,4679.6225,654.3767,59
1648,ok,2020-11-09,78.4647,1894.7559,1486.7146,408.0413,53
1649,or,2020-11-09,89.8994,2043.4465,1837.0452,206.4013,70
1650,pa,2020-11-09,87.4933,5616.0035,4913.628,702.3755,41
1651,ri,2020-11-09,94.6728,533.9925,505.5458,28.4467,51
1652,sc,2020-11-09,83.1793,2380.002,1979.669,400.333,48
1653,sd,2020-11-09,76.9322,562.416,432.6792,129.7368,37
1654,tn,2020-11-09,82.3633,2654.9515,2186.7044,468.2471,65
1655,tx,2020-11-09,87.2031,8491.2539,7404.6391,1086.6148,66
1656,us,2020-11-09,86.9824,123903.8511,108699.3652,15204.4859,70
1657,ut,2020-11-09,87.0048,1626.822,1415.4133,211.4087,100
1658,va,2020-11-09,89.9455,3373.3526,3034.1789,339.1737,63
1659,vt,2020-11-09,93.5446,425.0008,397.5653,27.4355,54
1660,wa,2020-11-09,91.8122,3204.9804,2942.5646,262.4158,72
1661,wi,2020-11-09,87.6074,2915.9852,2554.618,361.3672,34
1662,wv,2020-11-09,85.1444,1019.1515,867.7503,151.4012,21
1663,wy,2020-11-09,69.412,356.961,247.7738,109.1872,35
1664,ak,2020-11-10,84.6604,426.0,360.6534,65.3466,69
1665,al,2020-11-10,80.6814,1803.0421,1454.7195,348.3226,55
1666,ar,2020-11-10,85.0668,1334.9473,1135.5963,199.351,50
1667,az,2020-11-10,87.5451,2756.955,2413.5795,343.3755,42
1668,ca,2020-11-10,91.9886,10078.3797,9270.9598,807.4199,55
1669,co,2020-11-10,91.1369,2903.9326,2646.5552,257.3774,62
1670,ct,2020-11-10,94.8846,1905.0,1807.5512,97.4488,64
1671,dc,2020-11-10,99.0,249.0,246.51,2.49,43
1672,de,2020-11-10,93.2066,551.0073,513.5752,37.4321,29
1673,fl,2020-11-10,84.6495,7787.0007,6591.6542,1195.3465,59
1674,ga,2020-11-10,80.4306,3133.9716,2520.6728,613.2988,58
1675,hi,2020-11-10,95.2656,432.0,411.5473,20.4527,53
1676,ia,2020-11-10,82.5578,2373.4587,1959.4748,413.9839,44
1677,id,2020-11-10,78.0371,1057.4019,825.1657,232.2362,84
1678,il,2020-11-10,90.6699,6060.0443,5494.6377,565.4066,71
1679,in,2020-11-10,87.0771,3369.0073,2933.6352,435.3721,49
1680,ks,2020-11-10,85.1106,1695.0286,1442.6485,252.3801,48
1681,ky,2020-11-10,88.5336,2128.6767,1884.5943,244.0824,42
1682,la,2020-11-10,77.645,1683.1828,1306.907,376.2758,39
1683,ma,2020-11-10,94.1009,2635.0075,2479.5665,155.441,72
1684,md,2020-11-10,93.4258,2196.9913,2052.5571,144.4342,55
1685,me,2020-11-10,87.4115,988.0,863.6259,124.3741,37
1686,mi,2020-11-10,91.1887,5769.9976,5261.5861,508.4115,58
1687,mn,2020-11-10,91.064,2723.194,2479.8503,243.3437,52
1688,mo,2020-11-10,82.5676,2755.9297,2275.5052,480.4245,41
1689,ms,2020-11-10,82.3599,1112.7393,916.4514,196.2879,56
1690,mt,2020-11-10,83.2861,824.2986,686.5263,137.7723,48
1691,nc,2020-11-10,86.0026,3889.005,3344.644,544.361,41
1692,nd,2020-11-10,80.7497,487.6879,393.8067,93.8812,18
1693,ne,2020-11-10,86.1306,1211.6238,1043.5784,168.0454,62
1694,nh,2020-11-10,91.8722,891.0,818.5813,72.4187,17
1695,nj,2020-11-10,93.2642,2841.9986,2650.5661,191.4325,69
1696,nm,2020-11-10,93.4824,1142.0603,1067.6259,74.4344,41
1697,nv,2020-11-10,89.6657,971.4894,871.0927,100.3967,58
1698,ny,2020-11-10,94.2215,6203.0,5844.558,358.442,64
1699,oh,2020-11-10,87.8811,5803.9963,5100.6175,703.3788,43
1700,ok,2020-11-10,79.8046,2099.7555,1675.701,424.0545,81
1701,or,2020-11-10,91.0737,2166.7684,1973.3554,193.413,44
1702,pa,2020-11-10,88.0823,6095.0035,5368.622,726.3815,37
1703,ri,2020-11-10,94.0931,599.9925,564.5516,35.4409,61
1704,sc,2020-11-10,82.7509,2460.0025,2035.6739,424.3286,45
1705,sd,2020-11-10,76.4298,614.5445,469.695,144.8495,48
1706,tn,2020-11-10,83.4117,2873.3264,2396.6895,476.6369,54
1707,tx,2020-11-10,87.9261,9248.2579,8131.6359,1116.622,66
1708,us,2020-11-10,87.4306,134290.2387,118445.1553,15845.0834,64
1709,ut,2020-11-10,88.6495,1819.0941,1612.6181,206.476,57
1710,va,2020-11-10,90.1778,3577.324,3225.9536,351.3704,54
1711,vt,2020-11-10,94.4561,477.0003,450.5557,26.4446,19
1712,wa,2020-11-10,91.6453,3499.9815,3207.5673,292.4142,73
1713,wi,2020-11-10,89.076,3116.0034,2775.6125,340.3909,37
1714,wv,2020-11-10,84.766,1079.1513,914.7538,164.3975,7
1715,wy,2020-11-10,69.7961,387.977,270.7927,117.1843,17
1716,ak,2020-11-11,85.5578,501.0,428.6444,72.3556,29
1717,al,2020-11-11,81.2988,2039.0644,1657.7347,381.3297,46
1718,ar,2020-11-11,85.1319,1508.9475,1284.5959,224.3516,77
1719,az,2020-11-11,87.6016,3164.7262,2772.3502,392.376,64
1720,ca,2020-11-11,92.1193,11679.5054,10759.0841,920.4213,74
1721,co,2020-11-11,91.1056,3365.9027,3066.5256,299.3771,59
1722,ct,2020-11-11,95.1858,2232.0,2124.5481,107.4519,58
1723,dc,2020-11-11,98.4536,290.0,285.5155,4.4845,58
1724,de,2020-11-11,92.6517,659.0146,610.5881,48.4265,57
1725,fl,2020-11-11,85.1042,9119.0005,7760.6497,1358.3508,60
1726,ga,2020-11-11,81.1181,3602.9555,2922.6505,680.305,64
1727,hi,2020-11-11,94.7316,502.0,475.5527,26.4473,56
1728,ia,2020-11-11,83.8782,2704.3916,2268.3944,435.9972,63
1729,id,2020-11-11,79.4042,1190.7796,945.5295,245.2501,28
1730,il,2020-11-11,91.3957,6978.0446,6377.6307,600.4139,91
1731,in,2020-11-11,88.0435,3909.0072,3441.6255,467.3817,60
1732,ks,2020-11-11,85.6654,1949.0281,1669.6423,279.3858,53
1733,ky,2020-11-11,88.8312,2391.3624,2124.277,267.0854,50
1734,la,2020-11-11,77.9929,1955.1827,1524.9037,430.279,56
1735,ma,2020-11-11,94.4517,3054.0075,2884.5625,169.445,79
1736,md,2020-11-11,94.0631,2533.9838,2383.5433,150.4405,90
1737,me,2020-11-11,88.2864,1166.2234,1029.6171,136.6063,69
1738,mi,2020-11-11,91.2858,6671.9971,6090.5846,581.4125,50
1739,mn,2020-11-11,91.1551,3154.5275,2875.5118,279.0157,62
1740,mo,2020-11-11,83.0323,3190.9296,2649.5007,541.4289,37
1741,ms,2020-11-11,82.8352,1276.5595,1057.441,219.1185,41
1742,mt,2020-11-11,83.455,923.2813,770.5246,152.7567,7
1743,nc,2020-11-11,86.3305,4531.0062,3911.6414,619.3648,48
1744,nd,2020-11-11,81.8408,566.7053,463.7959,102.9094,24
1745,ne,2020-11-11,86.4432,1386.6253,1198.6435,187.9818,60
1746,nh,2020-11-11,91.7907,1037.7766,952.5821,85.1945,20
1747,nj,2020-11-11,92.9236,3439.9981,3196.5692,243.4289,57
1748,nm,2020-11-11,93.6227,1308.3144,1224.8787,83.4357,100
1749,nv,2020-11-11,90.2163,1159.0908,1045.6886,113.4022,75
1750,ny,2020-11-11,94.2199,7221.9997,6804.5577,417.442,65
1751,oh,2020-11-11,88.3249,6726.9965,5941.6127,785.3838,71
1752,ok,2020-11-11,80.0881,2375.7556,1902.6984,473.0572,57
1753,or,2020-11-11,91.696,2485.7726,2279.3544,206.4182,55
1754,pa,2020-11-11,88.4406,7149.0033,6322.6183,826.385,47
1755,ri,2020-11-11,94.8374,705.9925,669.5446,36.4479,32
1756,sc,2020-11-11,83.1439,2814.0028,2339.6707,474.3321,35
1757,sd,2020-11-11,74.9776,704.29,528.0594,176.2306,51
1758,tn,2020-11-11,83.8987,3295.6402,2764.9986,530.6416,48
1759,tx,2020-11-11,88.3812,10600.263,9368.6361,1231.6269,63
1760,us,2020-11-11,87.7933,155406.9904,137673.2032,17733.7872,72
1761,ut,2020-11-11,89.2152,2137.0989,1906.6172,230.4817,65
1762,va,2020-11-11,90.5029,4128.2477,3736.1819,392.0658,49
1763,vt,2020-11-11,94.6397,568.0004,537.554,30.4464,28
1764,wa,2020-11-11,92.1753,3979.9773,3668.5566,311.4207,53
1765,wi,2020-11-11,89.2789,3660.0047,3267.6115,392.3932,37
1766,wv,2020-11-11,85.2943,1281.1518,1092.749,188.4028,11
1767,wy,2020-11-11,71.3392,429.854,306.6543,123.1997,0
1768,ak,2020-11-12,86.4888,580.0,501.6351,78.3649,9
1769,al,2020-11-12,81.7101,2227.0679,1819.7394,407.3285,71
1770,ar,2020-11-12,85.3063,1692.2489,1443.5942,248.6547,39
1771,az,2020-11-12,87.9315,3516.4275,3092.0482,424.3793,72
1772,ca,2020-11-12,92.2941,13021.5152,12018.0922,1003.423,68
1773,co,2020-11-12,91.3674,3676.9065,3359.4929,317.4136,42
1774,ct,2020-11-12,95.4761,2530.0,2415.5452,114.4548,51
1775,dc,2020-11-12,98.0363,330.0,323.5196,6.4804,68
1776,de,2020-11-12,92.7509,737.0219,683.5944,53.4275,42
1777,fl,2020-11-12,85.265,10094.0001,8606.6478,1487.3523,68
1778,ga,2020-11-12,80.7586,3992.9517,3224.6501,768.3016,53
1779,hi,2020-11-12,95.1906,550.0,523.5481,26.4519,54
1780,ia,2020-11-12,84.2362,2981.3029,2511.3348,469.9681,65
1781,id,2020-11-12,79.4056,1326.816,1053.5657,273.2503,21
1782,il,2020-11-12,92.0729,7713.0451,7101.6246,611.4205,59
1783,in,2020-11-12,87.832,4367.0081,3835.6285,531.3796,81
1784,ks,2020-11-12,85.8497,2144.027,1840.6397,303.3873,57
1785,ky,2020-11-12,89.5446,2669.3646,2390.2726,279.092,48
1786,la,2020-11-12,78.3076,2177.1828,1704.9005,472.2823,56
1787,ma,2020-11-12,95.033,3331.0095,3165.5587,165.4508,89
1788,md,2020-11-12,94.3058,2764.9766,2607.5336,157.443,84
1789,me,2020-11-12,89.8702,1309.2234,1176.6013,132.6221,56
1790,mi,2020-11-12,91.7079,7469.9966,6850.5798,619.4168,63
1791,mn,2020-11-12,91.1307,3517.8362,3205.8289,312.0073,73
1792,mo,2020-11-12,83.4891,3513.6278,2933.4956,580.1322,54
1793,ms,2020-11-12,83.0429,1398.5954,1161.4339,237.1615,52
1794,mt,2020-11-12,84.0416,1021.4984,858.4839,163.0145,28
1795,nc,2020-11-12,86.7524,5015.0065,4350.6379,664.3686,44
1796,nd,2020-11-12,82.6519,615.5789,508.7878,106.7911,42
1797,ne,2020-11-12,85.9489,1501.5686,1290.5817,210.9869,65
1798,nh,2020-11-12,91.1278,1151.7766,1049.5887,102.1879,30
1799,nj,2020-11-12,93.4355,3814.9981,3564.564,250.4341,55
1800,nm,2020-11-12,93.7229,1440.7409,1350.3042,90.4367,49
1801,nv,2020-11-12,90.6085,1282.0811,1161.675,120.4061,81
1802,ny,2020-11-12,94.2929,8103.0003,7640.5575,462.4428,73
1803,oh,2020-11-12,88.991,7560.9974,6728.6068,832.3906,100
1804,ok,2020-11-12,80.1789,2623.7548,2103.6967,520.0581,65
1805,or,2020-11-12,92.0776,2731.7766,2515.3547,216.4219,81
1806,pa,2020-11-12,88.7525,7943.0038,7049.6157,893.3881,43
1807,ri,2020-11-12,95.0063,789.9905,750.5409,39.4496,35
1808,sc,2020-11-12,83.3922,3115.0024,2597.6677,517.3347,27
1809,sd,2020-11-12,73.4078,744.9906,546.881,198.1096,38
1810,tn,2020-11-12,84.4263,3625.6374,3060.9904,564.647,66
1811,tx,2020-11-12,88.4197,11732.2661,10373.6391,1358.627,73
1812,us,2020-11-12,88.0739,172379.8159,153187.9173,19191.8986,74
1813,ut,2020-11-12,89.7459,2305.9672,2069.5117,236.4555,41
1814,va,2020-11-12,90.7575,4555.0855,4134.0838,421.0017,57
1815,vt,2020-11-12,94.1406,639.0004,601.559,37.4414,27
1816,wa,2020-11-12,92.3275,4462.9741,4120.5518,342.4223,73
1817,wi,2020-11-12,89.3625,4046.0051,3615.6111,430.394,32
1818,wv,2020-11-12,85.6772,1441.1027,1234.6961,206.4066,21
1819,wy,2020-11-12,74.1174,483.8602,358.6245,125.2357,18
1820,ak,2020-11-13,87.381,629.0,549.6262,79.3738,52
1821,al,2020-11-13,82.0685,2305.064,1891.7318,413.3322,49
1822,ar,2020-11-13,86.1365,1822.5075,1569.8444,252.6631,77
1823,az,2020-11-13,88.4364,3644.0647,3222.6803,421.3844,90
1824,ca,2020-11-13,92.5466,13489.4712,12484.0456,1005.4256,69
1825,co,2020-11-13,91.3696,3816.9074,3487.4938,329.4136,80
1826,ct,2020-11-13,95.6871,2677.0,2561.5431,115.4569,79
1827,dc,2020-11-13,96.9388,342.0,331.5306,10.4694,64
1828,de,2020-11-13,92.7453,764.0219,708.5944,55.4275,37
1829,fl,2020-11-13,85.3856,10539.9999,8999.6461,1540.3538,77
1830,ga,2020-11-13,80.932,4107.9554,3324.6519,783.3035,61
1831,hi,2020-11-13,94.8463,552.0,523.5515,28.4485,25
1832,ia,2020-11-13,84.335,3141.4005,2649.3011,492.0994,64
1833,id,2020-11-13,79.2667,1375.797,1090.5482,285.2488,53
1834,il,2020-11-13,92.2803,7985.0235,7368.6006,616.4229,69
1835,in,2020-11-13,88.1877,4507.0075,3974.6244,532.3831,59
1836,ks,2020-11-13,86.4004,2238.0269,1933.6635,304.3634,87
1837,ky,2020-11-13,89.1123,2777.3602,2474.9704,302.3898,84
1838,la,2020-11-13,78.635,2247.9991,1767.7132,480.2859,58
1839,ma,2020-11-13,95.1188,3451.01,3282.5583,168.4517,77
1840,md,2020-11-13,94.7836,2864.9767,2715.529,149.4477,73
1841,me,2020-11-13,90.3522,1333.2234,1204.5965,128.6269,77
1842,mi,2020-11-13,91.9021,7821.9965,7188.5775,633.419,78
1843,mn,2020-11-13,91.2819,3636.2111,3319.2024,317.0087,56
1844,mo,2020-11-13,83.6736,3645.6459,3050.4432,595.2027,93
1845,ms,2020-11-13,83.3636,1436.3956,1197.4304,238.9652,38
1846,mt,2020-11-13,84.2795,1067.2819,899.5003,167.7816,43
1847,nc,2020-11-13,87.0335,5224.006,4546.6346,677.3714,45
1848,nd,2020-11-13,83.4485,658.7501,549.7168,109.0333,19
1849,ne,2020-11-13,85.8809,1579.5558,1356.5369,223.0189,48
1850,nh,2020-11-13,90.4993,1180.7766,1068.595,112.1816,31
1851,nj,2020-11-13,93.8107,4013.998,3765.5602,248.4378,85
1852,nm,2020-11-13,94.3337,1507.9111,1422.4683,85.4428,59
1853,nv,2020-11-13,91.3556,1335.125,1219.7114,115.4136,94
1854,ny,2020-11-13,94.0414,8449.0011,7945.5605,503.4406,63
1855,oh,2020-11-13,89.4042,7987.9971,7141.6024,846.3947,67
1856,ok,2020-11-13,81.181,2699.7546,2191.6866,508.068,61
1857,or,2020-11-13,91.9731,2820.7807,2594.3588,226.4219,92
1858,pa,2020-11-13,88.9815,8335.0048,7416.614,918.3908,48
1859,ri,2020-11-13,95.4759,849.99,811.5357,38.4543,83
1860,sc,2020-11-13,83.5828,3206.0021,2679.6658,526.3363,48
1861,sd,2020-11-13,74.1265,776.4841,575.5807,200.9034,26
1862,tn,2020-11-13,84.0469,3775.6315,3173.301,602.3305,82
1863,tx,2020-11-13,88.3645,12149.2665,10735.6398,1413.6267,63
1864,us,2020-11-13,88.308,179361.8747,159717.0438,19644.8309,80
1865,ut,2020-11-13,90.0606,2399.1646,2160.7012,238.4634,31
1866,va,2020-11-13,90.9857,4693.3532,4270.2787,423.0745,66
1867,vt,2020-11-13,93.975,638.0003,599.5606,38.4397,37
1868,wa,2020-11-13,92.4896,4585.9706,4241.5478,344.4228,69
1869,wi,2020-11-13,89.0868,4237.0048,3774.6135,462.3913,33
1870,wv,2020-11-13,85.9996,1531.1031,1316.7425,214.3606,51
1871,wy,2020-11-13,76.1244,507.8952,386.6323,121.2629,58
1872,ak,2020-11-14,86.2622,716.0,617.6374,98.3626,33
1873,al,2020-11-14,82.4633,2528.0792,2084.7378,443.3414,87
1874,ar,2020-11-14,86.683,2032.5074,1761.8389,270.6685,68
1875,az,2020-11-14,88.8277,4076.0647,3620.6764,455.3883,57
1876,ca,2020-11-14,92.7436,15027.0478,13936.6203,1090.4275,76
1877,co,2020-11-14,91.5966,4288.937,3928.521,360.416,65
1878,ct,2020-11-14,96.0259,3006.0,2886.5397,119.4603,77
1879,dc,2020-11-14,97.7089,370.0,361.5229,8.4771,87
1880,de,2020-11-14,92.5995,830.0219,768.5959,61.426,40
1881,fl,2020-11-14,85.5795,11707.9997,10019.644,1688.3557,82
1882,ga,2020-11-14,81.25,4550.941,3697.6395,853.3015,57
1883,hi,2020-11-14,94.584,636.0,601.5542,34.4458,38
1884,ia,2020-11-14,85.5835,3489.3019,2986.265,503.0369,49
1885,id,2020-11-14,80.4554,1536.0085,1235.801,300.2075,44
1886,il,2020-11-14,92.5251,8969.0237,8298.5982,670.4255,94
1887,in,2020-11-14,88.5146,5001.0075,4426.6212,574.3863,76
1888,ks,2020-11-14,86.5394,2484.0273,2149.6624,334.3649,73
1889,ky,2020-11-14,88.874,3068.3694,2726.9822,341.3872,66
1890,la,2020-11-14,79.5059,2528.9993,2010.7045,518.2948,46
1891,ma,2020-11-14,95.2659,3854.011,3671.5578,182.4532,77
1892,md,2020-11-14,94.9776,3134.9765,2977.5268,157.4497,96
1893,me,2020-11-14,91.0891,1477.2234,1345.5891,131.6343,89
1894,mi,2020-11-14,92.19,8724.9961,8043.5738,681.4223,75
1895,mn,2020-11-14,91.6573,4039.5903,3702.5777,337.0126,86
1896,mo,2020-11-14,84.0614,4029.7204,3387.439,642.2814,87
1897,ms,2020-11-14,83.4542,1614.6164,1347.4654,267.151,49
1898,mt,2020-11-14,84.5792,1203.023,1017.5077,185.5153,45
1899,nc,2020-11-14,87.4048,5775.0061,5047.6308,727.3753,46
1900,nd,2020-11-14,84.1681,722.0189,607.7096,114.3093,100
1901,ne,2020-11-14,86.1609,1779.9292,1533.6026,246.3266,100
1902,nh,2020-11-14,90.7102,1336.7766,1212.5929,124.1837,55
1903,nj,2020-11-14,93.9384,4510.9975,4237.5584,273.4391,73
1904,nm,2020-11-14,94.2795,1720.8763,1622.4341,98.4422,51
1905,nv,2020-11-14,91.6106,1506.8462,1380.4301,126.4161,67
1906,ny,2020-11-14,94.4662,9459.0009,8935.5559,523.445,82
1907,oh,2020-11-14,89.7051,8949.9977,8028.5999,921.3978,69
1908,ok,2020-11-14,82.2006,3029.9969,2490.6759,539.321,50
1909,or,2020-11-14,92.1728,3212.2143,2960.7893,251.425,67
1910,pa,2020-11-14,89.1502,9248.0057,8244.6131,1003.3926,45
1911,ri,2020-11-14,95.5992,941.989,900.5335,41.4555,66
1912,sc,2020-11-14,83.7349,3568.0016,2987.6641,580.3375,47
1913,sd,2020-11-14,75.6714,865.7546,655.1289,210.6257,29
1914,tn,2020-11-14,84.0975,4202.612,3534.2916,668.3204,73
1915,tx,2020-11-14,88.8253,13543.0281,12029.6396,1513.3885,64
1916,us,2020-11-14,88.6249,200049.1837,178763.7294,21285.4543,85
1917,ut,2020-11-14,90.4216,2657.2178,2402.6976,254.5202,44
1918,va,2020-11-14,90.9567,5201.2181,4730.8575,470.3606,77
1919,vt,2020-11-14,93.8194,719.0005,674.5623,44.4382,82
1920,wa,2020-11-14,92.9053,5192.9648,4824.5389,368.4259,80
1921,wi,2020-11-14,89.1975,4734.0052,4222.6123,511.3929,35
1922,wv,2020-11-14,86.2453,1689.3375,1456.9744,232.3631,100
1923,wy,2020-11-14,76.831,557.8948,428.6361,129.2587,47
1924,ak,2020-11-15,87.3342,753.0,657.6267,95.3733,56
1925,al,2020-11-15,83.3753,2763.0857,2303.7316,459.3541,86
1926,ar,2020-11-15,86.9354,2231.1173,1939.6311,291.4862,43
1927,az,2020-11-15,88.9721,4492.1423,3996.7526,495.3897,58
1928,ca,2020-11-15,92.8776,16727.9999,15536.5652,1191.4347,68
1929,co,2020-11-15,92.0422,4679.907,4307.4878,372.4192,82
1930,ct,2020-11-15,96.1207,3363.0,3232.5388,130.4612,65
1931,dc,2020-11-15,97.5765,391.0,381.5242,9.4758,61
1932,de,2020-11-15,93.4808,927.0219,866.5871,60.4348,31
1933,fl,2020-11-15,86.0879,12904.9999,11109.6392,1795.3607,72
1934,ga,2020-11-15,81.6411,5001.9355,4083.633,918.3025,79
1935,hi,2020-11-15,93.4907,698.0,652.5651,45.4349,77
1936,ia,2020-11-15,86.0841,3873.0123,3334.049,538.9633,54
1937,id,2020-11-15,80.4422,1718.9993,1382.8013,336.198,66
1938,il,2020-11-15,92.9181,9961.0237,9255.5945,705.4292,74
1939,in,2020-11-15,88.8216,5532.008,4913.6185,618.3895,78
1940,ks,2020-11-15,86.964,2680.0271,2330.6577,349.3694,68
1941,ky,2020-11-15,89.8542,3424.0552,3076.6581,347.3971,63
1942,la,2020-11-15,80.7055,2832.3695,2285.8776,546.4919,96
1943,ma,2020-11-15,95.2926,4237.0105,4037.5571,199.4534,91
1944,md,2020-11-15,95.5067,3481.976,3325.521,156.455,100
1945,me,2020-11-15,90.9827,1637.2234,1489.5902,147.6332,70
1946,mi,2020-11-15,92.4951,9626.0049,8903.5798,722.4251,74
1947,mn,2020-11-15,92.1343,4488.2364,4135.2072,353.0292,79
1948,mo,2020-11-15,84.6341,4420.74,3741.4531,679.2869,80
