,geo_value,time_value,value,sample_size,positive,negative,trend
754,mt,2020-10-23,82.7837,1261.4895,1044.3073,217.1822,64
755,nc,2020-10-23,87.7598,6686.0064,5867.6282,818.3782,58
756,nd,2020-10-23,74.9621,697.8336,523.1107,174.7229,15
757,ne,2020-10-23,82.614,1651.7397,1364.568,287.1717,53
758,nh,2020-10-23,89.4788,1534.0,1372.6052,161.3948,39
759,nj,2020-10-23,92.2129,4910.9988,4528.5767,382.4221,91
760,nm,2020-10-23,90.8726,1615.6531,1468.1855,147.4676,27
761,nv,2020-10-23,88.4074,1581.913,1398.5289,183.3841,76
762,ny,2020-10-23,93.6613,10072.0007,9433.5642,638.4365,85
763,oh,2020-10-23,86.1575,8556.0019,7371.6406,1184.3613,71
764,ok,2020-10-23,78.3983,3038.1133,2381.8299,656.2834,59
765,or,2020-10-23,89.6334,3486.1735,3124.7764,361.3971,73
766,pa,2020-10-23,88.0143,9381.0054,8256.624,1124.3814,49
767,ri,2020-10-23,92.9472,870.9905,809.5615,61.429,44
768,sc,2020-10-23,83.5543,3845.0022,3212.6662,632.336,48
769,sd,2020-10-23,71.1805,863.2462,614.4633,248.7829,33
770,tn,2020-10-23,80.8498,4514.8491,3650.2463,864.6028,75
771,tx,2020-10-23,87.31,13943.0272,12173.654,1769.3732,74
772,us,2020-10-23,86.1572,206750.2729,180633.421,26116.8519,86
773,ut,2020-10-23,85.3684,2374.0189,2026.6628,347.3561,55
774,va,2020-10-23,90.3013,5582.593,5041.1558,541.4372,90
775,vt,2020-10-23,92.8862,737.0011,684.5722,52.4289,10
776,wa,2020-10-23,91.6578,5662.9705,5190.556,472.4145,88
777,wi,2020-10-23,87.8543,5009.0035,4400.6242,608.3793,40
778,wv,2020-10-23,85.8411,1712.0539,1469.6451,242.4088,12
779,wy,2020-10-23,65.7742,617.0115,405.8342,211.1773,19
780,ak,2020-10-24,82.274,707.0,581.6773,125.3227,24
781,al,2020-10-24,81.4923,2806.0789,2286.7372,519.3417,72
782,ar,2020-10-24,85.2785,2005.9476,1710.6427,295.3049,85
783,az,2020-10-24,87.3947,4263.0776,3725.7037,537.3739,98
784,ca,2020-10-24,90.9425,15417.179,14020.7665,1396.4125,77
785,co,2020-10-24,88.4667,4207.7885,3722.4933,485.2952,79
786,ct,2020-10-24,93.247,3205.0,2988.5675,216.4325,100
787,dc,2020-10-24,95.6468,401.0,383.5435,17.4565,73
